lakeName,latARU_conv,latBsM,longARU_conv,longBsM,latD_aru,latM1_aru,latM2_aru,latD_BsM,latM1_BsM,latM2_BsM,longD_aru,longM1_aru,longM2_aru,longD_BsM,longM1_BsM,longM2_BsM,ARU_LID,bsmWaterbodyID,latARU,longARU,latM_aru,latS_aru,latDirection,lonD_aru,lonM_aru,lonS_aru,lonDirection
NA,47.775555555555556,50.77244,-81.76388888888889,-93.35925,47,4,6,50,7,7,81,4,5,93,3,5,17-4428-52914,15-4747-56248,474632,814550,46,32,N,81,45,50,W
NA,47.775555555555556,51.01365,-81.76388888888889,-91.87832,47,4,6,51,0,1,81,4,5,91,8,7,17-4428-52914,15-5787-56519,474632,814550,46,32,N,81,45,50,W
NA,47.775555555555556,51.43954,-81.76388888888889,-91.98849,47,4,6,51,4,3,81,4,5,91,9,8,17-4428-52914,15-5703-56992,474632,814550,46,32,N,81,45,50,W
NA,47.775555555555556,50.23158,-81.76388888888889,-92.91464,47,4,6,50,2,3,81,4,5,92,9,1,17-4428-52914,15-5060-55643,474632,814550,46,32,N,81,45,50,W
NA,47.775555555555556,51.39459,-81.76388888888889,-92.99692,47,4,6,51,3,9,81,4,5,92,9,9,17-4428-52914,15-5001-56935,474632,814550,46,32,N,81,45,50,W
NA,47.775555555555556,49.66803,-81.76388888888889,-91.95766,47,4,6,49,6,6,81,4,5,91,9,5,17-4428-52914,15-5752-55022,474632,814550,46,32,N,81,45,50,W
NA,47.775555555555556,50.04994,-81.76388888888889,-94.11017,47,4,6,50,0,4,81,4,5,94,1,1,17-4428-52914,15-4205-55446,474632,814550,46,32,N,81,45,50,W
NA,47.775555555555556,50.42502,-81.76388888888889,-94.68222,47,4,6,50,4,2,81,4,5,94,6,8,17-4428-52914,15-3805-55872,474632,814550,46,32,N,81,45,50,W
NA,47.775555555555556,49.04998,-81.76388888888889,-92.1326,47,4,6,49,0,4,81,4,5,92,1,3,17-4428-52914,15-5634-54332,474632,814550,46,32,N,81,45,50,W
NA,47.775555555555556,49.47489,-81.76388888888889,-93.8864,47,4,6,49,4,7,81,4,5,93,8,8,17-4428-52914,15-4356-54806,474632,814550,46,32,N,81,45,50,W
NA,47.775555555555556,49.31937,-81.76388888888889,-92.05985,47,4,6,49,3,1,81,4,5,92,0,5,17-4428-52914,15-5684-54631,474632,814550,46,32,N,81,45,50,W
NA,47.775555555555556,49.0399,-81.76388888888889,-92.30277,47,4,6,49,0,3,81,4,5,92,3,0,17-4428-52914,15-5510-54322,474632,814550,46,32,N,81,45,50,W
NA,47.775555555555556,50.02724,-81.76388888888889,-89.98958,47,4,6,50,0,2,81,4,5,89,9,8,17-4428-52914,16-2858-55459,474632,814550,46,32,N,81,45,50,W
NA,47.775555555555556,48.68681,-81.76388888888889,-88.92751,47,4,6,48,6,8,81,4,5,88,9,2,17-4428-52914,16-3582-53944,474632,814550,46,32,N,81,45,50,W
NA,47.775555555555556,49.84691,-81.76388888888889,-90.27474,47,4,6,49,8,4,81,4,5,90,2,7,17-4428-52914,15-6959-55251,474632,814550,46,32,N,81,45,50,W
NA,47.775555555555556,48.7435,-81.76388888888889,-90.60175,47,4,6,48,7,4,81,4,5,90,6,0,17-4428-52914,15-6763-54017,474632,814550,46,32,N,81,45,50,W
NA,47.775555555555556,48.72577,-81.76388888888889,-88.25103,47,4,6,48,7,2,81,4,5,88,2,5,17-4428-52914,16-4080-53975,474632,814550,46,32,N,81,45,50,W
NA,47.775555555555556,48.66914,-81.76388888888889,-88.99708,47,4,6,48,6,6,81,4,5,88,9,9,17-4428-52914,16-3530-53926,474632,814550,46,32,N,81,45,50,W
NA,47.775555555555556,49.33108,-81.76388888888889,-89.98319,47,4,6,49,3,3,81,4,5,89,9,8,17-4428-52914,16-2832-54685,474632,814550,46,32,N,81,45,50,W
NA,47.775555555555556,45.51274,-81.76388888888889,-80.08817,47,4,6,45,5,1,81,4,5,80,0,8,17-4428-52914,17-5717-50405,474632,814550,46,32,N,81,45,50,W
NA,47.775555555555556,44.47321,-81.76388888888889,-78.41617,47,4,6,44,4,7,81,4,5,78,4,1,17-4428-52914,17-7055-49277,474632,814550,46,32,N,81,45,50,W
NA,47.775555555555556,44.91805,-81.76388888888889,-77.19745,47,4,6,44,9,1,81,4,5,77,1,9,17-4428-52914,18-3267-49749,474632,814550,46,32,N,81,45,50,W
NA,47.18388888888889,53.9739,-84.66083333333334,-86.25172,47,1,1,53,9,7,84,3,9,86,2,5,16-6772-52280,16-5494-59810,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,49.90421,-84.66083333333334,-80.03334,47,1,1,49,9,0,84,3,9,80,0,3,16-6772-52280,17-5694-55282,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,49.77105,-84.66083333333334,-81.03836,47,1,1,49,7,7,84,3,9,81,0,3,16-6772-52280,17-4972-55128,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,49.33749,-84.66083333333334,-81.58852,47,1,1,49,3,3,84,3,9,81,5,8,16-6772-52280,17-4572-54649,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,49.74688,-84.66083333333334,-80.71109,47,1,1,49,7,4,84,3,9,80,7,1,16-6772-52280,17-5208-55103,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,48.46914,-84.66083333333334,-82.56376,47,1,1,48,4,6,84,3,9,82,5,6,16-6772-52280,17-3844-53694,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,47.73454,-84.66083333333334,-82.85545,47,1,1,47,7,3,84,3,9,82,8,5,16-6772-52280,17-3609-52882,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,47.33267,-84.66083333333334,-84.38602,47,1,1,47,3,3,84,3,9,84,3,8,16-6772-52280,16-6975-52452,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,46.85428,-84.66083333333334,-83.03,47,1,1,46,8,5,84,3,9,83,0,3,16-6772-52280,17-3453-51907,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,46.94007,-84.66083333333334,-81.21003,47,1,1,46,9,4,84,3,9,81,2,1,16-6772-52280,17-4840-51983,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,51.14351,-84.66083333333334,-87.96643,47,1,1,51,1,4,84,3,9,87,9,6,16-6772-52280,16-4324-56660,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,53.13145,-84.66083333333334,-88.30604,47,1,1,53,1,3,84,3,9,88,3,0,16-6772-52280,16-4137-58866,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,51.07751,-84.66083333333334,-92.21266,47,1,1,51,0,7,84,3,9,92,2,1,16-6772-52280,15-5552-56587,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,50.77244,-84.66083333333334,-93.35925,47,1,1,50,7,7,84,3,9,93,3,5,16-6772-52280,15-4747-56248,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,51.01365,-84.66083333333334,-91.87832,47,1,1,51,0,1,84,3,9,91,8,7,16-6772-52280,15-5787-56519,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,51.43954,-84.66083333333334,-91.98849,47,1,1,51,4,3,84,3,9,91,9,8,16-6772-52280,15-5703-56992,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,50.23158,-84.66083333333334,-92.91464,47,1,1,50,2,3,84,3,9,92,9,1,16-6772-52280,15-5060-55643,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,51.39459,-84.66083333333334,-92.99692,47,1,1,51,3,9,84,3,9,92,9,9,16-6772-52280,15-5001-56935,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,49.66803,-84.66083333333334,-91.95766,47,1,1,49,6,6,84,3,9,91,9,5,16-6772-52280,15-5752-55022,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,50.04994,-84.66083333333334,-94.11017,47,1,1,50,0,4,84,3,9,94,1,1,16-6772-52280,15-4205-55446,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,50.42502,-84.66083333333334,-94.68222,47,1,1,50,4,2,84,3,9,94,6,8,16-6772-52280,15-3805-55872,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,49.04998,-84.66083333333334,-92.1326,47,1,1,49,0,4,84,3,9,92,1,3,16-6772-52280,15-5634-54332,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,49.47489,-84.66083333333334,-93.8864,47,1,1,49,4,7,84,3,9,93,8,8,16-6772-52280,15-4356-54806,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,49.31937,-84.66083333333334,-92.05985,47,1,1,49,3,1,84,3,9,92,0,5,16-6772-52280,15-5684-54631,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,49.0399,-84.66083333333334,-92.30277,47,1,1,49,0,3,84,3,9,92,3,0,16-6772-52280,15-5510-54322,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,50.02724,-84.66083333333334,-89.98958,47,1,1,50,0,2,84,3,9,89,9,8,16-6772-52280,16-2858-55459,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,48.68681,-84.66083333333334,-88.92751,47,1,1,48,6,8,84,3,9,88,9,2,16-6772-52280,16-3582-53944,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,49.84691,-84.66083333333334,-90.27474,47,1,1,49,8,4,84,3,9,90,2,7,16-6772-52280,15-6959-55251,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,48.7435,-84.66083333333334,-90.60175,47,1,1,48,7,4,84,3,9,90,6,0,16-6772-52280,15-6763-54017,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,48.72577,-84.66083333333334,-88.25103,47,1,1,48,7,2,84,3,9,88,2,5,16-6772-52280,16-4080-53975,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,48.66914,-84.66083333333334,-88.99708,47,1,1,48,6,6,84,3,9,88,9,9,16-6772-52280,16-3530-53926,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,49.33108,-84.66083333333334,-89.98319,47,1,1,49,3,3,84,3,9,89,9,8,16-6772-52280,16-2832-54685,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,45.51274,-84.66083333333334,-80.08817,47,1,1,45,5,1,84,3,9,80,0,8,16-6772-52280,17-5717-50405,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,44.47321,-84.66083333333334,-78.41617,47,1,1,44,4,7,84,3,9,78,4,1,16-6772-52280,17-7055-49277,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,44.91805,-84.66083333333334,-77.19745,47,1,1,44,9,1,84,3,9,77,1,9,16-6772-52280,18-3267-49749,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,53.9739,-84.66083333333334,-86.25172,47,1,1,53,9,7,84,3,9,86,2,5,16-6766-52279,16-5494-59810,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,49.90421,-84.66083333333334,-80.03334,47,1,1,49,9,0,84,3,9,80,0,3,16-6766-52279,17-5694-55282,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,49.77105,-84.66083333333334,-81.03836,47,1,1,49,7,7,84,3,9,81,0,3,16-6766-52279,17-4972-55128,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,49.33749,-84.66083333333334,-81.58852,47,1,1,49,3,3,84,3,9,81,5,8,16-6766-52279,17-4572-54649,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,49.74688,-84.66083333333334,-80.71109,47,1,1,49,7,4,84,3,9,80,7,1,16-6766-52279,17-5208-55103,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,48.46914,-84.66083333333334,-82.56376,47,1,1,48,4,6,84,3,9,82,5,6,16-6766-52279,17-3844-53694,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,47.73454,-84.66083333333334,-82.85545,47,1,1,47,7,3,84,3,9,82,8,5,16-6766-52279,17-3609-52882,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,47.33267,-84.66083333333334,-84.38602,47,1,1,47,3,3,84,3,9,84,3,8,16-6766-52279,16-6975-52452,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,46.85428,-84.66083333333334,-83.03,47,1,1,46,8,5,84,3,9,83,0,3,16-6766-52279,17-3453-51907,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,46.94007,-84.66083333333334,-81.21003,47,1,1,46,9,4,84,3,9,81,2,1,16-6766-52279,17-4840-51983,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,51.14351,-84.66083333333334,-87.96643,47,1,1,51,1,4,84,3,9,87,9,6,16-6766-52279,16-4324-56660,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,53.13145,-84.66083333333334,-88.30604,47,1,1,53,1,3,84,3,9,88,3,0,16-6766-52279,16-4137-58866,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,51.07751,-84.66083333333334,-92.21266,47,1,1,51,0,7,84,3,9,92,2,1,16-6766-52279,15-5552-56587,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,50.77244,-84.66083333333334,-93.35925,47,1,1,50,7,7,84,3,9,93,3,5,16-6766-52279,15-4747-56248,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,51.01365,-84.66083333333334,-91.87832,47,1,1,51,0,1,84,3,9,91,8,7,16-6766-52279,15-5787-56519,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,51.43954,-84.66083333333334,-91.98849,47,1,1,51,4,3,84,3,9,91,9,8,16-6766-52279,15-5703-56992,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,50.23158,-84.66083333333334,-92.91464,47,1,1,50,2,3,84,3,9,92,9,1,16-6766-52279,15-5060-55643,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,51.39459,-84.66083333333334,-92.99692,47,1,1,51,3,9,84,3,9,92,9,9,16-6766-52279,15-5001-56935,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,49.66803,-84.66083333333334,-91.95766,47,1,1,49,6,6,84,3,9,91,9,5,16-6766-52279,15-5752-55022,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,50.04994,-84.66083333333334,-94.11017,47,1,1,50,0,4,84,3,9,94,1,1,16-6766-52279,15-4205-55446,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,50.42502,-84.66083333333334,-94.68222,47,1,1,50,4,2,84,3,9,94,6,8,16-6766-52279,15-3805-55872,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,49.04998,-84.66083333333334,-92.1326,47,1,1,49,0,4,84,3,9,92,1,3,16-6766-52279,15-5634-54332,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,49.47489,-84.66083333333334,-93.8864,47,1,1,49,4,7,84,3,9,93,8,8,16-6766-52279,15-4356-54806,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,49.31937,-84.66083333333334,-92.05985,47,1,1,49,3,1,84,3,9,92,0,5,16-6766-52279,15-5684-54631,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,49.0399,-84.66083333333334,-92.30277,47,1,1,49,0,3,84,3,9,92,3,0,16-6766-52279,15-5510-54322,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,50.02724,-84.66083333333334,-89.98958,47,1,1,50,0,2,84,3,9,89,9,8,16-6766-52279,16-2858-55459,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,48.68681,-84.66083333333334,-88.92751,47,1,1,48,6,8,84,3,9,88,9,2,16-6766-52279,16-3582-53944,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,49.84691,-84.66083333333334,-90.27474,47,1,1,49,8,4,84,3,9,90,2,7,16-6766-52279,15-6959-55251,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,48.7435,-84.66083333333334,-90.60175,47,1,1,48,7,4,84,3,9,90,6,0,16-6766-52279,15-6763-54017,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,48.72577,-84.66083333333334,-88.25103,47,1,1,48,7,2,84,3,9,88,2,5,16-6766-52279,16-4080-53975,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,48.66914,-84.66083333333334,-88.99708,47,1,1,48,6,6,84,3,9,88,9,9,16-6766-52279,16-3530-53926,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,49.33108,-84.66083333333334,-89.98319,47,1,1,49,3,3,84,3,9,89,9,8,16-6766-52279,16-2832-54685,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,45.51274,-84.66083333333334,-80.08817,47,1,1,45,5,1,84,3,9,80,0,8,16-6766-52279,17-5717-50405,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,44.47321,-84.66083333333334,-78.41617,47,1,1,44,4,7,84,3,9,78,4,1,16-6766-52279,17-7055-49277,471102,843939,11,2,N,84,39,39,W
NA,47.18388888888889,44.91805,-84.66083333333334,-77.19745,47,1,1,44,9,1,84,3,9,77,1,9,16-6766-52279,18-3267-49749,471102,843939,11,2,N,84,39,39,W
NA,47.130833333333335,53.9739,-84.23027777777779,-86.25172,47,0,7,53,9,7,84,1,3,86,2,5,16-7101-52232,16-5494-59810,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,49.90421,-84.23027777777779,-80.03334,47,0,7,49,9,0,84,1,3,80,0,3,16-7101-52232,17-5694-55282,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,49.77105,-84.23027777777779,-81.03836,47,0,7,49,7,7,84,1,3,81,0,3,16-7101-52232,17-4972-55128,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,49.33749,-84.23027777777779,-81.58852,47,0,7,49,3,3,84,1,3,81,5,8,16-7101-52232,17-4572-54649,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,49.74688,-84.23027777777779,-80.71109,47,0,7,49,7,4,84,1,3,80,7,1,16-7101-52232,17-5208-55103,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,48.46914,-84.23027777777779,-82.56376,47,0,7,48,4,6,84,1,3,82,5,6,16-7101-52232,17-3844-53694,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,47.73454,-84.23027777777779,-82.85545,47,0,7,47,7,3,84,1,3,82,8,5,16-7101-52232,17-3609-52882,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,47.33267,-84.23027777777779,-84.38602,47,0,7,47,3,3,84,1,3,84,3,8,16-7101-52232,16-6975-52452,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,46.85428,-84.23027777777779,-83.03,47,0,7,46,8,5,84,1,3,83,0,3,16-7101-52232,17-3453-51907,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,46.94007,-84.23027777777779,-81.21003,47,0,7,46,9,4,84,1,3,81,2,1,16-7101-52232,17-4840-51983,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,51.14351,-84.23027777777779,-87.96643,47,0,7,51,1,4,84,1,3,87,9,6,16-7101-52232,16-4324-56660,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,53.13145,-84.23027777777779,-88.30604,47,0,7,53,1,3,84,1,3,88,3,0,16-7101-52232,16-4137-58866,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,51.07751,-84.23027777777779,-92.21266,47,0,7,51,0,7,84,1,3,92,2,1,16-7101-52232,15-5552-56587,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,50.77244,-84.23027777777779,-93.35925,47,0,7,50,7,7,84,1,3,93,3,5,16-7101-52232,15-4747-56248,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,51.01365,-84.23027777777779,-91.87832,47,0,7,51,0,1,84,1,3,91,8,7,16-7101-52232,15-5787-56519,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,51.43954,-84.23027777777779,-91.98849,47,0,7,51,4,3,84,1,3,91,9,8,16-7101-52232,15-5703-56992,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,50.23158,-84.23027777777779,-92.91464,47,0,7,50,2,3,84,1,3,92,9,1,16-7101-52232,15-5060-55643,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,51.39459,-84.23027777777779,-92.99692,47,0,7,51,3,9,84,1,3,92,9,9,16-7101-52232,15-5001-56935,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,49.66803,-84.23027777777779,-91.95766,47,0,7,49,6,6,84,1,3,91,9,5,16-7101-52232,15-5752-55022,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,50.04994,-84.23027777777779,-94.11017,47,0,7,50,0,4,84,1,3,94,1,1,16-7101-52232,15-4205-55446,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,50.42502,-84.23027777777779,-94.68222,47,0,7,50,4,2,84,1,3,94,6,8,16-7101-52232,15-3805-55872,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,49.04998,-84.23027777777779,-92.1326,47,0,7,49,0,4,84,1,3,92,1,3,16-7101-52232,15-5634-54332,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,49.47489,-84.23027777777779,-93.8864,47,0,7,49,4,7,84,1,3,93,8,8,16-7101-52232,15-4356-54806,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,49.31937,-84.23027777777779,-92.05985,47,0,7,49,3,1,84,1,3,92,0,5,16-7101-52232,15-5684-54631,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,49.0399,-84.23027777777779,-92.30277,47,0,7,49,0,3,84,1,3,92,3,0,16-7101-52232,15-5510-54322,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,50.02724,-84.23027777777779,-89.98958,47,0,7,50,0,2,84,1,3,89,9,8,16-7101-52232,16-2858-55459,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,48.68681,-84.23027777777779,-88.92751,47,0,7,48,6,8,84,1,3,88,9,2,16-7101-52232,16-3582-53944,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,49.84691,-84.23027777777779,-90.27474,47,0,7,49,8,4,84,1,3,90,2,7,16-7101-52232,15-6959-55251,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,48.7435,-84.23027777777779,-90.60175,47,0,7,48,7,4,84,1,3,90,6,0,16-7101-52232,15-6763-54017,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,48.72577,-84.23027777777779,-88.25103,47,0,7,48,7,2,84,1,3,88,2,5,16-7101-52232,16-4080-53975,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,48.66914,-84.23027777777779,-88.99708,47,0,7,48,6,6,84,1,3,88,9,9,16-7101-52232,16-3530-53926,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,49.33108,-84.23027777777779,-89.98319,47,0,7,49,3,3,84,1,3,89,9,8,16-7101-52232,16-2832-54685,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,45.51274,-84.23027777777779,-80.08817,47,0,7,45,5,1,84,1,3,80,0,8,16-7101-52232,17-5717-50405,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,44.47321,-84.23027777777779,-78.41617,47,0,7,44,4,7,84,1,3,78,4,1,16-7101-52232,17-7055-49277,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,44.91805,-84.23027777777779,-77.19745,47,0,7,44,9,1,84,1,3,77,1,9,16-7101-52232,18-3267-49749,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,53.9739,-84.23027777777779,-86.25172,47,0,7,53,9,7,84,1,3,86,2,5,16-7102-52227,16-5494-59810,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,49.90421,-84.23027777777779,-80.03334,47,0,7,49,9,0,84,1,3,80,0,3,16-7102-52227,17-5694-55282,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,49.77105,-84.23027777777779,-81.03836,47,0,7,49,7,7,84,1,3,81,0,3,16-7102-52227,17-4972-55128,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,49.33749,-84.23027777777779,-81.58852,47,0,7,49,3,3,84,1,3,81,5,8,16-7102-52227,17-4572-54649,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,49.74688,-84.23027777777779,-80.71109,47,0,7,49,7,4,84,1,3,80,7,1,16-7102-52227,17-5208-55103,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,48.46914,-84.23027777777779,-82.56376,47,0,7,48,4,6,84,1,3,82,5,6,16-7102-52227,17-3844-53694,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,47.73454,-84.23027777777779,-82.85545,47,0,7,47,7,3,84,1,3,82,8,5,16-7102-52227,17-3609-52882,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,47.33267,-84.23027777777779,-84.38602,47,0,7,47,3,3,84,1,3,84,3,8,16-7102-52227,16-6975-52452,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,46.85428,-84.23027777777779,-83.03,47,0,7,46,8,5,84,1,3,83,0,3,16-7102-52227,17-3453-51907,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,46.94007,-84.23027777777779,-81.21003,47,0,7,46,9,4,84,1,3,81,2,1,16-7102-52227,17-4840-51983,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,51.14351,-84.23027777777779,-87.96643,47,0,7,51,1,4,84,1,3,87,9,6,16-7102-52227,16-4324-56660,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,53.13145,-84.23027777777779,-88.30604,47,0,7,53,1,3,84,1,3,88,3,0,16-7102-52227,16-4137-58866,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,51.07751,-84.23027777777779,-92.21266,47,0,7,51,0,7,84,1,3,92,2,1,16-7102-52227,15-5552-56587,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,50.77244,-84.23027777777779,-93.35925,47,0,7,50,7,7,84,1,3,93,3,5,16-7102-52227,15-4747-56248,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,51.01365,-84.23027777777779,-91.87832,47,0,7,51,0,1,84,1,3,91,8,7,16-7102-52227,15-5787-56519,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,51.43954,-84.23027777777779,-91.98849,47,0,7,51,4,3,84,1,3,91,9,8,16-7102-52227,15-5703-56992,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,50.23158,-84.23027777777779,-92.91464,47,0,7,50,2,3,84,1,3,92,9,1,16-7102-52227,15-5060-55643,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,51.39459,-84.23027777777779,-92.99692,47,0,7,51,3,9,84,1,3,92,9,9,16-7102-52227,15-5001-56935,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,49.66803,-84.23027777777779,-91.95766,47,0,7,49,6,6,84,1,3,91,9,5,16-7102-52227,15-5752-55022,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,50.04994,-84.23027777777779,-94.11017,47,0,7,50,0,4,84,1,3,94,1,1,16-7102-52227,15-4205-55446,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,50.42502,-84.23027777777779,-94.68222,47,0,7,50,4,2,84,1,3,94,6,8,16-7102-52227,15-3805-55872,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,49.04998,-84.23027777777779,-92.1326,47,0,7,49,0,4,84,1,3,92,1,3,16-7102-52227,15-5634-54332,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,49.47489,-84.23027777777779,-93.8864,47,0,7,49,4,7,84,1,3,93,8,8,16-7102-52227,15-4356-54806,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,49.31937,-84.23027777777779,-92.05985,47,0,7,49,3,1,84,1,3,92,0,5,16-7102-52227,15-5684-54631,470751,841349,7,51,N,84,13,49,W
