lakeName,latARU_conv,latBsM,longARU_conv,longBsM,latD_aru,latM1_aru,latM2_aru,latD_BsM,latM1_BsM,latM2_BsM,longD_aru,longM1_aru,longM2_aru,longD_BsM,longM1_BsM,longM2_BsM,ARU_LID,bsmWaterbodyID,latARU,longARU,latM_aru,latS_aru,latDirection,lonD_aru,lonM_aru,lonS_aru,lonDirection
NA,47.130833333333335,49.0399,-84.23027777777779,-92.30277,47,0,7,49,0,3,84,1,3,92,3,0,16-7102-52227,15-5510-54322,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,50.02724,-84.23027777777779,-89.98958,47,0,7,50,0,2,84,1,3,89,9,8,16-7102-52227,16-2858-55459,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,48.68681,-84.23027777777779,-88.92751,47,0,7,48,6,8,84,1,3,88,9,2,16-7102-52227,16-3582-53944,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,49.84691,-84.23027777777779,-90.27474,47,0,7,49,8,4,84,1,3,90,2,7,16-7102-52227,15-6959-55251,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,48.7435,-84.23027777777779,-90.60175,47,0,7,48,7,4,84,1,3,90,6,0,16-7102-52227,15-6763-54017,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,48.72577,-84.23027777777779,-88.25103,47,0,7,48,7,2,84,1,3,88,2,5,16-7102-52227,16-4080-53975,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,48.66914,-84.23027777777779,-88.99708,47,0,7,48,6,6,84,1,3,88,9,9,16-7102-52227,16-3530-53926,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,49.33108,-84.23027777777779,-89.98319,47,0,7,49,3,3,84,1,3,89,9,8,16-7102-52227,16-2832-54685,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,45.51274,-84.23027777777779,-80.08817,47,0,7,45,5,1,84,1,3,80,0,8,16-7102-52227,17-5717-50405,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,44.47321,-84.23027777777779,-78.41617,47,0,7,44,4,7,84,1,3,78,4,1,16-7102-52227,17-7055-49277,470751,841349,7,51,N,84,13,49,W
NA,47.130833333333335,44.91805,-84.23027777777779,-77.19745,47,0,7,44,9,1,84,1,3,77,1,9,16-7102-52227,18-3267-49749,470751,841349,7,51,N,84,13,49,W
NA,47.01555555555556,53.9739,-84.38944444444445,-86.25172,47,0,0,53,9,7,84,2,3,86,2,5,16-6984-52100,16-5494-59810,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,49.90421,-84.38944444444445,-80.03334,47,0,0,49,9,0,84,2,3,80,0,3,16-6984-52100,17-5694-55282,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,49.77105,-84.38944444444445,-81.03836,47,0,0,49,7,7,84,2,3,81,0,3,16-6984-52100,17-4972-55128,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,49.33749,-84.38944444444445,-81.58852,47,0,0,49,3,3,84,2,3,81,5,8,16-6984-52100,17-4572-54649,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,49.74688,-84.38944444444445,-80.71109,47,0,0,49,7,4,84,2,3,80,7,1,16-6984-52100,17-5208-55103,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,48.46914,-84.38944444444445,-82.56376,47,0,0,48,4,6,84,2,3,82,5,6,16-6984-52100,17-3844-53694,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,47.73454,-84.38944444444445,-82.85545,47,0,0,47,7,3,84,2,3,82,8,5,16-6984-52100,17-3609-52882,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,47.33267,-84.38944444444445,-84.38602,47,0,0,47,3,3,84,2,3,84,3,8,16-6984-52100,16-6975-52452,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,46.85428,-84.38944444444445,-83.03,47,0,0,46,8,5,84,2,3,83,0,3,16-6984-52100,17-3453-51907,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,46.94007,-84.38944444444445,-81.21003,47,0,0,46,9,4,84,2,3,81,2,1,16-6984-52100,17-4840-51983,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,51.14351,-84.38944444444445,-87.96643,47,0,0,51,1,4,84,2,3,87,9,6,16-6984-52100,16-4324-56660,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,53.13145,-84.38944444444445,-88.30604,47,0,0,53,1,3,84,2,3,88,3,0,16-6984-52100,16-4137-58866,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,51.07751,-84.38944444444445,-92.21266,47,0,0,51,0,7,84,2,3,92,2,1,16-6984-52100,15-5552-56587,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,50.77244,-84.38944444444445,-93.35925,47,0,0,50,7,7,84,2,3,93,3,5,16-6984-52100,15-4747-56248,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,51.01365,-84.38944444444445,-91.87832,47,0,0,51,0,1,84,2,3,91,8,7,16-6984-52100,15-5787-56519,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,51.43954,-84.38944444444445,-91.98849,47,0,0,51,4,3,84,2,3,91,9,8,16-6984-52100,15-5703-56992,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,50.23158,-84.38944444444445,-92.91464,47,0,0,50,2,3,84,2,3,92,9,1,16-6984-52100,15-5060-55643,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,51.39459,-84.38944444444445,-92.99692,47,0,0,51,3,9,84,2,3,92,9,9,16-6984-52100,15-5001-56935,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,49.66803,-84.38944444444445,-91.95766,47,0,0,49,6,6,84,2,3,91,9,5,16-6984-52100,15-5752-55022,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,50.04994,-84.38944444444445,-94.11017,47,0,0,50,0,4,84,2,3,94,1,1,16-6984-52100,15-4205-55446,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,50.42502,-84.38944444444445,-94.68222,47,0,0,50,4,2,84,2,3,94,6,8,16-6984-52100,15-3805-55872,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,49.04998,-84.38944444444445,-92.1326,47,0,0,49,0,4,84,2,3,92,1,3,16-6984-52100,15-5634-54332,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,49.47489,-84.38944444444445,-93.8864,47,0,0,49,4,7,84,2,3,93,8,8,16-6984-52100,15-4356-54806,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,49.31937,-84.38944444444445,-92.05985,47,0,0,49,3,1,84,2,3,92,0,5,16-6984-52100,15-5684-54631,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,49.0399,-84.38944444444445,-92.30277,47,0,0,49,0,3,84,2,3,92,3,0,16-6984-52100,15-5510-54322,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,50.02724,-84.38944444444445,-89.98958,47,0,0,50,0,2,84,2,3,89,9,8,16-6984-52100,16-2858-55459,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,48.68681,-84.38944444444445,-88.92751,47,0,0,48,6,8,84,2,3,88,9,2,16-6984-52100,16-3582-53944,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,49.84691,-84.38944444444445,-90.27474,47,0,0,49,8,4,84,2,3,90,2,7,16-6984-52100,15-6959-55251,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,48.7435,-84.38944444444445,-90.60175,47,0,0,48,7,4,84,2,3,90,6,0,16-6984-52100,15-6763-54017,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,48.72577,-84.38944444444445,-88.25103,47,0,0,48,7,2,84,2,3,88,2,5,16-6984-52100,16-4080-53975,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,48.66914,-84.38944444444445,-88.99708,47,0,0,48,6,6,84,2,3,88,9,9,16-6984-52100,16-3530-53926,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,49.33108,-84.38944444444445,-89.98319,47,0,0,49,3,3,84,2,3,89,9,8,16-6984-52100,16-2832-54685,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,45.51274,-84.38944444444445,-80.08817,47,0,0,45,5,1,84,2,3,80,0,8,16-6984-52100,17-5717-50405,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,44.47321,-84.38944444444445,-78.41617,47,0,0,44,4,7,84,2,3,78,4,1,16-6984-52100,17-7055-49277,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,44.91805,-84.38944444444445,-77.19745,47,0,0,44,9,1,84,2,3,77,1,9,16-6984-52100,18-3267-49749,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,53.9739,-84.38944444444445,-86.25172,47,0,0,53,9,7,84,2,3,86,2,5,16-6986-52083,16-5494-59810,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,49.90421,-84.38944444444445,-80.03334,47,0,0,49,9,0,84,2,3,80,0,3,16-6986-52083,17-5694-55282,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,49.77105,-84.38944444444445,-81.03836,47,0,0,49,7,7,84,2,3,81,0,3,16-6986-52083,17-4972-55128,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,49.33749,-84.38944444444445,-81.58852,47,0,0,49,3,3,84,2,3,81,5,8,16-6986-52083,17-4572-54649,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,49.74688,-84.38944444444445,-80.71109,47,0,0,49,7,4,84,2,3,80,7,1,16-6986-52083,17-5208-55103,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,48.46914,-84.38944444444445,-82.56376,47,0,0,48,4,6,84,2,3,82,5,6,16-6986-52083,17-3844-53694,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,47.73454,-84.38944444444445,-82.85545,47,0,0,47,7,3,84,2,3,82,8,5,16-6986-52083,17-3609-52882,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,47.33267,-84.38944444444445,-84.38602,47,0,0,47,3,3,84,2,3,84,3,8,16-6986-52083,16-6975-52452,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,46.85428,-84.38944444444445,-83.03,47,0,0,46,8,5,84,2,3,83,0,3,16-6986-52083,17-3453-51907,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,46.94007,-84.38944444444445,-81.21003,47,0,0,46,9,4,84,2,3,81,2,1,16-6986-52083,17-4840-51983,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,51.14351,-84.38944444444445,-87.96643,47,0,0,51,1,4,84,2,3,87,9,6,16-6986-52083,16-4324-56660,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,53.13145,-84.38944444444445,-88.30604,47,0,0,53,1,3,84,2,3,88,3,0,16-6986-52083,16-4137-58866,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,51.07751,-84.38944444444445,-92.21266,47,0,0,51,0,7,84,2,3,92,2,1,16-6986-52083,15-5552-56587,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,50.77244,-84.38944444444445,-93.35925,47,0,0,50,7,7,84,2,3,93,3,5,16-6986-52083,15-4747-56248,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,51.01365,-84.38944444444445,-91.87832,47,0,0,51,0,1,84,2,3,91,8,7,16-6986-52083,15-5787-56519,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,51.43954,-84.38944444444445,-91.98849,47,0,0,51,4,3,84,2,3,91,9,8,16-6986-52083,15-5703-56992,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,50.23158,-84.38944444444445,-92.91464,47,0,0,50,2,3,84,2,3,92,9,1,16-6986-52083,15-5060-55643,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,51.39459,-84.38944444444445,-92.99692,47,0,0,51,3,9,84,2,3,92,9,9,16-6986-52083,15-5001-56935,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,49.66803,-84.38944444444445,-91.95766,47,0,0,49,6,6,84,2,3,91,9,5,16-6986-52083,15-5752-55022,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,50.04994,-84.38944444444445,-94.11017,47,0,0,50,0,4,84,2,3,94,1,1,16-6986-52083,15-4205-55446,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,50.42502,-84.38944444444445,-94.68222,47,0,0,50,4,2,84,2,3,94,6,8,16-6986-52083,15-3805-55872,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,49.04998,-84.38944444444445,-92.1326,47,0,0,49,0,4,84,2,3,92,1,3,16-6986-52083,15-5634-54332,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,49.47489,-84.38944444444445,-93.8864,47,0,0,49,4,7,84,2,3,93,8,8,16-6986-52083,15-4356-54806,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,49.31937,-84.38944444444445,-92.05985,47,0,0,49,3,1,84,2,3,92,0,5,16-6986-52083,15-5684-54631,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,49.0399,-84.38944444444445,-92.30277,47,0,0,49,0,3,84,2,3,92,3,0,16-6986-52083,15-5510-54322,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,50.02724,-84.38944444444445,-89.98958,47,0,0,50,0,2,84,2,3,89,9,8,16-6986-52083,16-2858-55459,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,48.68681,-84.38944444444445,-88.92751,47,0,0,48,6,8,84,2,3,88,9,2,16-6986-52083,16-3582-53944,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,49.84691,-84.38944444444445,-90.27474,47,0,0,49,8,4,84,2,3,90,2,7,16-6986-52083,15-6959-55251,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,48.7435,-84.38944444444445,-90.60175,47,0,0,48,7,4,84,2,3,90,6,0,16-6986-52083,15-6763-54017,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,48.72577,-84.38944444444445,-88.25103,47,0,0,48,7,2,84,2,3,88,2,5,16-6986-52083,16-4080-53975,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,48.66914,-84.38944444444445,-88.99708,47,0,0,48,6,6,84,2,3,88,9,9,16-6986-52083,16-3530-53926,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,49.33108,-84.38944444444445,-89.98319,47,0,0,49,3,3,84,2,3,89,9,8,16-6986-52083,16-2832-54685,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,45.51274,-84.38944444444445,-80.08817,47,0,0,45,5,1,84,2,3,80,0,8,16-6986-52083,17-5717-50405,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,44.47321,-84.38944444444445,-78.41617,47,0,0,44,4,7,84,2,3,78,4,1,16-6986-52083,17-7055-49277,470056,842322,0,56,N,84,23,22,W
NA,47.01555555555556,44.91805,-84.38944444444445,-77.19745,47,0,0,44,9,1,84,2,3,77,1,9,16-6986-52083,18-3267-49749,470056,842322,0,56,N,84,23,22,W
NA,47.06361111111111,53.9739,-81.74527777777777,-86.25172,47,0,3,53,9,7,81,4,4,86,2,5,NA,16-5494-59810,470349,814443,3,49,N,81,44,43,W
NA,47.06361111111111,49.90421,-81.74527777777777,-80.03334,47,0,3,49,9,0,81,4,4,80,0,3,NA,17-5694-55282,470349,814443,3,49,N,81,44,43,W
NA,47.06361111111111,49.77105,-81.74527777777777,-81.03836,47,0,3,49,7,7,81,4,4,81,0,3,NA,17-4972-55128,470349,814443,3,49,N,81,44,43,W
NA,47.06361111111111,49.33749,-81.74527777777777,-81.58852,47,0,3,49,3,3,81,4,4,81,5,8,NA,17-4572-54649,470349,814443,3,49,N,81,44,43,W
NA,47.06361111111111,49.74688,-81.74527777777777,-80.71109,47,0,3,49,7,4,81,4,4,80,7,1,NA,17-5208-55103,470349,814443,3,49,N,81,44,43,W
NA,47.06361111111111,48.46914,-81.74527777777777,-82.56376,47,0,3,48,4,6,81,4,4,82,5,6,NA,17-3844-53694,470349,814443,3,49,N,81,44,43,W
NA,47.06361111111111,47.73454,-81.74527777777777,-82.85545,47,0,3,47,7,3,81,4,4,82,8,5,NA,17-3609-52882,470349,814443,3,49,N,81,44,43,W
NA,47.06361111111111,47.33267,-81.74527777777777,-84.38602,47,0,3,47,3,3,81,4,4,84,3,8,NA,16-6975-52452,470349,814443,3,49,N,81,44,43,W
NA,47.06361111111111,46.85428,-81.74527777777777,-83.03,47,0,3,46,8,5,81,4,4,83,0,3,NA,17-3453-51907,470349,814443,3,49,N,81,44,43,W
NA,47.06361111111111,46.94007,-81.74527777777777,-81.21003,47,0,3,46,9,4,81,4,4,81,2,1,NA,17-4840-51983,470349,814443,3,49,N,81,44,43,W
NA,47.06361111111111,51.14351,-81.74527777777777,-87.96643,47,0,3,51,1,4,81,4,4,87,9,6,NA,16-4324-56660,470349,814443,3,49,N,81,44,43,W
NA,47.06361111111111,53.13145,-81.74527777777777,-88.30604,47,0,3,53,1,3,81,4,4,88,3,0,NA,16-4137-58866,470349,814443,3,49,N,81,44,43,W
NA,47.06361111111111,51.07751,-81.74527777777777,-92.21266,47,0,3,51,0,7,81,4,4,92,2,1,NA,15-5552-56587,470349,814443,3,49,N,81,44,43,W
NA,47.06361111111111,50.77244,-81.74527777777777,-93.35925,47,0,3,50,7,7,81,4,4,93,3,5,NA,15-4747-56248,470349,814443,3,49,N,81,44,43,W
NA,47.06361111111111,51.01365,-81.74527777777777,-91.87832,47,0,3,51,0,1,81,4,4,91,8,7,NA,15-5787-56519,470349,814443,3,49,N,81,44,43,W
NA,47.06361111111111,51.43954,-81.74527777777777,-91.98849,47,0,3,51,4,3,81,4,4,91,9,8,NA,15-5703-56992,470349,814443,3,49,N,81,44,43,W
NA,47.06361111111111,50.23158,-81.74527777777777,-92.91464,47,0,3,50,2,3,81,4,4,92,9,1,NA,15-5060-55643,470349,814443,3,49,N,81,44,43,W
NA,47.06361111111111,51.39459,-81.74527777777777,-92.99692,47,0,3,51,3,9,81,4,4,92,9,9,NA,15-5001-56935,470349,814443,3,49,N,81,44,43,W
NA,47.06361111111111,49.66803,-81.74527777777777,-91.95766,47,0,3,49,6,6,81,4,4,91,9,5,NA,15-5752-55022,470349,814443,3,49,N,81,44,43,W
NA,47.06361111111111,50.04994,-81.74527777777777,-94.11017,47,0,3,50,0,4,81,4,4,94,1,1,NA,15-4205-55446,470349,814443,3,49,N,81,44,43,W
NA,47.06361111111111,50.42502,-81.74527777777777,-94.68222,47,0,3,50,4,2,81,4,4,94,6,8,NA,15-3805-55872,470349,814443,3,49,N,81,44,43,W
NA,47.06361111111111,49.04998,-81.74527777777777,-92.1326,47,0,3,49,0,4,81,4,4,92,1,3,NA,15-5634-54332,470349,814443,3,49,N,81,44,43,W
NA,47.06361111111111,49.47489,-81.74527777777777,-93.8864,47,0,3,49,4,7,81,4,4,93,8,8,NA,15-4356-54806,470349,814443,3,49,N,81,44,43,W
NA,47.06361111111111,49.31937,-81.74527777777777,-92.05985,47,0,3,49,3,1,81,4,4,92,0,5,NA,15-5684-54631,470349,814443,3,49,N,81,44,43,W
NA,47.06361111111111,49.0399,-81.74527777777777,-92.30277,47,0,3,49,0,3,81,4,4,92,3,0,NA,15-5510-54322,470349,814443,3,49,N,81,44,43,W
NA,47.06361111111111,50.02724,-81.74527777777777,-89.98958,47,0,3,50,0,2,81,4,4,89,9,8,NA,16-2858-55459,470349,814443,3,49,N,81,44,43,W
NA,47.06361111111111,48.68681,-81.74527777777777,-88.92751,47,0,3,48,6,8,81,4,4,88,9,2,NA,16-3582-53944,470349,814443,3,49,N,81,44,43,W
NA,47.06361111111111,49.84691,-81.74527777777777,-90.27474,47,0,3,49,8,4,81,4,4,90,2,7,NA,15-6959-55251,470349,814443,3,49,N,81,44,43,W
NA,47.06361111111111,48.7435,-81.74527777777777,-90.60175,47,0,3,48,7,4,81,4,4,90,6,0,NA,15-6763-54017,470349,814443,3,49,N,81,44,43,W
NA,47.06361111111111,48.72577,-81.74527777777777,-88.25103,47,0,3,48,7,2,81,4,4,88,2,5,NA,16-4080-53975,470349,814443,3,49,N,81,44,43,W
NA,47.06361111111111,48.66914,-81.74527777777777,-88.99708,47,0,3,48,6,6,81,4,4,88,9,9,NA,16-3530-53926,470349,814443,3,49,N,81,44,43,W
NA,47.06361111111111,49.33108,-81.74527777777777,-89.98319,47,0,3,49,3,3,81,4,4,89,9,8,NA,16-2832-54685,470349,814443,3,49,N,81,44,43,W
NA,47.06361111111111,45.51274,-81.74527777777777,-80.08817,47,0,3,45,5,1,81,4,4,80,0,8,NA,17-5717-50405,470349,814443,3,49,N,81,44,43,W
NA,47.06361111111111,44.47321,-81.74527777777777,-78.41617,47,0,3,44,4,7,81,4,4,78,4,1,NA,17-7055-49277,470349,814443,3,49,N,81,44,43,W
NA,47.06361111111111,44.91805,-81.74527777777777,-77.19745,47,0,3,44,9,1,81,4,4,77,1,9,NA,18-3267-49749,470349,814443,3,49,N,81,44,43,W
NA,47.147777777777776,53.9739,-79.49777777777778,-86.25172,47,0,8,53,9,7,79,2,9,86,2,5,17-6139-52225,16-5494-59810,470852,792952,8,52,N,79,29,52,W
NA,47.147777777777776,49.90421,-79.49777777777778,-80.03334,47,0,8,49,9,0,79,2,9,80,0,3,17-6139-52225,17-5694-55282,470852,792952,8,52,N,79,29,52,W
NA,47.147777777777776,49.77105,-79.49777777777778,-81.03836,47,0,8,49,7,7,79,2,9,81,0,3,17-6139-52225,17-4972-55128,470852,792952,8,52,N,79,29,52,W
NA,47.147777777777776,49.33749,-79.49777777777778,-81.58852,47,0,8,49,3,3,79,2,9,81,5,8,17-6139-52225,17-4572-54649,470852,792952,8,52,N,79,29,52,W
NA,47.147777777777776,49.74688,-79.49777777777778,-80.71109,47,0,8,49,7,4,79,2,9,80,7,1,17-6139-52225,17-5208-55103,470852,792952,8,52,N,79,29,52,W
NA,47.147777777777776,48.46914,-79.49777777777778,-82.56376,47,0,8,48,4,6,79,2,9,82,5,6,17-6139-52225,17-3844-53694,470852,792952,8,52,N,79,29,52,W
NA,47.147777777777776,47.73454,-79.49777777777778,-82.85545,47,0,8,47,7,3,79,2,9,82,8,5,17-6139-52225,17-3609-52882,470852,792952,8,52,N,79,29,52,W
NA,47.147777777777776,47.33267,-79.49777777777778,-84.38602,47,0,8,47,3,3,79,2,9,84,3,8,17-6139-52225,16-6975-52452,470852,792952,8,52,N,79,29,52,W
NA,47.147777777777776,46.85428,-79.49777777777778,-83.03,47,0,8,46,8,5,79,2,9,83,0,3,17-6139-52225,17-3453-51907,470852,792952,8,52,N,79,29,52,W
NA,47.147777777777776,46.94007,-79.49777777777778,-81.21003,47,0,8,46,9,4,79,2,9,81,2,1,17-6139-52225,17-4840-51983,470852,792952,8,52,N,79,29,52,W
NA,47.147777777777776,51.14351,-79.49777777777778,-87.96643,47,0,8,51,1,4,79,2,9,87,9,6,17-6139-52225,16-4324-56660,470852,792952,8,52,N,79,29,52,W
NA,47.147777777777776,53.13145,-79.49777777777778,-88.30604,47,0,8,53,1,3,79,2,9,88,3,0,17-6139-52225,16-4137-58866,470852,792952,8,52,N,79,29,52,W
NA,47.147777777777776,51.07751,-79.49777777777778,-92.21266,47,0,8,51,0,7,79,2,9,92,2,1,17-6139-52225,15-5552-56587,470852,792952,8,52,N,79,29,52,W
NA,47.147777777777776,50.77244,-79.49777777777778,-93.35925,47,0,8,50,7,7,79,2,9,93,3,5,17-6139-52225,15-4747-56248,470852,792952,8,52,N,79,29,52,W
NA,47.147777777777776,51.01365,-79.49777777777778,-91.87832,47,0,8,51,0,1,79,2,9,91,8,7,17-6139-52225,15-5787-56519,470852,792952,8,52,N,79,29,52,W
NA,47.147777777777776,51.43954,-79.49777777777778,-91.98849,47,0,8,51,4,3,79,2,9,91,9,8,17-6139-52225,15-5703-56992,470852,792952,8,52,N,79,29,52,W
NA,47.147777777777776,50.23158,-79.49777777777778,-92.91464,47,0,8,50,2,3,79,2,9,92,9,1,17-6139-52225,15-5060-55643,470852,792952,8,52,N,79,29,52,W
NA,47.147777777777776,51.39459,-79.49777777777778,-92.99692,47,0,8,51,3,9,79,2,9,92,9,9,17-6139-52225,15-5001-56935,470852,792952,8,52,N,79,29,52,W
NA,47.147777777777776,49.66803,-79.49777777777778,-91.95766,47,0,8,49,6,6,79,2,9,91,9,5,17-6139-52225,15-5752-55022,470852,792952,8,52,N,79,29,52,W
NA,47.147777777777776,50.04994,-79.49777777777778,-94.11017,47,0,8,50,0,4,79,2,9,94,1,1,17-6139-52225,15-4205-55446,470852,792952,8,52,N,79,29,52,W
NA,47.147777777777776,50.42502,-79.49777777777778,-94.68222,47,0,8,50,4,2,79,2,9,94,6,8,17-6139-52225,15-3805-55872,470852,792952,8,52,N,79,29,52,W
NA,47.147777777777776,49.04998,-79.49777777777778,-92.1326,47,0,8,49,0,4,79,2,9,92,1,3,17-6139-52225,15-5634-54332,470852,792952,8,52,N,79,29,52,W
NA,47.147777777777776,49.47489,-79.49777777777778,-93.8864,47,0,8,49,4,7,79,2,9,93,8,8,17-6139-52225,15-4356-54806,470852,792952,8,52,N,79,29,52,W
NA,47.147777777777776,49.31937,-79.49777777777778,-92.05985,47,0,8,49,3,1,79,2,9,92,0,5,17-6139-52225,15-5684-54631,470852,792952,8,52,N,79,29,52,W
NA,47.147777777777776,49.0399,-79.49777777777778,-92.30277,47,0,8,49,0,3,79,2,9,92,3,0,17-6139-52225,15-5510-54322,470852,792952,8,52,N,79,29,52,W
NA,47.147777777777776,50.02724,-79.49777777777778,-89.98958,47,0,8,50,0,2,79,2,9,89,9,8,17-6139-52225,16-2858-55459,470852,792952,8,52,N,79,29,52,W
NA,47.147777777777776,48.68681,-79.49777777777778,-88.92751,47,0,8,48,6,8,79,2,9,88,9,2,17-6139-52225,16-3582-53944,470852,792952,8,52,N,79,29,52,W
NA,47.147777777777776,49.84691,-79.49777777777778,-90.27474,47,0,8,49,8,4,79,2,9,90,2,7,17-6139-52225,15-6959-55251,470852,792952,8,52,N,79,29,52,W
NA,47.147777777777776,48.7435,-79.49777777777778,-90.60175,47,0,8,48,7,4,79,2,9,90,6,0,17-6139-52225,15-6763-54017,470852,792952,8,52,N,79,29,52,W
NA,47.147777777777776,48.72577,-79.49777777777778,-88.25103,47,0,8,48,7,2,79,2,9,88,2,5,17-6139-52225,16-4080-53975,470852,792952,8,52,N,79,29,52,W
NA,47.147777777777776,48.66914,-79.49777777777778,-88.99708,47,0,8,48,6,6,79,2,9,88,9,9,17-6139-52225,16-3530-53926,470852,792952,8,52,N,79,29,52,W
NA,47.147777777777776,49.33108,-79.49777777777778,-89.98319,47,0,8,49,3,3,79,2,9,89,9,8,17-6139-52225,16-2832-54685,470852,792952,8,52,N,79,29,52,W
NA,47.147777777777776,45.51274,-79.49777777777778,-80.08817,47,0,8,45,5,1,79,2,9,80,0,8,17-6139-52225,17-5717-50405,470852,792952,8,52,N,79,29,52,W
NA,47.147777777777776,44.47321,-79.49777777777778,-78.41617,47,0,8,44,4,7,79,2,9,78,4,1,17-6139-52225,17-7055-49277,470852,792952,8,52,N,79,29,52,W
NA,47.147777777777776,44.91805,-79.49777777777778,-77.19745,47,0,8,44,9,1,79,2,9,77,1,9,17-6139-52225,18-3267-49749,470852,792952,8,52,N,79,29,52,W
NA,47.17722222222222,53.9739,-80.05749999999999,-86.25172,47,1,0,53,9,7,80,0,3,86,2,5,17-5714-52251,16-5494-59810,471038,800327,10,38,N,80,3,27,W
NA,47.17722222222222,49.90421,-80.05749999999999,-80.03334,47,1,0,49,9,0,80,0,3,80,0,3,17-5714-52251,17-5694-55282,471038,800327,10,38,N,80,3,27,W
