BsM_Cycle,FMZ,waterbodyID,lakeName,dateSample,yearSample,secchiDepth,alk,Ca,CLIDUR (mg/L),COLTR (TCU),cond,DIC,DOC,KKUT (mg/L),MGUT (mg/L),Na,NNHTUR (mg/L),NNOTUR (ug/L),TKN,pH,TDP,SIO3UR (mg/L),SSO4UR (mg/L),FEUT,lat,long,maxDepth,meanDepth.,surfaceArea,lakeVolume
NA,NA,17-3563-53717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.4837,-82.94457,11,2.1,1822.3,39284697.19
NA,NA,17-3582-51582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.56531,-82.85482,15.6,5.4,78.9,4282200.24
NA,NA,17-3592-51192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.21199,-82.82266,82.3,23.8,2198.4,533595982.9
NA,NA,17-3606-52610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.48206,-82.84313,10,3.7,1767.9,63381000.82
NA,NA,17-3627-51660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.63533,-82.79405,61.6,28,90.7,23715999.15
NA,NA,17-3629-51531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.51978,-82.78766,116.2,30.1,1030.7,316276150.2
NA,NA,17-3631-51330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.33895,-82.77877,6,3.6,120.3,4161599.83
NA,NA,17-3644-55310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.91811,-82.88897,NA,NA,NA,NA
NA,NA,17-3670-52999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.84019,-82.78009,12.2,3.9,518.7,20451298.66
NA,NA,17-3678-51289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.30329,-82.73474,36,11.7,275,35790298.7
NA,NA,17-3714-52934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.77507,-82.70472,10.7,3.8,508.8,19083567.45
NA,NA,17-3716-51254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.27189,-82.66444,30.5,14,150.1,20005999.15
NA,NA,17-3730-53082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.90407,-82.69446,7.8,2.1,59.1,756514.47
NA,NA,17-3736-53361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.16538,-82.70049,16,5.7,625.4,35995498.8
NA,NA,17-3764-51679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.65506,-82.61487,61,23,952.6,222732005.6
NA,NA,17-3767-53044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.88286,-82.64873,53,14.5,808,142650998.2
NA,NA,17-3788-53266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.08286,-82.62678,24,6.9,1369.5,69952200.12
NA,NA,17-3790-55066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.70011,-82.6798,4.6,1.6,653.5,10617599.77
NA,NA,17-3804-53044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.87806,-82.59691,11,3.4,159.2,5370393.53
NA,NA,17-3810-51468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.48519,-82.55613,104.9,32.9,2065,685587533.1
NA,NA,17-3812-51598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.58727,-82.54121,25.5,6.9,36.6,2475832.76
NA,NA,17-3813-51443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.44422,-82.54487,15.2,7.1,60.9,4004400.05
NA,NA,17-3844-53694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.46914,-82.56376,6,3.2,66.8,2138059.31
NA,NA,17-3846-54330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.05064,-82.58198,NA,NA,NA,NA
NA,NA,17-3849-51482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.4795,-82.49876,52,21.2,136.4,28939837.08
NA,NA,17-3856-51190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.21392,-82.48552,6.8,2.8,67.6,1933401.86
NA,NA,17-3860-51538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.53217,-82.4864,27,9.3,88.5,8360992.23
NA,NA,17-3874-51976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.91066,-82.46795,29.3,7,1884.3,87856998.29
NA,NA,17-3903-51589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.57699,-82.43105,7.5,3,96.1,2565000
NA,NA,17-3914-51928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.87978,-82.42729,16,6.4,111.2,7283200.3
NA,NA,17-3930-52114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.0495,-82.40792,18,4.5,125.5,5603357.5
NA,NA,17-3943-51700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.67548,-82.38285,12.5,3.6,96,5839199.74
NA,NA,17-3974-51436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.43411,-82.34418,55.2,22.5,989.3,206234994.5
NA,NA,17-3986-50757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.82922,-82.30542,34,11.2,5633.6,628433871.2
NA,NA,17-4010-53144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.96766,-82.32184,50.7,6.4,5411.6,360776068.6
NA,NA,17-4019-55121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.75797,-82.36108,8,3.9,769.2,29585399.77
NA,NA,17-4025-55006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.65181,-82.35069,1,1.1,429.3,4859419.3
NA,NA,17-4061-52742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.62743,-82.23317,14.5,3.2,2061.9,62670619.1
NA,NA,17-4104-52936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.79333,-82.19307,36,10.3,1807.7,186978477
NA,NA,17-4127-58673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.77776,-84.81436,NA,NA,NA,NA
NA,NA,17-4140-53137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.97112,-82.14951,12,2.3,651.9,14798477.37
NA,NA,17-4145-52197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.12966,-82.1271,15.5,3.9,1847.6,74170203.72
NA,NA,17-4148-52820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.70129,-82.1231,11.5,3.1,2466.4,78191299.11
NA,NA,17-4157-51611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.59388,-82.09527,16.3,4.8,199.2,9284826.57
NA,NA,17-4164-54756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.42346,-82.17586,15,3.3,2489.5,81752208.9
NA,NA,17-4175-51987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.95159,-82.08518,44.8,12.1,2048.3,183968408.8
NA,NA,17-4182-52388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.29951,-82.08179,24,4.1,4109.9,169354821.7
NA,NA,17-4235-50696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.77755,-81.98346,49.1,14.6,10588.4,1542707699
NA,NA,17-4239-51999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.94294,-82.00621,21,6.9,66,4580468.17
NA,NA,17-4239-52944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.789,-82.01482,NA,NA,NA,NA
NA,NA,17-4271-53064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.90867,-81.96916,18,4.5,252,11142000.27
NA,NA,17-4302-51759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.73787,-81.91669,18.3,7.3,173.4,12725065.35
NA,NA,17-4313-51958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.91451,-81.90151,28,9.7,84.7,7711499.85
NA,NA,17-4322-53002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.85039,-81.90726,NA,NA,NA,NA
NA,NA,17-4329-51689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.67256,-81.87708,16.3,2.5,44.7,1137963.52
NA,NA,17-4339-53837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.6048,-81.89708,17.4,6.7,111.6,6874200
NA,NA,17-4340-52773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.64812,-81.87872,71.4,13.6,1696.4,232043199.9
NA,NA,17-4352-52392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.30503,-81.85852,42,17.4,84.3,14494200.21
NA,NA,17-4357-54206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.9373,-81.87845,2,1.4,369.2,5187503.15
NA,NA,17-4364-52017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.96784,-81.83568,34,8.8,1563.9,139673598.7
NA,NA,17-4372-52874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.73095,-81.84357,14,2.3,179.1,3900800.06
NA,NA,17-4414-51336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.36526,-81.75464,39.6,12.1,2930.4,352920705.2
NA,NA,17-4430-54264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.98952,-81.77873,28,5.3,74.3,3946576.38
NA,NA,17-4464-53580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.3748,-81.72373,NA,NA,NA,NA
NA,NA,17-4485-51124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.16152,-81.66548,21,6.3,393.2,37541702.67
NA,NA,17-4529-52150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.08843,-81.61974,17,3.1,79,3611499.89
NA,NA,17-4549-51263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.29283,-81.58644,18.5,7.7,589.3,43889998.91
NA,NA,17-4553-53202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.03561,-81.60093,11,4,53.7,2008000.03
NA,NA,17-4558-52975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.83174,-81.58983,NA,NA,NA,NA
NA,NA,17-4561-50068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.217,-81.55793,16.8,4.3,159.2,6872102.86
NA,NA,17-4564-51563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.56112,-81.56769,32,10.7,572.2,61435717.99
NA,NA,17-4572-54649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.33749,-81.58852,9.6,2.9,25.2,733060.55
NA,NA,17-4580-52980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.82548,-81.54069,75,8.4,3975,333309136.2
NA,NA,17-4583-50085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.23131,-81.53198,8.1,3.7,74.3,2612199.98
NA,NA,17-4591-53367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.24057,-81.52985,26.2,4.3,2492.5,112182700.8
NA,NA,17-4608-51161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.1992,-81.50973,54.9,26.5,349.4,89914496.77
NA,NA,17-4614-51736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.71921,-81.50584,24.3,6.5,44.2,2712052.74
NA,NA,17-4620-52125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.13886,-81.52075,52,8.1,6578.9,514927348.6
NA,NA,17-4652-51149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.18806,-81.44897,54,14,687.7,96149271.65
NA,NA,17-4664-51605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.59835,-81.44559,54.9,21.4,1150.8,245946331.1
NA,NA,17-4665-48812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.08538,-81.41929,19.8,7.3,59.6,5000500.13
NA,NA,17-4672-51457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.46577,-81.42763,42.7,15.9,718.9,114034909.4
NA,NA,17-4689-49939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.09912,-81.39375,6.1,2.3,317.4,7069275.18
NA,NA,17-4700-51520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.51845,-81.4009,12.2,4.7,1148.6,54373519.99
NA,NA,17-4702-52245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.17792,-81.39287,33.5,7.6,88.9,6771599.8
NA,NA,17-4713-52126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.07183,-81.37676,63.1,17.8,760.7,147241595.9
NA,NA,17-4714-53134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.97534,-81.3826,12.2,4.9,798.1,39063861.25
NA,NA,17-4728-52266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.19487,-81.36096,25.9,12.2,108.4,13724999.79
NA,NA,17-4736-50056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.20467,-81.33557,32,7.4,217.2,16083166.29
NA,NA,17-4743-51217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.23782,-81.35711,58.5,14.8,8006.1,1167683276
NA,NA,17-4759-52050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.99809,-81.30837,12.6,3.8,213.2,7295129.64
NA,NA,17-4773-53267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.09035,-81.30665,42.7,8.4,479.8,40495163.05
NA,NA,17-4810-51976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.93902,-81.25157,22.3,5.7,1015.7,58765875.27
NA,NA,17-4820-49523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.72592,-81.22706,1.5,0.9,541.6,4981078.98
NA,NA,17-4822-49331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.55287,-81.22414,15.2,4.3,207.9,8496800.64
NA,NA,17-4823-52210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.14395,-81.23287,18,5.5,153.4,8349000.17
NA,NA,17-4839-49376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.59698,-81.19684,7,1.8,114.9,2029140.34
NA,NA,17-4840-51983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.94007,-81.21003,22.1,7.3,71.8,5397501.07
NA,NA,17-4857-47670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.05847,-81.17886,12.2,3.6,232.9,7819199.68
NA,NA,17-4902-52259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.18868,-81.12899,21,7.2,198.3,14217442.57
NA,NA,17-4919-52573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.47118,-81.10758,27.5,9.5,85.7,7001499.71
NA,NA,17-4925-52070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.01777,-81.0952,26,6.5,309.7,22230000
NA,NA,17-4930-52197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.13256,-81.09204,28.4,10.4,94.8,10940799.28
NA,NA,17-4935-53022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.87667,-81.08547,10,3.9,174.5,6754800.05
NA,NA,17-4936-51883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.84458,-81.09413,63.1,19.5,277.2,52449188.92
NA,NA,17-4967-54108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.8523,-81.04454,13,2.2,90.5,1946502.88
NA,NA,17-4972-55128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.77105,-81.03836,22,5.5,33.4,1837000.08
NA,NA,17-4999-52930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.79376,-81.00072,NA,NA,NA,NA
NA,NA,17-5000-54254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.98506,-80.9908,NA,NA,NA,NA
NA,NA,17-5004-53007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.85644,-81.0022,NA,NA,NA,NA
NA,NA,17-5018-53686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.45682,-80.98027,4.6,1.7,10848.5,167147408
NA,NA,17-5026-52889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.76275,-80.95455,40.2,7.5,983.4,84832498.17
NA,NA,17-5038-51346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.37408,-80.94251,30,9.4,114.4,10756306.93
NA,NA,17-5046-53895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.66063,-80.93786,17.4,3,3858.1,116330998.5
NA,NA,17-5088-55586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.18024,-80.87746,2,1,556,5479356.53
NA,NA,17-5128-52363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.28201,-80.83063,18,6,64.3,3828890.25
NA,NA,17-5128-54930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.59089,-80.82037,6.1,2.4,555,13315073.02
NA,NA,17-5149-54886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.55267,-80.79031,22,4,502.7,19460000
NA,NA,17-5179-52567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.46489,-80.76159,32.9,13,93.6,12727000.2
NA,NA,17-5180-53389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.21258,-80.75526,51.8,14.5,556.6,80896379.83
NA,NA,17-5184-52500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.40481,-80.75706,21,6.8,73.3,4999761.35
NA,NA,17-5191-51772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.71176,-80.7164,125.9,38.4,13201.6,5088947373
NA,NA,17-5196-53085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.96607,-80.73921,36.6,5.9,1282.3,80068899.85
NA,NA,17-5202-54735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.41618,-80.71877,3.7,1.2,94.7,1177200.03
NA,NA,17-5206-54832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.50777,-80.71202,21,6,2457.4,147871079.3
NA,NA,17-5208-52783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.66053,-80.72389,21,6.7,72.3,4847026.66
NA,NA,17-5208-55103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.74688,-80.71109,12.2,2.7,143.6,3512700.23
NA,NA,17-5215-48384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.69615,-80.73137,25.6,9.5,582,49314477.91
