BsM_Cycle,FMZ,waterbodyID,lakeName,dateSample,yearSample,secchiDepth,alk,Ca,CLIDUR (mg/L),COLTR (TCU),cond,DIC,DOC,KKUT (mg/L),MGUT (mg/L),Na,NNHTUR (mg/L),NNOTUR (ug/L),TKN,pH,TDP,SIO3UR (mg/L),SSO4UR (mg/L),FEUT,lat,long,maxDepth,meanDepth.,surfaceArea,lakeVolume
2,5,15-5842-54507,Nora,2016-05-18,2016,5.5,9.589,2.72,0.24,11.699,27.199,2.54,4.099,0.425,0.722,1,22,2,261,6.74,6.299,1.399,2.25,NA,49.19934,-91.85993,55.2,16.2,1612.7,258001208.2
2,5,15-5955-54404,Sandford,2017-05-08,2017,11,7.769,2.72,0.2,2.64,24.5,2.279,1.3,0.38,0.54,0.905,2,50,117,6.849,4.799,0.56,2.6,NA,49.10844,-91.68457,114.7,36.8,2912.1,1075185560
2,5,15-5955-54404,Sandford,2016-05-18,2016,10,7.04,2.439,0.22,4.2,24.8,2.22,2.2,0.38,0.54,0.865,8,88,101,6.61,2.799,0.56,2.6,NA,49.10844,-91.68457,114.7,36.8,2912.1,1075185560
2,5,15-4562-54445,Schistose,2016-05-24,2016,3.1,52.7,17,0.3,14.5,119,12.699,7.299,0.51,2.919,1.04,16,2,325,7.5,5.699,2.2,4,NA,49.15469,-93.60163,53,16.6,338.3,57220203.34
2,5,15-3541-54903,Shoal,2017-05-09,2017,3.5,69.4,19.3,1.439,14.6,147,16,7.4,1.149,5.759,2.089,16,6,409,7.849,15.6,3.54,2.85,NA,49.54735,-94.94029,NA,NA,NA,NA
2,5,15-4153-55253,Silver,2017-05-09,2017,5,12.199,3.6,0.54,8.48,35.899,3.14,3.2,0.68,1.07,1.05,2,116,158,7.009,4.5,0.56,2.85,NA,49.87618,-94.17702,91.5,39,2577.6,1033149038
2,5,15-4153-55253,Silver,2016-05-16,2016,3.5,11.6,3.56,0.58,7.929,36.799,3.259,3.7,0.71,1.179,1.07,6,104,169,6.79,3.1,0.46,2.899,NA,49.87618,-94.17702,91.5,39,2577.6,1033149038
2,5,15-5503-54708,Stormy,2015-05-14,2015,4.5,34.7,10.9,0.38,9.179,74.599,8.64,4.299,0.61,1.01,0.955,6,2,239,7.49,8,1.36,2.149,NA,49.39447,-92.34669,36.6,12.6,3432.5,434985452.6
2,5,15-6332-53357,This Man,2017-05-08,2017,3.8,37.7,14.8,0.2,15.5,83.5,9.08,5.5,0.3,1.05,0.765,28,26,307,7.44,9.199,1.5,3.1,NA,48.16447,-91.2036,39.3,11.7,318.3,36749700.12
2,5,15-6332-53357,This Man,2016-05-17,2016,2.5,38.299,14,0.2,15.199,87.9,9.259,6.799,0.3,1.08,0.725,12,2,307,7.28,6.8,1.28,3.2,NA,48.16447,-91.2036,39.3,11.7,318.3,36749700.12
2,5,15-5149-54725,Upper Manitou,2015-05-13,2015,6,36.799,10.3,0.55,5.75,80.2,9.179,4.799,0.59,1.48,1.2,6,2,246,7.48,6.5,1.159,2.549,NA,49.40161,-92.77724,56,17.2,5310.4,892869256.4
2,5,15-4943-54343,Vista,2015-05-13,2015,4,25.699,7.9,0.29,12.8,61,6.54,6.2,0.54,0.882,0.785,10,18,293,7.36,6.599,0.84,2.549,NA,49.06245,-93.08016,68.9,13.1,556.6,73687502.15
2,5,15-5472-54633,Wapageisi,2016-05-17,2016,3,15.9,6.019,0.19,15.1,41.399,4.16,5.299,0.405,0.598,0.625,20,2,298,6.879,8.099,0.84,1.899,NA,49.32443,-92.35219,46,11,1838.4,202921114.4
2,5,15-5816-54402,White Otter,2015-05-22,2015,6.5,10.199,2.56,0.15,2.75,26.5,2.52,2.6,0.395,0.582,0.955,6,2,173,6.879,5,1.379,2.049,NA,49.09057,-91.86311,56.4,22.1,8467.2,1823029031
2,5,15-4495-55118,Winnange,2015-05-13,2015,8.2,9.789,2.68,1.47,6.349,34.899,2.839,3.6,0.57,0.942,1.78,4,66,177,6.929,3.7,0.52,2.45,NA,49.75528,-93.70447,115.2,27.2,2438.8,715768020.1
2,5,15-5678-53647,Wolseley,2017-05-08,2017,2,8.429,2.399,0.18,38.299,26.8,NA,8,0.69,1.03,0.88,20,66,352,6.87,10.4,0.82,2.049,110,48.43632,-92.08719,43,12.3,1310.7,161289711.7
2,6,16-3706-53956,Bisect,2013-08-26,2013,4.4,12.199,3.48,0.14,28.8,30.8,2.98,7.099,0.24,1.37,0.715,18,2,313,7.15,5.599,1.12,1.55,NA,48.70281,-88.75896,13.1,5.9,34.9,1740500.03
2,6,16-3657-54310,Little Moraine,2016-05-25,2016,7,49.399,12.4,0.77,6.769,108,11.5,4,0.44,4.74,1.87,6,2,235,7.379,5.599,2.06,3.45,NA,49.01989,-88.83585,32,13.2,234.1,30973474.07
2,6,16-2901-53647,Marks,2013-07-09,2013,1.3,17.399,7.96,0.13,79,52.399,3.72,13.1,0.625,1.51,0.9,2,2,536,7.37,14,2.96,4.2,NA,48.4031,-89.83696,13.9,3.6,39.4,1427183.07
2,6,16-3680-53921,Nalla,2013-08-09,2013,3.5,10.9,3.399,0.17,28,33.2,2.96,8,0.29,1.379,0.75,6,2,295,7.259,4.7,2.1,2.2,NA,48.6695,-88.79215,21,8.3,46.3,4058700.22
2,6,15-6723-53466,Northernght L. ,2013-06-06,2013,3.3,14.1,4.879,0.43,31,41.2,3.68,7.9,0.4,1.53,1.07,28,2,343,7.4,9.099,1.439,1.85,NA,48.24446,-90.6759,39.7,8.4,6622.1,577063157.4
2,6,16-3488-53829,Penassens,2013-07-09,2013,2,9.22,3.5,0.15,69.4,27.8,2.6,9.699,0.225,1.1,0.755,18,2,452,7.049,11.3,1.2,1.449,NA,48.58443,-89.04505,14,2.7,41.2,1103654.57
2,6,16-3708-54345,Pringle,2016-05-25,2016,6.5,18.899,5.879,0.21,12.8,46.799,4.44,5.2,0.295,1.53,0.805,2,2,256,7,7.099,0.74,2.6,NA,49.05233,-88.76841,29,10.2,179.3,18295555.29
2,6,16-3744-54268,Unknown,2013-07-31,2013,6,15.4,4.559,0.21,6.4,41.2,4.099,3.2,0.27,1.61,0.625,8,2,242,7.429,5.799,0.18,2.35,NA,48.98106,-88.72206,25,7.7,74.6,5751693.39
2,6,16-3500-55543,Waweig,2013-05-28,2013,3.3,23.1,7.759,0.89,20,57.6,5.96,4.9,0.82,1.899,1.48,4,54,179,7.41,5.9,3,1.05,NA,50.12945,-89.09663,42.7,15.2,1151.8,175918051.8
2,7,16-4420-54651,Barbara,2017-06-02,2017,3.3,22,7.179,0.2,40.299,52.799,4.78,7.9,0.375,1.71,0.505,8,156,217,7.269,2.5,1.52,1.6,NA,49.34384,-87.80103,54.9,14,2348,329108650.6
2,7,16-5087-55041,Kenogamisis,2013-05-30,2013,2.8,64.9,23.399,2.279,46.6,158,17.399,10.9,0.65,4.599,1.85,46,28,442,7.839,13,2.08,3.1,NA,49.70602,-86.85844,9.2,1.9,4250.5,79138802.72
2,7,16-5341-54366,Killala,2017-06-02,2017,3.1,58.399,18.1,0.2,18.399,122,12.6,6.599,0.61,3.859,0.72,10,1,241,7.839,5.4,0.72,3.049,NA,49.07862,-86.52877,92,19.9,2516.3,501835552.6
2,7,16-5818-55170,Klotz,2017-06-02,2017,2.5,94.9,29,6.04,39.6,200,21.8,9.599,0.365,6.299,3.83,14,2,359,7.94,8.199,2.04,1.149,NA,49.80202,-85.86278,19.8,7.8,786.2,64747800
2,7,16-5406-54956,McKay,2017-06-02,2017,3.5,86.299,26.899,0.63,21.8,168,19.1,7.4,0.66,5.389,0.925,12,1,282,8.039,7.099,1.399,1.149,NA,49.6134,-86.43808,48.8,9.4,3155.6,294370400
2,7,16-5657-55074,Pagwachuan,2017-06-02,2017,4,102,31.8,0.92,15.5,200,23.6,6.099,0.67,6.309,1.129,8,40,220,8.06,5.299,2.04,1.75,NA,49.71758,-86.08862,53.9,19,2674,503506063.5
2,7,16-4802-54759,Wintering,2017-06-02,2017,3.3,84.299,26.1,0.33,32,165,19,8.8,0.565,5.16,0.655,10,1,368,7.95,6.2,1.96,1.149,NA,49.43486,-87.28556,36.6,4.8,1709.4,79929600
2,7,16-5311-54861,Y,2017-07-21,2017,7.2,73.2,22.399,0.11,3.549,145,17.3,3.2,0.97,3.97,0.33,2,2,309,7.96,5.5,0.2,0.6,NA,49.52868,-86.57058,24,8.9,30.8,2746555.09
2,15,17-7116-49585,Catchacoma,2013-05-30,2013,2.9,13.1,6.679,1.919,37.6,50.399,3.859,6.5,0.42,0.825,1.629,12,112,249,7.349,4.5,1.84,3.45,NA,44.75058,-78.32526,43.9,18.9,706.7,134021982.9
2,15,18-3287-50341,"Clear,",2014-05-22,2014,5.3,106.4,36.7,12.3,8.839,258,22.3,3.299,0.99,7.009,6.86,4,2,312,8.15,9.4,1.439,6.599,NA,45.44131,-77.1955,36,8,1737,139293844.8
2,15,17-6239-50430,Doe,2013-05-30,2013,3.2,5.16,2.859,2.71,35.799,38.2,1.679,5.5,0.59,0.695,2.48,24,58,267,6.95,10.8,2.56,4.75,NA,45.53377,-79.41413,22.9,5.9,862.3,70033001.13
2,15,17-7358-49530,Jack,2013-05-30,2013,4.9,55.1,23.8,5.019,12.199,149,14.8,5.2,0.855,1.69,3.149,16,2,296,7.969,6.9,1.379,4.799,NA,44.69486,-78.03569,36.6,7.4,1342.6,99745739.9
2,15,18-3401-50475,Mink,2015-05-13,2015,5.3,146,39.799,15.8,12.9,333,35.799,7.799,1.97,12.8,10.6,20,56,473,8.289,6.7,3.04,8.4,NA,45.56477,-77.04829,13,5.9,552.8,31978000.52
2,15,17-7123-49536,Mississagua,2013-05-30,2013,3.1,13.5,6.759,1.53,22.8,49.6,3.7,5.299,0.4,0.82,1.449,12,74,252,7.4,3.899,1.399,3.399,NA,44.70569,-78.32072,43.9,14.7,671.8,99012506.24
2,15,17-6806-50080,Red Pine,2013-05-29,2013,4.5,3.04,2.02,0.65,14.8,22.399,1.159,3.7,0.425,0.47,0.78,20,80,180,6.679,7.9,0.78,3.85,NA,45.20439,-78.70184,40,10.6,394.6,40693400.82
2,15,17-6934-50060,Redstone,2013-05-29,2013,4,3.95,2.279,0.57,15.8,25.8,1.659,3.799,0.445,0.56,0.945,14,114,196,6.809,4.599,1.419,4.049,NA,45.18369,-78.53568,80.5,20.6,1178.2,242973554.1
2,16,17-4820-49523,Boat,2017-05-09,2017,NA,173,45.1,5.9,24.8,340,40.5,4.599,0.875,15.9,3.91,26,1,374,8.279,8.4,0.28,3.25,30,44.72592,-81.22706,1.5,0.9,541.6,4981078.98
2,16,17-4839-49376,Gould,2017-05-09,2017,2.7,156,37.7,7.5,16,316,36.5,5,0.845,16,3.96,44,54,461,8.31,8.5,0.26,3.7,NA,44.59698,-81.19684,7,1.8,114.9,2029140.34
2,16,17-4689-49939,Miller,2016-05-03,2016,3.6,140,32.2,1.7,15.5,281,36.1,6,0.285,16.8,0.865,50,36.299,387,8.15,5.099,0.48,4.65,NA,45.09912,-81.39375,6.1,2.3,317.4,7069275.18
2,17,17-6712-49387,Balsam,2013-05-23,2013,3.5,41.6,17.399,4.839,15.8,124,10.6,4.2,0.74,1.99,3.919,14,28,242,7.889,6.7,1.399,5.95,NA,44.58044,-78.84168,12.8,5,4764.2,233235009.8
2,17,17-7074-49389,Big Bald,2013-05-28,2013,2.9,85.599,37.2,13.6,23.399,249,23.1,6.299,0.775,3.12,9.48,20,2,353,8.06,11.5,0.98,11.9,NA,44.57664,-78.3863,9.5,2.5,196.4,5025000
2,17,17-7074-49293,Buckhorn,2013-05-28,2013,2.2,71.099,31.199,9.029,24.6,204,19.399,5.799,0.9,2.91,5.799,54,48,394,8.029,13.9,1.72,7.15,NA,44.4856,-78.39118,14.3,2.1,3176.3,66964797.98
2,17,17-6548-49368,Canal,2013-05-22,2013,2,108,45.799,5.679,27,248,26.899,6.5,0.595,3.33,4.4,36,4,406,8.4,15,0.94,4.849,NA,44.56744,-79.04366,4.3,1.3,846,14088098.85
2,17,17-7076-49181,Chemong,2013-05-28,2013,2.2,93.099,41.2,14.699,20.399,263,24.699,5.9,1.1,3.649,9.169,44,2,455,8.199,13.4,0.38,8.199,NA,44.38846,-78.39205,6.4,2.4,2481.2,54669599.83
2,17,17-6793-49499,Four Mile,2016-05-04,2016,7.8,87.4,31.1,3.21,13.699,197,23.8,5.099,0.385,4.549,2.52,6,30,252,7.79,4.5,1.86,5.299,NA,44.68172,-78.73724,19.2,8.5,758,66827001.04
2,17,17-6992-49270,Pigeon,2013-05-23,2013,2.2,69.599,29.399,8.25,26.6,193,18,5.9,0.985,3.149,6.45,36,96,366,7.95,8.8,1.6,6.349,NA,44.47155,-78.49495,17.4,3,5162.8,160331997.1
2,18,18-4040-49580,Big Rideau,2015-05-06,2015,8.1,91,23.399,9.119,9.269,216,22.899,4,1.33,7.37,5.83,14,28,359,8.06,10,1.5,6.2,NA,44.75128,-76.21379,100,12.3,4583.9,796917012.4
2,18,18-3782-49339,Birch,2016-05-10,2016,4.3,67.799,20.699,4.2,14.699,165,16.399,4.5,0.835,5.37,3.399,8,2,296,7.759,8.8,1.639,6.25,NA,44.54788,-76.54165,39.6,14.3,196.2,27957235.65
2,18,18-3434-49499,Bull,2017-05-18,2017,2.1,37.299,12.199,6.639,52.1,107,8.519,6.9,0.655,2.85,4.21,32,6,397,7.379,13.1,1.3,3.95,NA,44.68776,-76.97467,15.2,7.2,136.6,9761626.13
2,18,18-3767-49466,Burridge,2016-05-10,2016,9.6,109,34.799,3.98,16.8,241,25.699,6,1.24,7.509,2.73,10,18,352,7.95,5.599,2.02,8.449,NA,44.66433,-76.55461,16.2,7.3,95.1,5898400.38
2,18,18-4196-49317,Charleston,2014-05-20,2014,3.1,99.73,28.5,7.53,19.309,230,20.8,4.7,1.22,9.189,5.009,18,40,385,8.259,11.9,1.94,6.15,NA,44.5346,-76.01579,91.5,17.4,2642.4,437975407.4
2,18,18-3862-49620,Christie,2016-05-11,2016,7.9,60.5,19.199,5.03,14.4,149,14.8,5.599,0.93,4.75,3.259,4,2,329,7.53,6.2,1.32,4.15,NA,44.80311,-76.43918,18.3,8.5,647.4,54901502.08
2,18,18-3651-49486,Eagle,2014-05-21,2014,3.8,47.17,14,6.24,12.38,125.099,10,3.799,0.76,3.64,3.95,6,2,325,7.919,8.199,1.2,4.049,NA,44.68298,-76.69865,35.4,12.1,641.1,80053599.57
2,18,18-3873-49226,Loughborough,2016-05-10,2016,15.5,119,37.2,18.6,7.679,316,28.6,5,1.659,8.519,12.8,12,46,323,8.029,5.3,1.86,11.8,NA,44.44735,-76.41145,5,1.8,1141.2,19973690.74
2,18,18-3549-49862,Palmerston,2015-05-05,2015,8.5,81.299,24.899,1.659,1.79,174,20.8,3.2,1.04,3.799,1.37,4,46,200,7.9,5.7,1.98,5.349,NA,45.01754,-76.84758,56.4,20.4,538.9,109976393
2,18,18-3668-49582,Sharbot,2016-05-11,2016,10,77.9,26,11.699,15.5,208,18.8,5.599,1.22,5.889,7.48,10,6,346,7.75,6.2,1.72,5.75,NA,44.76738,-76.69336,30.5,7,1498.9,104520761.2
2,18,18-3808-50183,White,2014-05-26,2014,5.8,111,34.899,3.47,19.699,235,27.6,5.599,1.09,8.91,2.439,16,2,392,8.119,10.3,1.84,4.299,NA,45.29792,-76.51851,9.1,2.1,2365.3,50414546.17
2,18,18-4014-49297,Whitefish,2017-05-24,2017,3.6,79.599,25,7.04,15.6,193.5,18.3,4.599,1.01,6.04,5.019,32,6,421,7.91,12.4,0.76,7.299,NA,44.51719,-76.23477,7,1.8,412.3,7554765.06
NA,NA,15-3523-55336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.93666,-95.05632,10,3.5,397.4,15340499.57
NA,NA,15-3532-55170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.78718,-95.03457,20.1,7,216.4,15400000
NA,NA,15-3541-54903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.54735,-94.94029,NA,NA,NA,NA
NA,NA,15-3543-56122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.64506,-95.06149,19,7.7,692.4,63332498.43
NA,NA,15-3545-55924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.47745,-95.05374,NA,NA,NA,NA
NA,NA,15-3559-55281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.89658,-95.00767,19.8,7.9,1054.3,85620204.89
NA,NA,15-3615-56383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.88794,-94.98566,NA,NA,NA,NA
NA,NA,15-3634-56451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.94425,-94.94722,NA,NA,NA,NA
NA,NA,15-3653-55394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.99142,-94.88562,11,4.1,1317.9,55538597.71
NA,NA,15-3654-55172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.79767,-94.8772,27.5,7.4,601.8,42705398.74
NA,NA,15-3662-55240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.85536,-94.87014,9.2,3.6,1125.2,39916800.7
NA,NA,15-3754-55732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.32297,-94.83832,46.3,15.7,14044.9,2222671943
NA,NA,15-3755-55568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.15109,-94.74174,4.9,2.5,125.3,2600000
NA,NA,15-3786-56088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.62006,-94.71704,23.5,7.5,196.1,14887500
NA,NA,15-3795-55615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.1919,-94.70272,37.2,14.2,302.2,37360200.36
NA,NA,15-3895-55970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.51618,-94.55925,31,8.1,265.2,20841299.99
NA,NA,15-3925-55861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.42908,-94.48032,33.9,13.1,908.4,109005100
NA,NA,15-3974-57298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.70516,-94.49693,18.5,7,5219.9,382592006.8
NA,NA,15-3982-55227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.84838,-94.36373,36.6,8,3070.7,242871992.2
NA,NA,15-4058-55081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.71891,-94.29528,22.9,6.6,695.1,44978999.35
NA,NA,15-4066-55579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.17089,-94.30746,23.6,6.5,2947.3,191559833.4
NA,NA,15-4100-55022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.67003,-94.25758,16.8,3.3,504.4,16374600.17
NA,NA,15-4109-56434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.93757,-94.26786,26,8.4,164.8,13599598.87
NA,NA,15-4115-55351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.96489,-94.23609,26.2,8.3,108.2,8656900.45
NA,NA,15-4124-55428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.03672,-94.22218,23,6.1,160.8,9607499.85
NA,NA,15-4127-55299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.90988,-94.21523,12,4.7,73.6,3482010.22
NA,NA,15-4131-55595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.17355,-94.19317,33.7,7.8,1624.3,127065980
NA,NA,15-4148-55077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.69869,-94.15775,42,10.8,2621.1,294591599.9
NA,NA,15-4153-55253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.87618,-94.17702,91.5,39,2577.6,1033149038
NA,NA,15-4172-56262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.78395,-94.17453,35.4,8.9,6760.3,615479473.6
NA,NA,15-4185-55186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.81946,-94.12351,19.8,7.1,55.2,3914045.27
NA,NA,15-4187-56135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.65108,-94.17888,42.7,11.6,1463,165439199.8
NA,NA,15-4198-58335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.63469,-94.20479,66,14.5,14580.6,2115625694
NA,NA,15-4216-54977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.62961,-94.08984,14.6,6,162.7,9786000.37
NA,NA,15-4218-54877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.54106,-94.07975,17.7,7,331.7,23327663.48
NA,NA,15-4238-55430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.03637,-94.06278,36,12.1,57.1,6800200.31
NA,NA,15-4250-55493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.09299,-94.048,81.4,22.8,1278.1,292250401.4
NA,NA,15-4255-56385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.89562,-94.05979,41.2,15.7,1076.2,168429605.6
NA,NA,15-4270-56011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.5674,-94.03211,65.8,25.3,1137.9,284650285.2
NA,NA,15-4279-55138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.76759,-93.99944,102.7,27.5,887.4,245300000
NA,NA,15-4298-55335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.95155,-93.97876,31.5,12.3,129.2,16494301.01
NA,NA,15-4302-54803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.47183,-93.96128,31,7.8,1226.8,96119089.03
NA,NA,15-4304-57399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.80217,-93.99622,21,4.6,5429.6,268000598.9
NA,NA,15-4305-55763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.33775,-93.98355,30.5,10.6,1373.8,143121200
NA,NA,15-4335-56548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.06421,-93.95704,42,12.2,16392.8,1998053907
NA,NA,15-4342-54693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.36962,-93.90523,24.4,10.3,1966.9,205423206.3
NA,NA,15-4351-55357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.97099,-93.89782,26,9,550.3,50283001.1
NA,NA,15-4356-54806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.47489,-93.8864,14.5,5.5,176.4,9747352.25
NA,NA,15-4356-57093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.5321,-93.92675,17.4,7,2144.6,149331003.4
NA,NA,15-4375-54620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.30386,-93.86676,18,7,532,38388001.71
NA,NA,15-4383-55582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.17513,-93.86438,2.1,1,111.5,1064000.02
NA,NA,15-4390-54514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.24073,-93.83253,58,20.6,11061.7,2304254283
NA,NA,15-4390-55083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.72464,-93.84386,53.3,21.1,525.4,112484096.9
NA,NA,15-4395-54864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.54722,-93.85008,105.5,22.1,10238.6,2410005042
NA,NA,15-4396-54165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.90206,-93.83011,12.2,4.9,445.5,22486100.14
NA,NA,15-4399-55286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.92424,-93.85166,78.6,23.1,1629.8,369461411.7
NA,NA,15-4403-54276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.99737,-93.80884,5.4,2.5,63.7,1617758.57
