BsM_Cycle,FMZ,waterbodyID,lakeName,dateSample,yearSample,secchiDepth,maxDepth,meanDepth,lat,long,alk,Ca,CLIDUR (mg/L),COLTR (TCU),cond,DIC,DOC,KKUT (mg/L),MGUT (mg/L),Na,NNHTUR (mg/L),NNOTUR (ug/L),TKN,pH,TDP,SIO3UR (mg/L),SSO4UR (mg/L),FEUT,NtoPratio
2,7,16-4881-55533,Cavell,2016-05-15,2016,1.5,1.7,0.5,50.14754,-87.15817,40.799,11.3,0.1,58,74.299,8.48,10.699,0.21,2.41,0.36,12,2,389,7.21,6.599,0.52,0.15,50,3.135629472334019
2,7,16-5538-55350,Chipman,2016-05-15,2016,3.7,55.7,14.7,49.98361,-86.23982,89.5,24.8,0.88,45,162,19.399,11.3,0.39,5.41,1.02,2,66,352,7.61,8.699,2.12,1.149,40,2.696501677081405
2,7,16-4636-55195,Dilla,2016-05-15,2016,2.6,11,1.9,49.82976,-87.5004,72.299,20.199,0.2,44.299,133,15.8,11,0.205,4.25,0.58,24,8,362,7.599,9.9,2.08,0.8,100,2.5588285248170113
2,7,16-5680-55298,Fernow,2016-05-15,2016,4,43,9.5,49.91841,-86.05307,117,32.5,2.569,29,218,26.699,9.8,0.43,7.339,2.25,12,8,315,7.75,9.099,2.56,1.35,40,2.592448999539811
2,7,16-4869-54848,Gamsby,2017-06-02,2017,2.5,7,1.6,49.51785,-87.18172,81,25.399,0.31,38.299,160.5,18,9.099,0.575,5.019,0.64,16,2,341,7.87,6.799,1.919,1.1,60,3.0196990432748096
2,7,16-4979-55546,Jeno,2016-05-15,2016,3.7,2,0.9,50.14644,-87.02873,34.7,8.439,0.12,17.399,58.1,6.94,7,0.2,1.58,0.255,36,2,442,7.07,18.6,0.04,0.05,160,2.0800707425433274
2,7,16-5087-55041,Kenogamisis,2013-05-30,2013,2.8,9.2,1.9,49.70602,-86.85844,64.9,23.399,2.279,46.6,158,17.399,10.9,0.65,4.599,1.85,46,28,442,7.839,13,2.08,3.1,NA,2.3678407609614
2,7,16-4348-54546,Kilgour,2017-06-02,2017,2,23.2,8.1,49.24343,-87.89394,9.759,3.919,0.13,98.799,28.1,2.2,13.8,0.23,1.02,0.495,8,86,383,6.849,4,2.2,1.35,100,4.215698771523918
2,7,16-5341-54366,Killala,2017-06-02,2017,3.1,92,19.9,49.07862,-86.52877,58.399,18.1,0.2,18.399,122,12.6,6.599,0.61,3.859,0.72,10,1,241,7.839,5.4,0.72,3.049,NA,3.2176084021802596
2,7,16-5818-55170,Klotz,2017-06-02,2017,2.5,19.8,7.8,49.80202,-85.86278,94.9,29,6.04,39.6,200,21.8,9.599,0.365,6.299,3.83,14,2,359,7.94,8.199,2.04,1.149,NA,2.7803523073951655
2,7,16-5079-54800,Long,2017-06-02,2017,3.1,186.1,39.2,49.47507,-86.89059,71.599,24,2.339,39.899,152,16.399,9.3,0.6,4.759,1.639,32,124,332,7.849,14.3,1.96,1.95,30,2.1765802093936126
2,7,16-4793-54217,Louise,2016-05-15,2016,2.5,14,5.2,48.94242,-87.28084,7.599,3.399,0.17,62.899,26.1,2.1,9.199,0.21,0.626,0.52,6,108,326,6.519,5.5,2.16,2.35,120,3.3592502259931627
2,7,16-5406-54956,McKay,2017-06-02,2017,3.5,48.8,9.4,49.6134,-86.43808,86.299,26.899,0.63,21.8,168,19.1,7.4,0.66,5.389,0.925,12,1,282,8.039,7.099,1.399,1.149,NA,2.85837236028321
2,7,16-4688-55390,Onaman,2016-05-15,2016,2.7,18.9,2.2,50.00783,-87.44852,34.7,8.56,0.16,17.6,62.799,7.04,8.199,0.225,1.75,0.285,18,30,482,7.139,10.5,0.02,0.45,110,2.6169138618846444
2,7,16-5657-55074,Pagwachuan,2017-06-02,2017,4,53.9,19,49.71758,-86.08862,102,31.8,0.92,15.5,200,23.6,6.099,0.67,6.309,1.129,8,40,220,8.06,5.299,2.04,1.75,NA,3.1989313244409594
2,7,16-4548-54782,Parks,2016-05-15,2016,3.2,21.4,2.8,49.45125,-87.64326,29.699,8.259,0.27,53.399,59.2,6,10.3,0.46,1.899,0.45,4,76,338,7.169,4.4,1.5,1.399,50,3.8717034922505658
2,7,16-5774-55353,Shacabac,2016-05-15,2016,2.7,6.4,1.6,49.96674,-85.92055,32.299,9.419,0.13,48.899,60.5,6.639,12.5,0.19,1.77,0.335,28,82,511,6.98,9.4,0.12,0.4,210,2.770216312978417
2,7,16-4747-54847,South Beatty,2016-05-15,2016,2.8,5.9,2.6,49.52071,-87.3487,76,20.899,0.3,52.7,139,16.199,12.9,0.46,4.54,0.57,4,2,385,7.62,7.599,2.02,0.75,70,2.916824700227145
2,7,16-5024-55448,Springwater,2016-05-15,2016,4.1,13,3.7,50.05944,-86.96565,89.9,26.199,0.19,12.8,165,20.399,7.599,0.295,4.889,0.63,8,2,276,7.74,10.9,1.639,0.65,40,2.344040285119131
2,7,16-4824-54701,Wig,2016-05-15,2016,2.9,9.8,3.2,49.38507,-87.24311,78.799,24.5,0.23,28.6,155,18.399,11.5,0.645,5.19,0.49,8,2,378,7.669,7.899,2.58,1.2,40,2.8543796070624716
2,7,16-4882-55089,Wildgoose,2016-05-15,2016,3.6,15.9,3.6,49.72631,-87.17505,101,28.1,4.61,22.6,200,22.399,9.3,0.375,5.419,2.919,6,14,324,7.9,7.099,1.879,0.95,40,2.9286836881620224
2,7,16-4802-54759,Wintering,2017-06-02,2017,3.3,36.6,4.8,49.43486,-87.28556,84.299,26.1,0.33,32,165,19,8.8,0.565,5.16,0.655,10,1,368,7.95,6.2,1.96,1.149,NA,3.2101034023617667
2,7,16-5311-54861,Y,2017-07-21,2017,7.2,24,8.9,49.52868,-86.57058,73.2,22.399,0.11,3.549,145,17.3,3.2,0.97,3.97,0.33,2,2,309,7.96,5.5,0.2,0.6,NA,3.3281727522788453
2,12,18-3280-50833,Allumette,2014-05-21,2014,1.8,84.5,10.1,45.891,-77.223,11.359,4.16,1.37,71.209,42.6,3.68,7.799,0.645,1.24,2.069,2,126,336,6.95,12.699,2.359,4.75,340,2.2819031692563416
2,12,17-7120-51253,Holden,2016-05-18,2016,1.5,99,17.1,46.245,-78.004,13.6,4.98,1.189,66.599,46.299,3.52,7.799,0.57,1.439,1.69,2,154,302,6.809,12.8,2.319,4.15,280,2.2331835981129364
2,12,18-3577-50825,Lac Coulonge,2014-05-21,2014,1.6,19,3.8,45.8734,-76.814,12.35,4.299,1.399,73.79,45,2.859,8,0.625,1.22,2.16,2,136,325,6.99,14.1,2.359,5.049,350,2.1800246281594378
2,12,18-3854-50393,Lac des Chats,2015-05-13,2015,1.2,22,4.9,45.5,-76.47222,17.8,5.98,1.669,74.7,56.399,4.5,8.099,0.715,1.75,2.759,10,136,307,7.21,18.8,2.62,4.25,340,1.9485736340180295
2,12,18-4334-50239,Lac Deschenes,2016-05-24,2016,1.8,37,5.2,45.36995,-75.85265,16,5.759,1.86,61.5,54.2,4.86,7.099,0.59,1.49,2.129,4,96,312,6.87,11.199,2.399,4.2,250,2.368660020695894
2,12,18-5390-50495,Lac Dollard-des-Ormeaux,2017-05-25,2017,1.1,34,6.1,45.59411,-74.48757,21.6,7.639,3.12,56.2,69.299,5.299,6.799,0.665,1.85,3.02,52,126,265,7.24,20.6,2.259,4.549,320,1.8415382505383595
2,12,18-3662-50545,Lac du Rocher-Fendu,2015-05-13,2015,1.5,49,7.9,45.63544,-76.68752,17.5,5.66,1.58,73.5,53.299,4.139,7.4,0.695,1.659,2.669,8,152,290,7.29,15.8,2.62,4.299,320,2.049736659887179
2,12,18-3485-50735,Lower Allumette,2017-05-25,2017,1.6,17,2.7,45.78736,-76.94457,13.6,4.839,1.36,61.6,46,3.279,6.7,0.59,1.439,2.129,20,144,351,7.139,13.3,2.359,4.299,220,2.258379906782614
2,15,17-6025-50535,Ahmic,2014-05-15,2014,1.7,24.4,7.3,45.63437,-79.69545,5.759,2.839,3.54,55.719,38.7,1.56,5.5,0.62,0.634,2.87,24,180,306,6.639,14.5,2.359,4,250,2.1349742195827583
2,15,17-6707-50264,Arbuckle,2017-05-17,2017,2.2,6,2.7,45.37262,-78.81965,3.04,1.679,0.24,46,18.6,1.12,6.2,0.44,0.472,0.75,18,158,256,6.339,9.9,1.86,2.75,120,2.4084095784684294
2,15,18-2779-50548,Aylen,2014-05-22,2014,4.9,67.1,22.5,45.61836,-77.85586,10.49,3.7,0.45,18.09,39.899,2.379,3.6,0.685,1.439,1.2,2,90,201,7.07,4.2,2.48,6.099,30,3.6361906426567914
2,15,18-2642-49981,Baptiste,2016-05-05,2016,2.6,32,4.7,45.11648,-78.00344,9.619,4.36,1.419,35.6,39.7,2.799,4.799,0.58,0.756,1.439,12,82,238,6.78,10.199,2.08,4.049,120,2.346732812615714
2,15,18-2782-50364,Bark,2015-05-21,2015,4.2,87.5,24.3,45.4552,-77.84943,6.639,2.66,1.71,35.399,34.1,1.82,5,0.54,0.87,1.98,8,104,235,6.799,7.299,2.379,4.25,120,2.728170979294935
2,15,17-6257-50660,Bernard,2014-05-15,2014,2.5,47.9,15.1,45.73885,-79.38526,10.14,4.019,10.4,21.51,71,2.339,3.299,0.815,0.918,7.019,10,76,186,7.11,10.699,1.159,4.549,70,2.1964220279278908
2,15,17-6257-50660,Bernard,2013-05-28,2013,3.8,47.9,15.1,45.73885,-79.38526,7.74,4.219,10.199,13,70.799,2.22,3.299,0.815,1.04,7.019,12,36,195,7.12,13.6,0.82,5,234,2.014793552230494
2,15,17-6532-49909,Bigwind,2016-05-03,2016,4.3,36.3,9.9,45.05711,-79.05464,3.399,1.62,0.55,20.899,20.399,1.26,2.799,0.32,0.494,0.75,8,28,197,6.379,7.299,0.94,3.399,60,2.6400803432090094
2,15,18-3469-50088,Black Donald,2015-05-07,2015,3.9,42.7,15.8,45.21682,-76.93969,37.2,11.5,3.049,33.5,95.2,9.06,5.4,0.84,1.929,2.569,8,86,277,7.669,11.199,2.56,4.4,130,2.319604673834305
2,15,18-3634-50151,Calabogie,2016-05-25,2016,3,24.4,5.2,45.27732,-76.74264,30.1,10.8,3.029,30.699,87.5,7.459,5.599,0.69,1.879,2.459,8,40,290,7.12,7.099,2.22,4.75,70,2.872538972733498
2,15,17-7116-49585,Catchacoma,2013-05-30,2013,2.9,43.9,18.9,44.75058,-78.32526,13.1,6.679,1.919,37.6,50.399,3.859,6.5,0.42,0.825,1.629,12,112,249,7.349,4.5,1.84,3.45,NA,3.6157607092417714
2,15,17-6111-50550,"Cecebe,",2013-05-30,2013,2.2,19.5,4.9,45.64268,-79.58059,4.44,3.14,3.64,57.2,42.399,1.86,7.099,0.605,0.775,3.049,40,72,346,6.78,13.5,2.2,5.2,44,2.240065674450423
2,15,17-6111-50550,"Cecebe,",2014-05-15,2014,1.1,19.5,4.9,45.64268,-79.58059,6.559,3.16,4.5,77.159,44.899,1.86,6.099,0.67,0.784,3.56,20,148,318,6.66,17,2.319,4.4,460,2.0296606355971587
2,15,18-3287-50341,"Clear,",2014-05-22,2014,5.3,36,8,45.44131,-77.1955,106.4,36.7,12.3,8.839,258,22.3,3.299,0.99,7.009,6.86,4,2,312,8.15,9.4,1.439,6.599,NA,2.5511236050483266
2,15,17-6554-50468,Cripple,2016-05-04,2016,2.5,9,1.6,45.5596,-79.00745,1.129,1.02,0.15,26.5,13.8,0.8,3,0.28,0.298,0.495,4,98,195,5.809,7.099,1.78,2.85,150,2.6715637577188054
2,15,17-6239-50430,Doe,2014-05-15,2014,1.9,22.9,5.9,45.53377,-79.41413,6.65,2.7,3.259,56.409,36.799,1.6,5.7,0.56,0.688,2.85,12,108,298,6.799,11.8,2.6,3.25,200,2.3005615420353456
2,15,17-6239-50430,Doe,2013-05-30,2013,3.2,22.9,5.9,45.53377,-79.41413,5.16,2.859,2.71,35.799,38.2,1.679,5.5,0.59,0.695,2.48,24,58,267,6.95,10.8,2.56,4.75,NA,2.3391285000320687
2,15,18-3351-50535,"Dore,",2015-05-12,2015,2.8,19.5,7.6,45.61781,-77.11506,86.599,24.5,9.08,18.3,204,21.199,5.9,1.28,6.419,6.79,20,4,361,8.08,14.6,1.879,4.849,30,2.191030161458692
2,15,17-6571-50360,Dotty,2017-05-10,2017,4.2,27.1,7,45.46152,-78.99156,2.33,1.62,0.32,40.1,19.199,1.399,5.4,0.385,0.478,0.805,14,108,253,6.419,6.2,2.22,3.1,220,3.0065935561521457
2,15,17-7042-49937,Drag,2017-05-08,2017,5,55.5,20.1,45.07432,-78.41081,20.699,7.04,0.87,17,56.5,5.299,3.899,0.58,1.73,0.995,8,102,190,7.24,5.2,1.84,3.899,40,3.146566401724231
2,15,17-6523-50498,Dunstan,2016-05-18,2016,3.6,10,4,45.58689,-79.04685,4.349,1.7,0.21,14.9,20.399,1.54,2.899,0.35,0.508,0.685,42,116,225,6.459,4.599,2.08,2.95,230,3.500530408529914
2,15,18-2900-50140,Fosters,2014-05-22,2014,2.9,13.1,4.6,45.24977,-77.67526,54.719,19.5,1.84,43.479,128.199,11.4,8.199,0.99,2.879,1.58,12,4,393,7.839,8.5,4.04,5.549,120,2.776358848286478
2,15,17-5384-50622,Giroux,2016-05-24,2016,1.4,5.8,2.9,45.71367,-80.50404,3.459,1.74,4.65,70.599,33.899,1.159,6.7,0.255,0.504,3.419,14,20,364,6.37,14.6,1.08,1.85,410,2.1941083222982143
2,15,18-3186-50482,Golden,2015-05-11,2015,3.6,24.4,8.6,45.57388,-77.33611,50.2,8.679,3.69,27.5,93.2,8.259,6.2,1.08,3.31,3.47,22,26,314,7.57,12.8,3.279,4.95,60,2.2484162362045192
2,15,17-5352-50862,Gurd,2016-05-25,2016,2.6,6.1,1.6,45.92921,-80.54408,13.9,4.9,3.12,55,51.6,3.52,8.5,0.435,1.49,2.52,14,2,417,6.879,10.6,1.3,2.799,270,2.5454453884420096
2,15,17-7358-49530,Jack,2013-05-30,2013,4.9,36.6,7.4,44.69486,-78.03569,55.1,23.8,5.019,12.199,149,14.8,5.2,0.855,1.69,3.149,16,2,296,7.969,6.9,1.379,4.799,NA,2.9244398760498913
2,15,17-5998-50031,Joseph,2014-05-14,2014,5.385714285714285,92,26.6,45.17434,-79.7239,7.886571428571429,4.148000000000001,8.386571428571429,15.56257142857143,61.77114285714286,1.98,3.0421428571428573,0.6128571428571429,0.8654285714285714,5.546571428571428,17.142857142857142,139.42857142857142,178,6.898285714285715,5.913857142857143,0.6171428571428571,4.957142857142857,34.285714285714285,2.9739053261495894
2,15,18-2891-50334,Kamaniskeg,2014-05-22,2014,3.3,40,9.3,45.41755,-77.68981,8.009,3.04,2.629,28.76,40.399,1.82,4.5,0.57,0.988,2.41,4,96,253,6.95,7.7,2.359,4.849,90,2.693987989513816
2,15,17-6767-50182,Kawagama,2014-05-16,2014,4.8,77,5.1,45.29874,-78.75251,4.849,2,0.44,15.97,22.399,1.36,3.2,0.36,0.596,0.825,10,152,163,6.58,3.6,1.639,3.75,60,3.8937825552592153
2,15,18-3191-50636,Kelly,2016-05-11,2016,2.1,28,12.2,45.7037,-77.32428,10.9,3.16,0.27,38.899,32.6,2.74,5.2,0.61,1.149,0.995,4,24,297,6.69,9.199,2.339,2.799,330,2.553500715867284
2,15,17-6567-50131,Lake of B.s,2013-05-13,2013,4.575,70.1,22.2,45.25269,-79.0313,3.80675,1.62,2.39725,19.09975,33.74925,0,3.5997500000000002,0.43125,0.67375,2.25,26.5,120.5,178.5,6.7045,5.1495,1.9,3.362,50,3.196710840836291
2,15,17-6369-50115,Mary,2013-05-06,2013,2.3,56.4,24.7,45.24434,-79.25842,4.559,3,5.299,41,50.2,0,5.799,0.3,0.87,3.94,12,222,256,6.75,8.599,2.48,4.099,240,2.563585100011694
2,15,17-5833-50403,McKellar,2016-05-05,2016,2.1,9.8,4.5,45.51374,-79.93303,8.47,3.54,4.889,32.7,44.799,2.5,4,0.36,0.718,3.299,8,44,270,6.61,12.4,1.36,2.6,170,2.216703790969581
2,15,17-7331-50275,McKenzie,2015-05-21,2015,2.9,27.4,8.4,45.36459,-78.01951,6.16,2.7,2.399,34.5,36.399,1.679,6,0.58,0.752,2.27,8,78,277,6.9,5.799,2.7,3.899,170,3.1690516209618753
2,15,17-7249-50200,Meach,2016-05-04,2016,5,12.2,4.2,45.29978,-78.13084,5.62,2.359,0.23,18.899,26.399,2.24,3.2,0.57,0.608,0.955,2,58,192,6.41,11,2.24,3.95,60,2.1845184801278004
2,15,18-3401-50475,Mink,2015-05-13,2015,5.3,13,5.9,45.56477,-77.04829,146,39.799,15.8,12.9,333,35.799,7.799,1.97,12.8,10.6,20,56,473,8.289,6.7,3.04,8.4,NA,3.2131222948149554
2,15,17-7123-49536,Mississagua,2013-05-30,2013,3.1,43.9,14.7,44.70569,-78.32072,13.5,6.759,1.53,22.8,49.6,3.7,5.299,0.4,0.82,1.449,12,74,252,7.4,3.899,1.399,3.399,NA,3.989645724198263
2,15,18-2810-50600,Murphys,2016-05-12,2016,4,20.7,7.8,45.66067,-77.81168,6.36,2.819,0.31,14.699,31.399,1.98,3.799,0.555,0.982,1.07,4,10,224,6.49,7.8,1.36,5.349,40,2.618505924499263
2,15,18-3511-50603,Muskrat,2015-05-12,2015,1.9,64,17.9,45.67461,-76.90849,133,38,19.1,30.5,331,32.1,7,2.39,10.3,14.1,116,112,613,8.259,36.1,2.2,12.4,30,1.7883595232774925
2,15,17-5742-50352,Nine Mile,2014-05-14,2014,2.9,12.2,5.3,45.46238,-80.05162,2.859,1.26,0.35,41.6,14.6,1.159,4.799,0.235,0.37,0.565,66,92,298,6.15,7.5,1.22,2.049,350,2.809177784853981
2,15,17-7323-49829,Paudash,2017-05-08,2017,3.4,48.8,11.6,44.96256,-78.04905,24.199,9.539,7.549,19.6,91.799,6.04,3.7,0.555,1.74,5.12,20,82,218,7.419,7.599,1.74,5.349,70,2.638272925350704
2,15,17-7323-49829,Paudash,2016-05-26,2016,5,48.8,11.6,44.96256,-78.04905,17.899,7.86,8,20.199,84.099,4.62,4.4,0.535,1.409,5.32,6,60,240,6.919,5.3,1.58,5.2,50,3.250153524836704
2,15,17-6436-50702,Peyton,2016-05-17,2016,4.3,13.7,4.3,45.77203,-79.15232,1.429,1.12,0.17,19,14.1,0.9,3.7,0.305,0.294,0.455,10,114,208,5.929,4.3,1.24,2.649,80,3.602863372752467
2,15,17-6758-50257,Poorhouse,2016-05-16,2016,3,12.5,3.7,45.36477,-78.7556,8.759,2.08,0.22,30.699,30.6,2.22,5.2,0.445,1.629,0.77,2,2,251,6.74,7.099,2.08,3.95,50,2.7993988218884436
2,15,17-6806-50080,Red Pine,2013-05-29,2013,4.5,40,10.6,45.20439,-78.70184,3.04,2.02,0.65,14.8,22.399,1.159,3.7,0.425,0.47,0.78,20,80,180,6.679,7.9,0.78,3.85,NA,2.4975514570063044
2,15,17-6934-50060,Redstone,2013-05-29,2013,4,80.5,20.6,45.18369,-78.53568,3.95,2.279,0.57,15.8,25.8,1.659,3.799,0.445,0.56,0.945,14,114,196,6.809,4.599,1.419,4.049,NA,3.4113973490043463
2,15,17-6112-50030,"Rosseau,",2015-05-07,2015,4.05,89,24.1,45.1741,-79.59755,7.6994,3.3394,5.5198,21.0398,50.8594,2.4676,3.7192,0.511,0.7952,4.0456,3.6,204,166.8,6.8638,5.5396,1.3316000000000001,3.8400000000000003,70,3.065262250084626
2,15,18-3030-50572,Round,2014-05-22,2014,2.5,54.9,12.5,45.64074,-77.52889,16.629,5.299,1.639,44.25,54.7,3.66,5.5,0.895,1.899,1.99,8,72,295,7.28,6.7,3.399,5.099,160,2.9668982179071595
2,15,18-2790-50077,Salmon Trout,2016-05-05,2016,2.6,13,6.1,45.19005,-77.81305,19.6,7.94,1.57,30.399,62.2,5.099,5.099,0.75,1.399,1.25,4,2,323,7,25.1,1.84,4.849,100,1.790592257527043
2,15,17-6216-50117,Skeleton,2014-05-29,2014,9.5,61,30,45.25123,-79.45331,5.839,3.72,4.519,7.429,48,1.56,1.7,0.44,0.74,3.18,12,358,118,7,2.7,0.72,5.4,0,4.634267423070344
2,15,17-6512-50588,South Branch,2017-05-18,2017,3,10,3.2,45.6684,-79.05924,2.79,1.62,0.15,34.2,18,1.2,4.799,0.36,0.414,0.755,20,82,289,6.349,9.199,2,3.2,80,2.5412597860579993
2,15,17-6807-49881,Twelve Mile,2015-05-20,2015,4,27.5,12,45.02509,-78.7047,13.8,5.219,4,16.1,54.799,3.52,3.2,0.65,1.22,3.029,8,76,314,7.11,5.599,1.52,4,1340,3.303879827461728
2,15,17-5717-50405,Wolf Lake,2017-05-16,2017,2.4,31,7.9,45.51274,-80.08817,2.18,1.28,0.25,34.2,13.3,0.94,5,0.225,0.344,0.46,20,42,230,6.23,7.799,1.1,1.899,170,2.6314505344884465
2,16,17-5535-48461,"Belwood,",2016-04-13,2016,1.5,17,5.3,43.7585,-80.33953,144,49.299,11.1,57.5,347,34.5,10.1,1.629,11.5,5.589,30,1710,409,7.91,37.7,1.8,7.849,140,1.6556849802755724
2,16,17-4561-50068,Cameron,2014-05-13,2014,2.2,16.8,4.3,45.217,-81.55793,159.31,35.5,1.51,22.609,308,38.899,6.099,0.17,18.5,0.87,48,48,346,8.169,5.4,1.159,4,0,3.4296725582277867
2,16,17-4822-49331,Chesley,2014-05-12,2014,6.1,15.2,4.3,44.55287,-81.22414,131.47,34.6,7.03,8.699,279,32.2,3.5,1.37,10.9,4,26,220,340,8.15,9.099,1.12,3.1,60,2.6268547598760494
2,16,17-5215-48384,Conestogo,2016-04-13,2016,1,25.6,9.5,43.69615,-80.73137,169,55.6,13.9,56.399,418,38.899,8,2.259,15.5,7.79,48,3620,764,8,101.5,1.899,8.3,190,1.4366232692170686
2,16,17-6286-49481,"Couchiching,",2013-05-22,2013,5.6,10.1,4.1,44.66428,-79.3763,97.299,41.799,41.799,7.599,377,25.1,4.799,2.009,7.44,26.6,22,2,395,8.21,6.9,0.76,15.9,55,3.072669568181273
2,16,17-4583-50085,Cyprus,2014-05-13,2014,3.7,8.1,3.7,45.23131,-81.53198,158.13,36,2.009,20.309,302,38.5,6.5,0.195,18,0.8,90,48,423,8.169,7.7,1.159,4.099,0,2.944130608357195
2,16,17-4857-47670,Fanshawe,2015-05-01,2015,0.9,12.2,3.6,43.05847,-81.17886,249,77.4,40.1,28.6,604,58.799,4.299,2.58,19,21.199,96,1240,3500,8.359,50.2,0.28,17.3,130,2.08283211938211
2,16,17-5814-49627,Farlain,2014-05-14,2014,4.3,4.9,1.7,44.81714,-79.97121,69.53,23.1,1.48,6.419,152.8,17,3,0.595,4.009,1.12,300,100,589,8,8.199,0.26,4.049,0,3.01426698736765
2,16,17-6026-49666,Gloucester Pl.,2014-05-14,2014,2.4,30.5,6.9,44.84489,-79.70973,59.109,23.1,17.699,39.34,200,14.699,5.4,1.11,3.43,11.4,36,88,367,7.79,12.9,1.62,7.95,150,2.3024369948369823
2,16,17-4839-49376,Gould,2017-05-09,2017,2.7,7,1.8,44.59698,-81.19684,156,37.7,7.5,16,316,36.5,5,0.845,16,3.96,44,54,461,8.31,8.5,0.26,3.7,NA,2.850507797711819
2,16,17-5605-48275,Guelph,2017-05-08,2017,0.8,14,7,43.60141,-80.23903,199,57.7,27.3,32.1,490,45,5.9,1.8,16.399,12.5,36,1710,496,8.259,24.6,0.52,15,110,1.935503068867274
2,16,17-6058-49199,Little,2015-05-19,2015,1.8,6.1,1.7,44.42642,-79.67346,187,53.2,64.7,10.8,562,45,6.5,1.82,8.97,37.7,28,68,488,8.33,17.5,0.76,9.3,50,2.158555972276702
2,16,17-6016-49633,Little,2015-05-19,2015,2.2,12.2,2.4,44.81843,-79.7132,38.5,12.9,10.1,36,124,9.32,5.799,0.785,2.41,6.86,12,66,346,7.669,13.8,1.56,5.049,160,2.221494943660972
2,16,17-4689-49939,Miller,2016-05-03,2016,3.6,6.1,2.3,45.09912,-81.39375,140,32.2,1.7,15.5,281,36.1,6,0.285,16.8,0.865,50,36.299,387,8.15,5.099,0.48,4.65,NA,3.6146829691008584
2,16,17-4689-49939,Miller,2014-05-12,2014,3.2,6.1,2.3,45.09912,-81.39375,149.71,34.1,1.74,17.67,287,36.5,4.599,0.275,13.199,0.935,90,50,382,8.259,5.799,0.84,3.399,0,3.350090052500315
2,16,17-4665-48812,Silver,2017-05-09,2017,3,19.8,7.3,44.08538,-81.41929,165,48.1,9.019,28.399,359,38.399,5.299,1.53,12.1,4.9,58,1440,640,8.119,15.1,0.84,7,60,2.3744663471719294
2,16,17-6275-49634,Sparrow,2014-05-22,2014,2.8,11.6,4.3,44.81851,-79.39612,57.979,20.899,15.6,44.96,184.3,14,5.799,0.985,3.83,9.63,20,44,386,7.73,15.3,1.28,7.299,220,2.1782355088524565
2,16,17-6065-49697,Tea,2015-05-19,2015,1.9,15.2,4.5,44.87588,-79.64948,21.5,7.559,5.419,74.299,71,5.04,8.199,0.51,1.55,3.919,14,56,386,7.259,9.099,1.32,2.75,150,2.684020732351732
2,17,17-6712-49387,Balsam,2013-05-23,2013,3.5,12.8,5,44.58044,-78.84168,41.6,17.399,4.839,15.8,124,10.6,4.2,0.74,1.99,3.919,14,28,242,7.889,6.7,1.399,5.95,NA,2.8636267468802012
2,17,18-2756-49309,Belmont,2013-05-08,2013,2.4,16,5.9,44.49514,-77.82654,47.2,20.399,4.889,43.2,136,11.3,6.5,0.93,2.04,3.75,32,10,384,7.839,10.1,1.679,6.299,137,2.562407165418608
2,17,17-7074-49389,Big Bald,2013-05-28,2013,2.9,9.5,2.5,44.57664,-78.3863,85.599,37.2,13.6,23.399,249,23.1,6.299,0.775,3.12,9.48,20,2,353,8.06,11.5,0.98,11.9,NA,2.393610403932947
2,17,17-7074-49293,Buckhorn,2013-05-28,2013,2.2,14.3,2.1,44.4856,-78.39118,71.099,31.199,9.029,24.6,204,19.399,5.799,0.9,2.91,5.799,54,48,394,8.029,13.9,1.72,7.15,NA,2.264674062640493
2,17,17-6548-49368,Canal,2013-05-22,2013,2,4.3,1.3,44.56744,-79.04366,108,45.799,5.679,27,248,26.899,6.5,0.595,3.33,4.4,36,4,406,8.4,15,0.94,4.849,NA,2.212624254850136
2,17,17-7076-49181,Chemong,2013-05-28,2013,2.2,6.4,2.4,44.38846,-78.39205,93.099,41.2,14.699,20.399,263,24.699,5.9,1.1,3.649,9.169,44,2,455,8.199,13.4,0.38,8.199,NA,2.3516123375182847
2,17,17-7230-49327,Clear,2017-05-09,2017,6.5,12.2,5.6,44.51481,-78.19302,75.5,29.6,12,23.5,208,18,5,0.87,2.77,7.049,38,252,316,7.849,8.9,1.379,8,30,2.6196951729894926
2,17,18-2756-49393,Cordova,2013-05-07,2013,2.3,13.5,4.4,44.57529,-77.82487,39,17,4.96,47.2,121,9.699,6.799,0.895,1.86,3.509,28,2,359,7.74,13.1,1.6,5.75,146,2.2802738257317885
2,17,18-2825-49286,Crowe,2013-05-08,2013,2.8,15.2,5.4,44.4838,-77.73716,49.899,21,5.049,41,142,12.199,6.2,0.815,2.149,3.7,22,32,317,7.839,9,1.76,6.299,131,2.6080169866012115
2,17,17-6500-49453,Dalrymple,2013-05-22,2013,2.2,17.7,3.6,44.64052,-79.11093,119,49.299,8.47,30.6,292,31.1,8.199,1.07,5.019,5.929,44,20,490,8.119,12.6,1.159,10.4,46,2.437285408118293
2,17,17-6793-49499,Four Mile,2016-05-04,2016,7.8,19.2,8.5,44.68172,-78.73724,87.4,31.1,3.21,13.699,197,23.8,5.099,0.385,4.549,2.52,6,30,252,7.79,4.5,1.86,5.299,NA,3.623605381747184
2,17,17-6651-49559,Head,2015-05-11,2015,3.9,8.2,3.5,44.74018,-78.91265,73.2,22,2.129,18.8,151,17.899,3.6,0.455,3.71,2.02,22,12,287,8.13,10.3,1.04,2.649,60,2.4168658956561444
