BsM_Cycle,FMZ,waterbodyID,lakeName,dateSample,yearSample,secchiDepth,maxDepth,meanDepth,lat,long,alk,Ca,CLIDUR (mg/L),COLTR (TCU),cond,DIC,DOC,KKUT (mg/L),MGUT (mg/L),Na,NNHTUR (mg/L),NNOTUR (ug/L),TKN,pH,TDP,SIO3UR (mg/L),SSO4UR (mg/L),FEUT,NtoPratio
2,5,15-5581-54358,Rutter,2015-05-22,2015,3.6,20,6.1,49.07359,-92.20036,7.019,2.02,0.41,17.699,22.1,1.84,5.2,0.35,0.484,1,4,2,252,6.79,6.799,1.32,1.05,60,2.863152735825594
2,5,15-6508-53496,Saganagons,2017-05-08,2017,4.2,31.3,6.9,48.29466,-90.97617,17.5,5.639,0.4,25.699,45.899,4.32,6.799,0.395,1.49,1,22,24,309,7.2,7.9,1.899,2.35,30,2.7573099479902874
2,5,15-6508-53496,Saganagons,2016-05-17,2016,3.2,31.3,6.9,48.29466,-90.97617,17.399,5.36,0.43,26.199,46.2,4.139,7.5,0.44,1.57,1.07,22,24,329,6.95,6,1.8,2.6,30,3.2054402749895026
2,5,15-5586-54227,Sandbeach,2017-05-08,2017,2,54.9,20.7,48.95915,-92.20128,8.169,3.6,0.54,57.799,31.199,2.5,7.5,0.44,0.764,1.49,4,188,223,6.879,10.6,3.96,2.25,70,2.281461609551438
2,5,15-5586-54227,Sandbeach,2016-05-17,2016,2.3,54.9,20.7,48.95915,-92.20128,9.05,3.439,0.52,58.5,31.3,2.359,7.5,0.42,0.748,1.36,4,16,387,6.679,4.099,3.439,2.2,80,4.152836882411414
2,5,15-5955-54404,Sandford,2017-05-08,2017,11,114.7,36.8,49.10844,-91.68457,7.769,2.72,0.2,2.64,24.5,2.279,1.3,0.38,0.54,0.905,2,50,117,6.849,4.799,0.56,2.6,NA,2.9974418138456533
2,5,15-5955-54404,Sandford,2016-05-18,2016,10,114.7,36.8,49.10844,-91.68457,7.04,2.439,0.22,4.2,24.8,2.22,2.2,0.38,0.54,0.865,8,88,101,6.61,2.799,0.56,2.6,NA,4.336958129846736
2,5,15-6135-54228,Sawbill B.,2015-05-19,2015,2.8,30.5,6.3,48.96026,-91.44366,15.5,5.62,0.12,47.799,38.899,3.72,8.699,0.41,0.822,0.75,16,30,358,7,10.6,1.899,1.5,180,2.4811002236261483
2,5,15-5206-54600,Scattergood,2015-05-13,2015,2.5,40,8,49.29686,-92.71694,10.5,3.48,2.98,40.299,40.2,2.56,9.3,0.34,0.578,2.549,8,70,324,6.929,7,1.74,1.35,70,2.9493737533501263
2,5,15-4562-54445,Schistose,2016-05-24,2016,3.1,53,16.6,49.15469,-93.60163,52.7,17,0.3,14.5,119,12.699,7.299,0.51,2.919,1.04,16,2,325,7.5,5.699,2.2,4,NA,3.2907666723404816
2,5,15-6345-54482,Scotch,2015-05-19,2015,3.9,27.8,9.2,49.15786,-91.17121,6.2,2.24,0.1,40.7,21.5,1.76,7.2,0.355,0.536,0.68,2,70,248,6.669,6.7,1.679,1.3,110,2.8763977510919334
2,5,15-5627-54364,Secret,2015-05-22,2015,5.2,29,14.5,49.07877,-92.14008,6,1.6,0.42,6.48,19.1,1.679,3.1,0.28,0.362,0.88,2,2,198,6.75,6.9,1.28,1.399,50,2.717891140180374
2,5,15-4351-55357,Shrub,2015-05-13,2015,3.5,26,9,49.97099,-93.89782,6.75,1.899,0.11,14.199,21.5,1.94,5.799,0.48,0.66,0.62,12,38,255,6.799,6.799,0.76,1.399,40,2.869277792807397
2,5,15-4153-55253,Silver,2017-05-09,2017,5,91.5,39,49.87618,-94.17702,12.199,3.6,0.54,8.48,35.899,3.14,3.2,0.68,1.07,1.05,2,116,158,7.009,4.5,0.56,2.85,NA,3.3178512041917285
2,5,15-4153-55253,Silver,2016-05-16,2016,3.5,91.5,39,49.87618,-94.17702,11.6,3.56,0.58,7.929,36.799,3.259,3.7,0.71,1.179,1.07,6,104,169,6.79,3.1,0.46,2.899,NA,4.410855593834516
2,5,15-5634-54332,South Crook,2015-05-26,2015,8.7,13,5.1,49.04998,-92.1326,4.9,1.439,1.629,6.28,19.899,1.56,2.7,0.265,0.358,1.3,12,2,240,6.599,7,0.06,1.35,60,2.7963216615013584
2,5,15-5449-54565,South Wapageisi,2017-05-08,2017,2,19,5.9,49.26695,-92.38208,6.719,2.22,0.17,32.7,19.8,1.8,6.799,0.345,0.56,0.8,20,28,281,6.73,6.9,1.12,1.399,130,2.8977239677021713
2,5,15-5979-54059,Steep Rock,2017-05-08,2017,3,14,4.8,48.79669,-91.6697,45.899,14.3,0.79,10.199,105,10.6,5.2,0.695,3.41,1.929,14,1,285,7.639,10.9,2.12,4.5,40,2.357417381836571
2,5,15-5503-54708,Stormy,2015-05-14,2015,4.5,36.6,12.6,49.39447,-92.34669,34.7,10.9,0.38,9.179,74.599,8.64,4.299,0.61,1.01,0.955,6,2,239,7.49,8,1.36,2.149,NA,2.6181824979917385
2,5,15-4785-54790,Tadpole,2017-05-09,2017,3.1,36,9.6,49.47038,-93.29066,7.879,2.1,0.24,25.6,22.199,1.78,6.299,0.49,0.652,0.9,18,6,286,6.889,6,0.86,1.649,40,3.1280078105928366
2,5,15-4785-54790,Tadpole,2016-05-25,2016,2.4,36,9.6,49.47038,-93.29066,6.53,2.18,0.24,23,22,1.639,6.599,0.565,0.734,0.935,4,2,311,6.57,5.9,0.72,1.7,30,3.2036188464384727
2,5,15-6332-53357,This Man,2017-05-08,2017,3.8,39.3,11.7,48.16447,-91.2036,37.7,14.8,0.2,15.5,83.5,9.08,5.5,0.3,1.05,0.765,28,26,307,7.44,9.199,1.5,3.1,NA,2.5683464681544135
2,5,15-6332-53357,This Man,2016-05-17,2016,2.5,39.3,11.7,48.16447,-91.2036,38.299,14,0.2,15.199,87.9,9.259,6.799,0.3,1.08,0.725,12,2,307,7.28,6.8,1.28,3.2,NA,2.9651099868952904
2,5,15-5241-55137,Thunder,2017-05-09,2017,3.1,23.5,11.1,49.77882,-92.66332,44.899,13.3,4.379,25.3,112,10.4,6.4,0.98,2.97,3.399,30,12,301,7.65,12.1,1.58,2.549,40,2.281666429044241
2,5,15-5241-55137,Thunder,2016-05-16,2016,3.5,23.5,11.1,49.77882,-92.66332,42.399,12.9,4.41,23.199,111,10.4,7.799,1.01,2.97,3.39,26,24,313,7.349,9.899,1.399,2.7,50,2.4957914638828935
2,5,15-5153-55007,Trap,2017-05-09,2017,2.5,13.2,7.1,49.66182,-92.78292,57.7,16.399,6.519,30.5,140,13.5,8.9,1.35,4.69,4.24,16,1,424,7.71,13.199,0.94,1.05,80,2.337981743632239
2,5,15-5153-55007,Trap,2016-05-16,2016,2.4,13.2,7.1,49.66182,-92.78292,55.6,15.1,6.16,34.6,135,13.199,11.4,1.419,4.469,4.04,44,2,465,7.4,12.8,1.06,1.1,90,2.401918831746374
2,5,15-5770-54220,Turtle,2015-05-22,2015,4.3,18.3,6.3,48.95315,-91.94003,6.2,1.7,0.25,22.199,19.899,1.48,5.099,0.36,0.546,0.75,6,50,239,6.679,4.5,1.639,1.399,80,3.588912061711521
2,5,15-6493-54089,Union,2015-05-19,2015,1.9,14,3.8,48.82795,-90.97053,12.4,3.6,0.28,76.4,30,2.58,10.699,0.4,0.99,0.84,12,2,417,6.889,14.3,2.2,1.3,360,2.262020919812703
2,5,15-5149-54725,Upper Manitou,2015-05-13,2015,6,56,17.2,49.40161,-92.77724,36.799,10.3,0.55,5.75,80.2,9.179,4.799,0.59,1.48,1.2,6,2,246,7.48,6.5,1.159,2.549,NA,2.9176124793380844
2,5,15-4943-54343,Vista,2015-05-13,2015,4,68.9,13.1,49.06245,-93.08016,25.699,7.9,0.29,12.8,61,6.54,6.2,0.54,0.882,0.785,10,18,293,7.36,6.599,0.84,2.549,NA,2.986665881489326
2,5,15-5203-55093,Wabigoon,2017-05-09,2017,0.8,15,6.5,49.73222,-92.72928,41,12.4,3.24,80.4,97,9.359,7.799,0.99,2.52,3.04,28,8,397,7.62,37.7,1.179,1.6,810,1.6474886825605386
2,5,15-5203-55093,Wabigoon,2016-05-18,2016,1,15,6.5,49.73222,-92.72928,40.899,12.5,3.96,60.1,101,9.48,9.4,1.169,2.62,3.22,22,2,427,7.24,20.399,1.02,1.449,470,2.005385411733944
2,5,15-5472-54633,Wapageisi,2017-05-08,2017,2.6,46,11,49.32443,-92.35219,13.6,4.9,0.17,25.6,33.2,3.399,5.5,0.375,0.576,0.705,20,1,260,7.03,6.9,1.159,1.7,70,2.857822687832916
2,5,15-5472-54633,Wapageisi,2016-05-17,2016,3,46,11,49.32443,-92.35219,15.9,6.019,0.19,15.1,41.399,4.16,5.299,0.405,0.598,0.625,20,2,298,6.879,8.099,0.84,1.899,NA,2.7078878214492823
2,5,15-5684-54631,"WE66-23, (DRY-NL-651)",2017-05-08,2017,1.2,5.2,2.3,49.31937,-92.05985,4.719,1.74,0.35,94.799,18.3,1.2,10.3,0.48,0.564,0.88,12,34,338,6.549,10.1,2.66,1.05,380,2.507480408562489
2,5,15-5684-54631,"WE66-23, (DRY-NL-651)",2016-05-18,2016,1.8,5.2,2.3,49.31937,-92.05985,3.759,1.82,0.38,87.2,18.899,1.2,10.4,0.645,0.592,0.83,18,10,380,6.309,7.8,2.52,1.3,340,2.874131022376125
2,5,15-4512-54200,West Jackfish,2015-05-13,2015,2.1,18.3,5.3,48.93632,-93.66605,12.1,3.18,0.25,41.1,33.2,3.339,9.599,0.745,1.159,1.1,18,4,463,7,19.199,1.8,1.3,140,2.073592071022462
2,5,15-5816-54402,White Otter,2015-05-22,2015,6.5,56.4,22.1,49.09057,-91.86311,10.199,2.56,0.15,2.75,26.5,2.52,2.6,0.395,0.582,0.955,6,2,173,6.879,5,1.379,2.049,NA,3.1633569976323965
2,5,15-3532-55170,Whitefish,2017-05-09,2017,1.6,20.1,7,49.78718,-95.03457,10.3,3.06,0.17,36.2,27.8,2.459,7.9,0.49,0.892,0.74,28,34,363,6.99,8.199,1.139,1.3,210,2.7855870287405233
2,5,15-3532-55170,Whitefish,2016-05-16,2016,2.8,20.1,7,49.78718,-95.03457,10.199,3.14,0.21,22.8,29.6,2.68,8,0.515,1.04,0.815,24,2,335,6.75,7.5,0.8,1.449,120,2.8668658726037015
2,5,15-4495-55118,Winnange,2015-05-13,2015,8.2,115.2,27.2,49.75528,-93.70447,9.789,2.68,1.47,6.349,34.899,2.839,3.6,0.57,0.942,1.78,4,66,177,6.929,3.7,0.52,2.45,NA,3.8776856991281257
2,5,15-5678-53647,Wolseley,2017-05-08,2017,2,43,12.3,48.43632,-92.08719,8.429,2.399,0.18,38.299,26.8,NA,8,0.69,1.03,0.88,20,66,352,6.87,10.4,0.82,2.049,110,2.4938236499242548
2,5,15-5678-53647,Wolseley,2016-05-17,2016,3.5,43,12.3,48.43632,-92.08719,7.389,2.259,0.19,41.399,27.3,2.14,8.8,0.705,1.129,0.905,18,64,388,6.669,8.1,0.84,2.1,100,2.833119279147127
2,5,15-5813-53685,Your,2017-05-08,2017,1.5,20.8,5.1,48.47117,-91.88797,6.019,1.84,0.16,50.399,21.199,1.74,9,0.515,0.818,0.835,24,2,398,6.65,12.699,1.12,1.8,190,2.348309650719435
2,5,15-5813-53685,Your,2016-05-17,2016,2.2,20.8,5.1,48.47117,-91.88797,4.929,1.8,0.17,48.399,22,1.5,8.9,0.52,0.864,0.825,22,20,374,6.469,9.3,1.04,1.8,210,2.644038703321935
2,5,15-5510-54322,Z05_Cy2_03,2017-05-18,2017,2.3,2,1.4,49.0399,-92.30277,11.199,3.6,0.29,41.2,31.3,2.919,9,0.395,0.804,1.04,36,8,495,7,12.199,0.52,1.899,380,2.472490679711586
2,6,15-7025-53379,Arrow,2013-05-27,2013,8.1,54.9,17.8,48.15855,-90.26498,22.6,7.599,0.46,4.2,63.799,5.98,3,0.565,2.08,1.409,6,40,176,7.459,4.599,4,4.849,45,3.3418767252556627
2,6,15-7050-54058,Athelstane,2013-05-28,2013,3.5,32.9,9.4,48.77457,-90.20796,17.899,6.44,0.25,21,50,5.139,6.5,0.71,1.909,0.98,14,42,265,7.44,9,3.64,1.649,126,2.5269083765695477
2,6,15-7091-53688,Batwing,2013-05-27,2013,2,14.9,6.6,48.44209,-90.17355,11.6,4.4,0.26,50.2,37.2,3.06,10.9,0.405,1.51,0.995,8,48,390,7.129,8.699,1.879,1.649,210,2.7436303884551134
2,6,16-4566-55070,Beatty,2013-05-29,2013,5,27.5,6.1,49.71792,-87.60467,87,37.5,0.34,7.4,190,23.8,4.099,0.33,4.75,0.6,16,74,244,8.08,7.4,2.06,1.449,66,2.7284578569540128
2,6,15-6578-54141,Bedivere,2014-05-28,2014,1.8,12.5,5.2,48.86818,-90.84937,10.9,4.179,0.19,80.299,32.299,2.459,11,0.385,1.08,0.89,28,18,414,7.179,13.1,2.48,1.6,350,2.3355042961655466
2,6,16-3706-53956,Bisect,2013-08-26,2013,4.4,13.1,5.9,48.70281,-88.75896,12.199,3.48,0.14,28.8,30.8,2.98,7.099,0.24,1.37,0.715,18,2,313,7.15,5.599,1.12,1.55,NA,3.3020475024518707
2,6,16-3634-54687,Black Sturgeon,2013-05-29,2013,2.6,52.4,18.5,49.35824,-88.87211,33.799,11.9,9.619,62.2,120,8.88,11.4,0.65,3.49,7.82,2,158,340,7.66,7.2,3.58,3.5,202,2.932398467451097
2,6,15-7020-53669,Blunder,2014-05-27,2014,1.8,6.7,2.6,48.42444,-90.26943,8.71,3.58,0.36,130,29.6,2.16,14.1,0.295,1.129,0.84,26,70,498,6.919,14.6,3.04,1.25,640,2.310696895728249
2,6,15-6747-53842,Burchell,2013-05-27,2013,3.1,74.7,24.3,48.58834,-90.62706,22.899,12.8,3.85,13.4,99.4,6.2,5,0.735,1.899,3.189,2,116,187,7.45,3.1,2.72,12.3,71,4.497820221742404
2,6,16-3663-55543,Castle,2013-05-28,2013,2.7,36,9.6,50.1269,-88.87219,29.399,9.46,0.48,16.199,69.799,7.4,4.5,0.6,2.04,1.32,16,2,231,7.58,7.599,1.679,2.45,62,2.6666385688548213
2,6,16-3534-54692,Circle,2013-05-29,2013,1.9,15,5.2,49.35977,-89.01858,24.899,8.859,0.44,72.2,66.4,6.919,12.5,0.55,2.47,1.95,26,96,456,7.509,12.8,4.2,1,265,2.394277605475431
2,6,16-3700-54335,Cliff,2013-05-29,2013,4.2,12,5.4,49.04188,-88.77821,34,12.8,0.4,14,82,9.5,4.7,0.34,3.129,0.915,64,118,281,7.719,4.299,0.6,0.9,145,3.8063973960504023
2,6,16-3557-55322,Cry,2013-05-28,2013,5,47.6,22.2,49.92643,-89.01587,27.8,9.439,0.41,5.799,68.599,7.28,2.2,0.53,2.049,1.37,10,16,150,7.509,4.799,1.84,3.899,42,3.153683858208849
2,6,16-3103-54530,"des Iles, La.",2013-06-06,2013,2,30,5.3,49.20226,-89.61011,19.899,5.78,0.64,58.6,58,5.179,10.199,0.43,3.069,1.62,26,12,356,7.5,18.399,2.2,3.1,43,2.0136333446851324
2,6,15-6827-54135,"des Mille Lacs, La.",2013-05-27,2013,1.3,24.4,6.8,48.87653,-90.51282,16.399,6.059,2.18,101,49.399,3.859,15.1,0.585,1.7,1.94,20,58,505,7.19,22.699,2.16,1,694,1.9908284234862412
2,6,16-3132-54041,Dog,2013-06-06,2013,2,117,29.6,48.77812,-89.51281,20.5,7.639,0.54,77.599,58.799,5.219,12.1,0.635,2.39,1.21,16,156,369,7.45,8.699,3.459,2,54,2.7181845420774637
2,6,16-4433-55531,Elbow,2013-05-29,2013,2.3,38.4,8.8,50.1298,-87.7934,46.2,19.5,0.3,86.799,104,12.6,14.699,0.51,3.649,0.48,36,28,444,7.679,14.9,1.879,0.95,177,2.251084473920346
2,6,16-3724-53943,Elbow,2013-05-30,2013,2.2,19,6.7,48.6909,-88.73401,8.31,3,0.14,44.799,26.8,2.74,7.2,0.22,1.1,0.53,28,84,346,6.969,15.199,1.659,1.35,40,2.143395635412827
2,6,15-6979-55108,Empire,2014-05-23,2014,2.2,23.5,6,49.71999,-90.24726,12.5,3.58,0.23,56.399,29.899,3.16,8.3,0.535,0.974,0.905,8,60,646,6.95,7.599,1.84,1.1,230,3.170341760026351
2,6,16-3884-54562,Frazer,2013-05-29,2013,2.1,12.2,5.3,49.24882,-88.52882,28.1,9.24,0.88,23.6,72.599,7.74,6,0.43,2.52,1.669,16,50,289,7.61,7,4.08,1.449,100,2.891070725325516
2,6,15-6904-53837,Greenwater,2013-05-27,2013,5,54.9,18.1,48.57454,-90.42999,25.6,9.679,0.35,9,65.599,6.96,3.799,0.545,1.659,0.885,4,34,175,7.519,5.4,2.2,3.049,54,3.029982707010639
2,6,15-6648-53638,Greenwood,2013-05-27,2013,2,18,4.4,48.41068,-90.77609,7.339,3.359,0.21,63.6,28.199,1.919,11.5,0.335,1.04,0.9,18,74,394,6.879,9,2.14,2.7,296,2.7064592369508245
2,6,15-6812-53794,Grouse,2013-05-27,2013,5,38.4,15.7,48.54321,-90.54489,17,6.419,0.39,9.199,47,4.62,4.299,0.475,1.3,0.8,20,30,260,7.339,8.9,0.76,2.799,49,2.530950286017873
2,6,16-2880-54647,Hine,2013-05-28,2013,2.1,4.8,1.8,49.29861,-89.919,13.5,5.599,0.16,51.2,34.399,3.56,10.6,0.355,1.26,0.34,22,12,392,7.339,8.599,0.56,0.05,515,2.76049122324371
2,6,16-3069-55034,Holinshead,2013-06-06,2013,1.7,16.8,5.3,49.65403,-89.68153,11,4.139,0.15,92.599,32.2,3.08,11.9,0.59,1.25,0.745,32,44,424,7.139,17.899,2.68,0.9,99,2.0931859548140648
2,6,15-7111-54802,Holly,2013-05-28,2013,2.7,10,2.9,49.43642,-90.08177,9.669,3.399,0.12,30.399,29.6,2.919,6.7,0.35,0.995,0.73,22,6,277,7.23,7.7,2.16,0.85,194,2.7380913620769034
2,6,16-3207-54488,Jolly,2013-06-06,2013,1.5,5,2.1,49.16785,-89.45932,20.8,7.86,0.24,79.2,53.2,5.66,11.199,0.475,1.75,0.795,42,24,459,7.459,12.4,3.62,1,74,2.426732604497129
2,6,15-6913-53983,Kashabowie,2013-06-06,2013,2.9,35,7.4,48.71886,-90.39423,12.199,4.36,0.26,58.799,36.799,3.22,10.699,0.62,1.58,1.01,14,48,339,7.259,7.799,2.799,1.3,67,2.819080217402304
2,6,16-2863-55212,Kashishibog,2013-05-28,2013,2.5,16,3.3,49.80782,-89.97097,7.16,2.74,0.15,52.2,22.3995,2.04,8.5,0.395,0.9,0.725,12,36,312,6.9,8.3,2.16,0.8,513,2.698636447099104
2,6,15-7008-55644,Kawaweogama,2017-05-24,2017,3.2,15.5,3.2,50.19687,-90.18618,9.48,2.919,0.17,48.899,25.199,2.279,7.799,0.425,0.83,0.7,10,16,298,6.98,7.4,2.08,0.95,80,2.82764427994688
2,6,15-7163-54881,Kearns,2013-05-28,2013,2.4,15.3,5.4,49.50753,-90.01676,17.899,6.04,0.24,50.2,46.799,4.94,8.9,0.675,1.52,0.875,34,22,349,7.429,19.899,3.04,0.85,226,1.9545992805197236
2,6,16-3657-54310,Little Moraine,2016-05-25,2016,7,32,13.2,49.01989,-88.83585,49.399,12.4,0.77,6.769,108,11.5,4,0.44,4.74,1.87,6,2,235,7.379,5.599,2.06,3.45,NA,3.1374131288077214
2,6,16-4080-53975,Lost,2013-05-29,2013,1.8,12,3,48.72577,-88.25103,20.199,7,0.98,75.4,59.799,5.679,13.6,0.32,2.779,1.49,76,66,549,7.4,11.4,2.74,1.85,313,2.5828764229368484
2,6,16-3237-55525,Maggotte,2013-05-28,2013,1.8,24,7.4,50.10119,-89.46517,4.4,2.1,0.42,94,18,1.34,11.8,0.47,0.685,0.585,16,44,356,6.53,10.699,2.48,0.35,457,2.469143229025745
2,6,16-2901-53647,Marks,2013-07-09,2013,1.3,13.9,3.6,48.4031,-89.83696,17.399,7.96,0.13,79,52.399,3.72,13.1,0.625,1.51,0.9,2,2,536,7.37,14,2.96,4.2,NA,2.374869837414316
2,6,15-7026-53901,Middle Shebandowan,2013-06-06,2013,3.8,25,9.7,48.64559,-90.26705,20.5,7.74,2.759,20.399,63.2,5.559,6.9,0.565,1.649,2.279,20,2,259,7.549,7,3.04,2.549,53,2.8351762031085768
2,6,16-3593-54568,Muskrat,2017-05-24,2017,2.1,7.6,4,49.25292,-88.94318,29.199,7.099,1.669,59.7,68.7,6.099,10.1,0.46,2.529,3.069,14,4,426,7.379,14.1,3.839,1.149,280,2.281990915744542
2,6,16-3680-53921,Nalla,2013-08-09,2013,3.5,21,8.3,48.6695,-88.79215,10.9,3.399,0.17,28,33.2,2.96,8,0.29,1.379,0.75,6,2,295,7.259,4.7,2.1,2.2,NA,3.625689512007913
2,6,15-6723-53466,Northernght L.,2013-06-06,2013,3.3,39.7,8.4,48.24446,-90.6759,14.1,4.879,0.43,31,41.2,3.68,7.9,0.4,1.53,1.07,28,2,343,7.4,9.099,1.439,1.85,NA,2.630812345608994
2,6,16-3346-55390,Obonga,2013-05-28,2013,3.5,71.7,16.1,49.97411,-89.3113,15.199,5.219,0.3,44.399,40,4.12,7.599,0.57,1.439,0.92,4,88,219,7.25,5.2,3,1.399,219,3.2317000687194444
2,6,16-4000-54670,Oskawe,2013-05-29,2013,2.5,18,6.2,49.34929,-88.37581,27.399,9.46,0.73,30.199,69,7.339,8.199,0.345,2.399,1.22,16,2,337,7.62,9.5,0.72,1.3,113,2.5733816358430883
2,6,15-6981-54703,Pakashkan,2013-05-28,2013,2.5,21.4,4.1,49.39128,-90.27892,25.6,8.679,0.34,37.2,62,7.12,6.099,0.845,2.049,1.05,20,52,262,7.58,9.5,4.66,1.149,371,2.4621173252349315
2,6,16-3488-53829,Penassens,2013-07-09,2013,2,14,2.7,48.58443,-89.04505,9.22,3.5,0.15,69.4,27.8,2.6,9.699,0.225,1.1,0.755,18,2,452,7.049,11.3,1.2,1.449,NA,2.512273932394869
2,6,16-3708-54345,Pringle,2016-05-25,2016,6.5,29,10.2,49.05233,-88.76841,18.899,5.879,0.21,12.8,46.799,4.44,5.2,0.295,1.53,0.805,2,2,256,7,7.099,0.74,2.6,NA,2.809387324979484
2,6,16-3964-54451,Purdom,2013-05-29,2013,2.1,8.2,3.2,49.15261,-88.4217,17.3,6.879,0.34,73.799,50.6,4.879,11.5,0.55,2.08,0.825,24,86,416,7.4,11.6,2.7,1.149,262,2.452005600889857
2,6,16-3610-55699,Randolph,2013-05-28,2013,3,15.4,7.8,50.27741,-88.96094,33.1,11.199,2.22,41,80.799,8.619,5.4,1.02,2.21,1.909,62,78,211,7.379,6.599,4.419,1.85,84,2.814116409978191
2,6,15-7053-53459,Sandstone,2013-05-27,2013,3.5,23.8,7.3,48.23175,-90.24029,31.8,12.199,2.319,28.6,87,8.14,7.2,0.445,2.33,1.32,10,32,321,7.589,9.099,2.819,3.7,94,2.6009491107027203
2,6,15-6988-53913,Shebandowans,2013-06-06,2013,3.2,36.6,6.1,48.64304,-90.30157,17.0995,6.62,2.1944999999999997,32.799499999999995,55.4,4.7595,7.95,0.5825,1.5545,2.0445,22,13,285.5,7.455,7.4,2.7995,2.25,61.5,2.8063843136944753
2,6,15-7031-55216,Sparkling,2013-05-28,2013,1.9,30.5,9.7,49.81424,-90.17712,6.879,2.7,0.24,58.2,22.399,2.02,9.099,0.42,0.87,0.745,10,48,341,6.809,9.3,2.22,0.85,489,2.6028252197673827
2,6,15-6804-53764,Squeers,2013-05-27,2013,5,33.6,11.5,48.51628,-90.55746,14.1,5.559,0.33,8.8,42.2,4.019,3.899,0.41,1.159,0.745,18,12,236,7.29,9.3,0.52,3.25,73,2.4386271323962254
2,6,15-6832-53585,Titmarsh,2013-05-27,2013,4.3,49.4,13.6,48.35538,-90.52995,11.8,4.139,0.12,20,35.2,4.32,6.299,0.365,1.29,0.885,2,80,225,7.2,5.4,1.919,1.7,96,3.1773285288153477
2,6,15-6587-53594,Twinhouse,2015-05-22,2015,3.6,15,5.3,48.3689,-90.85668,4.61,1.56,0,28.199,17.6,1.12,7.5,0.21,0.488,0.645,4,40,299,6.61,5.7,0.86,1.649,110,3.2430254508701233
2,6,16-3744-54268,Unknown,2013-07-31,2013,6,25,7.7,48.98106,-88.72206,15.4,4.559,0.21,6.4,41.2,4.099,3.2,0.27,1.61,0.625,8,2,242,7.429,5.799,0.18,2.35,NA,3.0929704326048135
2,6,15-7071-54348,Upper Kaogomok,2013-05-28,2013,1.5,2,1.7,49.04034,-90.16612,18.699,7.08,0.43,75.599,48.2,4.94,13.199,0.62,2,0.815,30,16,468,7.44,15.9,2.64,0.7,796,2.217668238706148
2,6,15-6867-53877,Upper Shebandowan,2013-06-06,2013,2.5,37,6.4,48.63351,-90.44608,13.699,5.5,1.629,45.2,47.6,3.96,9,0.6,1.459,1.81,24,24,312,7.36,7.799,2.56,1.95,70,2.7789341159830374
2,6,16-3483-54344,Walotka,2013-05-29,2013,3,23,9.8,49.04481,-89.07437,10.4,4.099,0.22,28.6,35.6,3.259,6.4,0.305,1.429,0.64,4,122,234,7.23,4.7,1.8,1.6,76,3.4780651606243085
2,6,15-7048-55476,Wapikaimaski,2013-05-28,2013,1.8,61.5,7.9,50.06193,-90.1059,10.1,3.62,0.17,56.2,28,2.58,9,0.515,1.04,0.765,8,50,306,7.0095,7.7995,2.2,0.85,230,2.7694568046861123
2,6,16-3500-55543,Waweig,2013-05-28,2013,3.3,42.7,15.2,50.12945,-89.09663,23.1,7.759,0.89,20,57.6,5.96,4.9,0.82,1.899,1.48,4,54,179,7.41,5.9,3,1.05,NA,2.895446848846175
2,6,15-7012-54867,Weaver,2013-05-28,2013,1.8,18,2.1,49.53029,-90.19699,12.699,4.54,0.16,66.799,34.6,3.399,8.699,0.59,1.28,0.845,18,42,324,7.16,12.1,3.359,0.8,486,2.311093396626055
2,6,16-4332-55499,Weewullee,2013-05-29,2013,3.2,45,15.4,50.09338,-87.9311,107,38.7,0.35,10.8,225,29,4.299,0.69,7.2,0.635,56,72,300,8.16,7.599,2.18,0.6,800,2.7946413406712827
2,6,16-2773-53446,Whitefish,2013-05-27,2013,2.3,6.4,2,48.22119,-90.00085,60.8995,20.8995,2.98,13.4,144,15.5,5.5,0.6,4.3795,2.41,32,2,465,7.95,13.5,3.24,3.5,257,2.353290495645066
2,7,16-4420-54651,Barbara,2017-06-02,2017,3.3,54.9,14,49.34384,-87.80103,22,7.179,0.2,40.299,52.799,4.78,7.9,0.375,1.71,0.505,8,156,217,7.269,2.5,1.52,1.6,NA,5.630867222872203
2,7,16-4457-54868,Bigamy,2016-08-07,2016,1.4,10,2.4,49.53574,-87.75902,25.199,9.359,0.15,132,62,6.099,18,0.59,2.1,0.54,18,2,572,7.07,11.8,1.32,0.85,150,2.5637857264693653
2,7,16-4450-54254,Buckaday,2016-05-17,2016,3,33.6,7.1,48.98064,-87.75228,4.769,2.359,0.36,76.099,21.699,1.56,11.1,0.29,0.662,0.74,10,82,399,6.339,7.299,2.1,1.75,220,2.992593702313954
2,7,16-5188-55331,Burrows,2016-05-15,2016,2.9,18.3,2.9,49.9523,-86.73837,91.2,25.699,2.569,35.6,173,19.8,10.8,0.325,5.11,1.97,14,14,347,7.719,8.399,1.98,0.7,70,2.733529754035733
2,7,16-5042-54260,Cairngorm,2017-06-02,2017,2.5,61,14.7,48.99187,-86.93716,5.099,2.64,0.19,57.7,22.8,1.439,8.599,0.435,0.596,0.49,8,182,203,6.629,4.099,1.62,2.549,60,3.703322155098327
2,7,16-4995-54471,Catlonite,2017-06-02,2017,2,35.1,11,49.17841,-87.00698,22.399,7.74,0.5,79.599,54.899,4.94,12.1,0.535,1.85,0.66,10,106,358,7.349,5.599,2.02,1.85,60,3.3792125686462224
