waterbodyID,lakeName,lat,long,latD,latM1,latM2,longD,longM1,longM2,waterbodyID_OG,lakeName_a,lakeName_b,waterbodyAndLake,waterbodyAndLake_ok,waterbodyAndLake_pieces,waterbodyAndLake_remainder
15-6244-55581,Singapore ,50.16413,-91.26503,50,1,6,91,2,6,15-6244-55581,Singapore,,15-6244-55581 Singapore ,TRUE,3,
15-6889-55829,Smye ,50.3698,-90.34435,50,3,6,90,3,4,15-6889-55829,Smye,,15-6889-55829 Smye ,TRUE,3,
15-6304-54898,Sowden ,49.54735,-91.20672,49,5,4,91,2,0,15-6304-54898,Sowden,,15-6304-54898 Sowden ,TRUE,3,
15-5394-55901,Spruce ,50.46512,-92.44463,50,4,6,92,4,4,15-5394-55901,Spruce,,15-5394-55901 Spruce ,TRUE,3,
15-6146-55661,Stanzhikimi ,50.24067,-91.3921,50,2,4,91,3,9,15-6146-55661,Stanzhikimi,,15-6146-55661 Stanzhikimi ,TRUE,3,
15-6600-55380,Sturgeon ,49.92729,-90.89686,49,9,2,90,8,9,15-6600-55380,Sturgeon,,15-6600-55380 Sturgeon ,TRUE,3,
15-6319-61411,Sturgeon ,55.39228,-90.89618,55,3,9,90,8,9,15-6319-61411,Sturgeon,,15-6319-61411 Sturgeon ,TRUE,3,
15-4602-55724,Sup ,50.30519,-93.55796,50,3,0,93,5,5,15-4602-55724,Sup,,15-4602-55724 Sup ,TRUE,3,
15-5430-56831,Superstition ,51.31177,-92.40367,51,3,1,92,4,0,15-5430-56831,Superstition,,15-5430-56831 Superstition ,TRUE,3,
15-5085-55575,Thaddeus ,50.17463,-92.89251,50,1,7,92,8,9,15-5085-55575,Thaddeus,,15-5085-55575 Thaddeus ,TRUE,3,
15-4305-55763,Tide ,50.33775,-93.98355,50,3,3,93,9,8,15-4305-55763,Tide,,15-4305-55763 Tide ,TRUE,3,
15-4238-55430,Tom ,50.03637,-94.06278,50,0,3,94,0,6,15-4238-55430,Tom,,15-4238-55430 Tom ,TRUE,3,
15-6233-55269,Towers ,49.88748,-91.2871,49,8,8,91,2,8,15-6233-55269,Towers,,15-6233-55269 Towers ,TRUE,3,
15-4784-56717,Trout ,51.19868,-93.30949,51,1,9,93,3,0,15-4784-56717,Trout,,15-4784-56717 Trout ,TRUE,3,
15-4591-56414,Two Island ,50.92636,-93.58091,50,9,2,93,5,8,15-4591-56414,Two,Island,15-4591-56414 Two Island ,FALSE,4, 
15-5290-56555,Uchi ,51.05258,-92.58668,51,0,5,92,5,8,15-5290-56555,Uchi,,15-5290-56555 Uchi ,TRUE,3,
15-3754-55732,Umfreville ,50.32297,-94.83832,50,3,2,94,8,3,15-3754-55732,Umfreville,,15-3754-55732 Umfreville ,TRUE,3,
15-5752-55022,NA,49.66803,-91.95766,49,6,6,91,9,5,15-5752-55022,"NA",NA,15-5752-55022 NA,FALSE,2,
15-4255-56385,Upper Medicine Stone ,50.89562,-94.05979,50,8,9,94,0,5,15-4255-56385,Upper,Medicine,15-4255-56385 Upper Medicine Stone ,FALSE,5, Stone 
15-5331-56487,Upper Slate ,50.99063,-92.52834,50,9,9,92,5,2,15-5331-56487,Upper,Slate,15-5331-56487 Upper Slate ,FALSE,4, 
15-4205-55446,NA,50.04994,-94.11017,50,0,4,94,1,1,15-4205-55446,"NA",NA,15-4205-55446 NA,FALSE,2,
16-3275-56692,Vallas ,51.15044,-89.47299,51,1,5,89,4,7,16-3275-56692,Vallas,,16-3275-56692 Vallas ,TRUE,3,
15-6048-54975,Victoria ,49.62381,-91.54686,49,6,2,91,5,4,15-6048-54975,Victoria,,15-6048-54975 Victoria ,TRUE,3,
15-4880-55820,Wabaskang ,50.38864,-93.22539,50,3,8,93,2,2,15-4880-55820,Wabaskang,,15-4880-55820 Wabaskang ,TRUE,3,
15-5545-58965,Wapesi ,53.21668,-92.18729,53,2,1,92,1,8,15-5545-58965,Wapesi,,15-5545-58965 Wapesi ,TRUE,3,
15-5464-56006,Wapesi ,50.54216,-92.33631,50,5,4,92,3,3,15-5464-56006,Wapesi,,15-5464-56006 Wapesi ,TRUE,3,
15-5209-57140,Wavell ,51.5779,-92.69876,51,5,7,92,6,9,15-5209-57140,Wavell,,15-5209-57140 Wavell ,TRUE,3,
15-6775-54775,Wawang ,49.42645,-90.55214,49,4,2,90,5,5,15-6775-54775,Wawang,,15-6775-54775 Wawang ,TRUE,3,
15-4590-56024,Wegg ,50.57368,-93.57949,50,5,7,93,5,7,15-4590-56024,Wegg,,15-4590-56024 Wegg ,TRUE,3,
15-4894-56194,Wenasaga ,50.72869,-93.15031,50,7,2,93,1,5,15-4894-56194,Wenasaga,,15-4894-56194 Wenasaga ,TRUE,3,
15-5192-56320,Whitemud ,50.8448,-92.73259,50,8,4,92,7,3,15-5192-56320,Whitemud,,15-5192-56320 Whitemud ,TRUE,3,
15-6259-55257,Whiterock ,49.86702,-91.24927,49,8,6,91,2,4,15-6259-55257,Whiterock,,15-6259-55257 Whiterock ,TRUE,3,
15-5276-57442,Willis ,51.85683,-92.60418,51,8,5,92,6,0,15-5276-57442,Willis,,15-5276-57442 Willis ,TRUE,3,
15-3805-55872,NA,50.42502,-94.68222,50,4,2,94,6,8,15-3805-55872,"NA",NA,15-3805-55872 NA,FALSE,2,
15-3543-56122,Wingiskus ,50.64506,-95.06149,50,6,4,95,0,6,15-3543-56122,Wingiskus,,15-3543-56122 Wingiskus ,TRUE,3,
15-6217-55096,Wintering ,49.72761,-91.31415,49,7,2,91,3,1,15-6217-55096,Wintering,,15-6217-55096 Wintering ,TRUE,3,
15-4383-55582,Wolf ,50.17513,-93.86438,50,1,7,93,8,6,15-4383-55582,Wolf,,15-4383-55582 Wolf ,TRUE,3,
15-5179-56721,Woman ,51.20095,-92.75446,51,2,0,92,7,5,15-5179-56721,Woman,,15-5179-56721 Woman ,TRUE,3,
15-3895-55970,Wyder ,50.51618,-94.55925,50,5,1,94,5,5,15-3895-55970,Wyder,,15-3895-55970 Wyder ,TRUE,3,
15-4562-55905,Zizania Creek,50.47581,-93.61485,50,4,7,93,6,1,15-4562-55905,Zizania,Creek,15-4562-55905 Zizania Creek,TRUE,3,
15-4634-55960,Zizania ,50.52395,-93.50597,50,5,2,93,5,0,15-4634-55960,Zizania,,15-4634-55960 Zizania ,TRUE,3,
17-4242-51534,24 Mile ,46.53173,-81.98763,46,5,3,81,9,8,17-4242-51534,24,Mile,17-4242-51534 24 Mile ,FALSE,4, 
15-4640-55200,Aaron ,49.83128,-93.50248,49,8,3,93,5,0,15-4640-55200,Aaron,,15-4640-55200 Aaron ,TRUE,3,
15-5970-53925,Abbess ,48.67977,-91.68384,48,6,7,91,6,8,15-5970-53925,Abbess,,15-5970-53925 Abbess ,TRUE,3,
15-6228-53450,Agnes ,48.22804,-91.35112,48,2,2,91,3,5,15-6228-53450,Agnes,,15-6228-53450 Agnes ,TRUE,3,
15-4216-54977,Andy ,49.62961,-94.08984,49,6,2,94,0,8,15-4216-54977,Andy,,15-4216-54977 Andy ,TRUE,3,
15-5968-54021,Apungsisagen ,48.76147,-91.68993,48,7,6,91,6,8,15-5968-54021,Apungsisagen,,15-5968-54021 Apungsisagen ,TRUE,3,
15-5888-53453,Argo ,48.25397,-91.80679,48,2,5,91,8,0,15-5888-53453,Argo,,15-5888-53453 Argo ,TRUE,3,
15-4602-54790,Atikwa ,49.49768,-93.53348,49,4,9,93,5,3,15-4602-54790,Atikwa,,15-4602-54790 Atikwa ,TRUE,3,
15-4487-55234,Augite ,49.8623,-93.71668,49,8,6,93,7,1,15-4487-55234,Augite,,15-4487-55234 Augite ,TRUE,3,
15-5236-53978,Bad Vermilion ,48.72571,-92.68243,48,7,2,92,6,8,15-5236-53978,Bad,Vermilion,15-5236-53978 Bad Vermilion ,FALSE,4, 
15-4185-55186,Base ,49.81946,-94.12351,49,8,1,94,1,2,15-4185-55186,Base,,15-4185-55186 Base ,TRUE,3,
15-5662-53769,Beaverhouse ,48.54596,-92.10223,48,5,4,92,1,0,15-5662-53769,Beaverhouse,,15-5662-53769 Beaverhouse ,TRUE,3,
15-5627-54632,Bending ,49.32637,-92.15291,49,3,2,92,1,5,15-5627-54632,Bending,,15-5627-54632 Bending ,TRUE,3,
15-4302-54803,Berry ,49.47183,-93.96128,49,4,7,93,9,6,15-4302-54803,Berry,,15-4302-54803 Berry ,TRUE,3,
15-6049-54231,Bethune ,48.95168,-91.57173,48,9,5,91,5,7,15-6049-54231,Bethune,,15-6049-54231 Bethune ,TRUE,3,
15-4298-55335,Big Island ,49.95155,-93.97876,49,9,5,93,9,7,15-4298-55335,Big,Island,15-4298-55335 Big Island ,FALSE,4, 
15-4218-54877,Black ,49.54106,-94.07975,49,5,4,94,0,7,15-4218-54877,Black,,15-4218-54877 Black ,TRUE,3,
15-3982-55227,Black Sturgeon s,49.84838,-94.36373,49,8,4,94,3,6,15-3982-55227,Black,Sturgeon,15-3982-55227 Black Sturgeon s,FALSE,4, s
15-6386-53456,Blackstone ,48.24321,-91.14132,48,2,4,91,1,4,15-6386-53456,Blackstone,,15-6386-53456 Blackstone ,TRUE,3,
15-4100-55022,Blindfold ,49.67003,-94.25758,49,6,7,94,2,5,15-4100-55022,Blindfold,,15-4100-55022 Blindfold ,TRUE,3,
15-3755-55568,Blueberry ,50.15109,-94.74174,50,1,5,94,7,4,15-3755-55568,Blueberry,,15-3755-55568 Blueberry ,TRUE,3,
15-4725-54467,Bluffpoint ,49.1767,-93.37447,49,1,7,93,3,7,15-4725-54467,Bluffpoint,,15-4725-54467 Bluffpoint ,TRUE,3,
15-4430-54221,Burditt ,48.96059,-93.77003,48,9,6,93,7,7,15-4430-54221,Burditt,,15-4430-54221 Burditt ,TRUE,3,
15-6075-53504,Burt ,48.29252,-91.56278,48,2,9,91,5,6,15-6075-53504,Burt,,15-6075-53504 Burt ,TRUE,3,
15-5246-55025,Butler ,49.67307,-92.6663,49,6,7,92,6,6,15-5246-55025,Butler,,15-5246-55025 Butler ,TRUE,3,
15-4610-54218,Calder ,48.94489,-93.5328,48,9,4,93,5,3,15-4610-54218,Calder,,15-4610-54218 Calder ,TRUE,3,
15-5676-54025,Calm ,48.78402,-92.08944,48,7,8,92,0,8,15-5676-54025,Calm,,15-5676-54025 Calm ,TRUE,3,
15-6098-53616,Camel ,48.40578,-91.51269,48,4,0,91,5,1,15-6098-53616,Camel,,15-6098-53616 Camel ,TRUE,3,
15-5503-53695,Captain Tom ,48.47819,-92.31846,48,4,7,92,3,1,15-5503-53695,Captain,Tom,15-5503-53695 Captain Tom ,FALSE,4, 
15-4431-54685,Caviar ,49.37469,-93.77506,49,3,7,93,7,7,15-4431-54685,Caviar,,15-4431-54685 Caviar ,TRUE,3,
15-4375-54620,Cedartree ,49.30386,-93.86676,49,3,0,93,8,6,15-4375-54620,Cedartree,,15-4375-54620 Cedartree ,TRUE,3,
15-5747-53824,Cirrus ,48.62465,-91.91309,48,6,2,91,9,1,15-5747-53824,Cirrus,,15-5747-53824 Cirrus ,TRUE,3,
15-3738-55065,Clearwater Bay,49.70637,-94.75372,49,7,0,94,7,5,15-3738-55065,Clearwater,Bay,15-3738-55065 Clearwater Bay,TRUE,3,
15-5755-54281,Clearwater West ,49.00747,-91.98602,49,0,0,91,9,8,15-5755-54281,Clearwater,West,15-5755-54281 Clearwater West ,FALSE,4, 
15-4552-55258,Cobble ,49.89458,-93.61903,49,8,9,93,6,1,15-4552-55258,Cobble,,15-4552-55258 Cobble ,TRUE,3,
15-6013-53540,Conmee ,48.33273,-91.64059,48,3,3,91,6,4,15-6013-53540,Conmee,,15-6013-53540 Conmee ,TRUE,3,
15-5634-54343,Crook ,49.05957,-92.13549,49,0,5,92,1,3,15-5634-54343,Crook,,15-5634-54343 Crook ,TRUE,3,
15-6401-54050,Crooked Pine ,48.7846,-91.09824,48,7,8,91,0,9,15-6401-54050,Crooked,Pine,15-6401-54050 Crooked Pine ,FALSE,4, 
15-4115-55351,Cross ,49.96489,-94.23609,49,9,6,94,2,3,15-4115-55351,Cross,,15-4115-55351 Cross ,TRUE,3,
15-5858-54247,Crowrock ,48.97243,-91.79738,48,9,7,91,7,9,15-5858-54247,Crowrock,,15-5858-54247 Crowrock ,TRUE,3,
15-6263-53964,Crystal ,48.7076,-91.27802,48,7,0,91,2,7,15-6263-53964,Crystal,,15-6263-53964 Crystal ,TRUE,3,
15-3653-55394,Cygnet ,49.99142,-94.88562,49,9,9,94,8,8,15-3653-55394,Cygnet,,15-3653-55394 Cygnet ,TRUE,3,
15-4399-55286,Daniels ,49.92424,-93.85166,49,9,2,93,8,5,15-4399-55286,Daniels,,15-4399-55286 Daniels ,TRUE,3,
15-5704-54495,Dibble ,49.19884,-92.02659,49,1,9,92,0,2,15-5704-54495,Dibble,,15-5704-54495 Dibble ,TRUE,3,
15-5320-54970,Dinorwic ,49.62051,-92.56305,49,6,2,92,5,6,15-5320-54970,Dinorwic,,15-5320-54970 Dinorwic ,TRUE,3,
15-4342-54693,Dogpaw ,49.36962,-93.90523,49,3,6,93,9,0,15-4342-54693,Dogpaw,,15-4342-54693 Dogpaw ,TRUE,3,
15-4148-55077,Dogtooth ,49.69869,-94.15775,49,6,9,94,1,5,15-4148-55077,Dogtooth,,15-4148-55077 Dogtooth ,TRUE,3,
15-5124-54968,Dor� ,49.61582,-92.83074,49,6,1,92,8,3,15-5124-54968,Dor�,,15-5124-54968 Dor� ,TRUE,3,
15-5704-54143,Dovetail ,48.87992,-92.0409,48,8,7,92,0,4,15-5704-54143,Dovetail,,15-5704-54143 Dovetail ,TRUE,3,
15-4395-54864,Dryberry ,49.54722,-93.85008,49,5,4,93,8,5,15-4395-54864,Dryberry,,15-4395-54864 Dryberry ,TRUE,3,
15-4950-55030,Eagle ,49.66881,-93.27879,49,6,6,93,2,7,15-4950-55030,Eagle,,15-4950-55030 Eagle ,TRUE,3,
15-4606-55329,Edward ,49.9464,-93.55602,49,9,4,93,5,5,15-4606-55329,Edward,,15-4606-55329 Edward ,TRUE,3,
15-5429-54280,Eltrut ,49.00154,-92.41658,49,0,0,92,4,1,15-5429-54280,Eltrut,,15-5429-54280 Eltrut ,TRUE,3,
15-5231-54423,Entwine ,49.13684,-92.68273,49,1,3,92,6,8,15-5231-54423,Entwine,,15-5231-54423 Entwine ,TRUE,3,
15-6340-53970,Eva ,48.71744,-91.15971,48,7,1,91,1,5,15-6340-53970,Eva,,15-6340-53970 Eva ,TRUE,3,
15-5688-53944,Factor ,48.70208,-92.0698,48,7,0,92,0,6,15-5688-53944,Factor,,15-5688-53944 Factor ,TRUE,3,
15-6317-54251,Farley ,48.96092,-91.20674,48,9,6,91,2,0,15-6317-54251,Farley,,15-6317-54251 Farley ,TRUE,3,
15-6034-54181,Finlayson ,48.9101,-91.58889,48,9,1,91,5,8,15-6034-54181,Finlayson,,15-6034-54181 Finlayson ,TRUE,3,
15-5172-54948,Godson ,49.60903,-92.76425,49,6,0,92,7,6,15-5172-54948,Godson,,15-5172-54948 Godson ,TRUE,3,
15-4490-55266,Gordon ,49.89387,-93.70945,49,8,9,93,7,0,15-4490-55266,Gordon,,15-4490-55266 Gordon ,TRUE,3,
15-5670-54304,Grey Trout ,49.0294,-92.07951,49,0,2,92,0,7,15-5670-54304,Grey,Trout,15-5670-54304 Grey Trout ,FALSE,4, 
15-4951-54235,Grimshaw ,48.96977,-93.07532,48,9,6,93,0,7,15-4951-54235,Grimshaw,,15-4951-54235 Grimshaw ,TRUE,3,
15-5293-55287,Gullwing ,49.91183,-92.60645,49,9,1,92,6,0,15-5293-55287,Gullwing,,15-5293-55287 Gullwing ,TRUE,3,
15-4279-55138,Hawk ,49.76759,-93.99944,49,7,6,93,9,9,15-4279-55138,Hawk,,15-4279-55138 Hawk ,TRUE,3,
15-5242-54196,Heron ,48.93116,-92.67054,48,9,3,92,6,7,15-5242-54196,Heron,,15-5242-54196 Heron ,TRUE,3,
15-5833-54665,Horseshoe ,49.34622,-91.84931,49,3,4,91,8,4,15-5833-54665,Horseshoe,,15-5833-54665 Horseshoe ,TRUE,3,
15-6015-54420,Irene ,49.1255,-91.60496,49,1,2,91,6,0,15-6015-54420,Irene,,15-6015-54420 Irene ,TRUE,3,
15-5849-54406,Jackfish ,49.11265,-91.83538,49,1,1,91,8,3,15-5849-54406,Jackfish,,15-5849-54406 Jackfish ,TRUE,3,
15-4953-54441,James ,49.15209,-93.06429,49,1,5,93,0,6,15-4953-54441,James,,15-4953-54441 James ,TRUE,3,
15-5958-53772,Jean ,48.53435,-91.7363,48,5,3,91,7,3,15-5958-53772,Jean,,15-5958-53772 Jean ,TRUE,3,
15-6126-53450,Kahshahpiwi ,48.2466,-91.47747,48,2,4,91,4,7,15-6126-53450,Kahshahpiwi,,15-6126-53450 Kahshahpiwi ,TRUE,3,
15-4710-54335,Kaiashkons ,49.05496,-93.39573,49,0,5,93,3,9,15-4710-54335,Kaiashkons,,15-4710-54335 Kaiashkons ,TRUE,3,
15-4390-54514,Kakagi ,49.24073,-93.83253,49,2,4,93,8,3,15-4390-54514,Kakagi,,15-4390-54514 Kakagi ,TRUE,3,
15-4479-54411,Katimiagamak ,49.12173,-93.7193,49,1,2,93,7,1,15-4479-54411,Katimiagamak,,15-4479-54411 Katimiagamak ,TRUE,3,
15-6315-54021,Kawene ,48.7611,-91.20623,48,7,6,91,2,0,15-6315-54021,Kawene,,15-6315-54021 Kawene ,TRUE,3,
15-6111-54547,Kay ,49.23546,-91.47242,49,2,3,91,4,7,15-6111-54547,Kay,,15-6111-54547 Kay ,TRUE,3,
15-6183-53673,Keats ,48.44918,-91.39669,48,4,4,91,3,9,15-6183-53673,Keats,,15-6183-53673 Keats ,TRUE,3,
15-5630-53553,Lac la Croix,48.34301,-92.11241,48,3,4,92,1,1,15-5630-53553,Lac,la,15-5630-53553 Lac la Croix,FALSE,4, Croix
15-5276-54985,Larson ,49.63867,-92.61703,49,6,3,92,6,1,15-5276-54985,Larson,,15-5276-54985 Larson ,TRUE,3,
15-4729-54570,Lawrence ,49.27504,-93.36566,49,2,7,93,3,6,15-4729-54570,Lawrence,,15-4729-54570 Lawrence ,TRUE,3,
15-5464-53494,Lilac ,48.29901,-92.37509,48,2,9,92,3,7,15-5464-53494,Lilac,,15-5464-53494 Lilac ,TRUE,3,
15-4452-55268,Little Gordon ,49.89284,-93.76337,49,8,9,93,7,6,15-4452-55268,Little,Gordon,15-4452-55268 Little Gordon ,FALSE,4, 
15-4403-54276,Little Kishkutena ,48.99737,-93.80884,48,9,9,93,8,0,15-4403-54276,Little,Kishkutena,15-4403-54276 Little Kishkutena ,FALSE,4, 
15-5221-54041,Little Turtle ,48.78047,-92.68563,48,7,8,92,6,8,15-5221-54041,Little,Turtle,15-5221-54041 Little Turtle ,FALSE,4, 
15-5477-54774,Long ,49.44607,-92.32731,49,4,4,92,3,2,15-5477-54774,Long,,15-5477-54774 Long ,TRUE,3,
15-4058-55081,Longbow ,49.71891,-94.29528,49,7,1,94,2,9,15-4058-55081,Longbow,,15-4058-55081 Longbow ,TRUE,3,
15-4632-54287,Loonhaunt ,49.002,-93.50355,49,0,0,93,5,0,15-4632-54287,Loonhaunt,,15-4632-54287 Loonhaunt ,TRUE,3,
15-6250-53348,Louisa ,48.1557,-91.32066,48,1,5,91,3,2,15-6250-53348,Louisa,,15-6250-53348 Louisa ,TRUE,3,
15-5023-54567,Lower Manitou ,49.27811,-92.94807,49,2,7,92,9,4,15-5023-54567,Lower,Manitou,15-5023-54567 Lower Manitou ,FALSE,4, 
15-4454-55169,Lower Stewart ,49.80052,-93.75978,49,8,0,93,7,5,15-4454-55169,Lower,Stewart,15-4454-55169 Lower Stewart ,FALSE,4, 
15-5159-54211,Lowry ,48.94751,-92.77819,48,9,4,92,7,7,15-5159-54211,Lowry,,15-5159-54211 Lowry ,TRUE,3,
15-6480-53625,Mack ,48.39067,-90.99822,48,3,9,90,9,9,15-6480-53625,Mack,,15-6480-53625 Mack ,TRUE,3,
15-3559-55281,Malachi ,49.89658,-95.00767,49,8,9,95,0,0,15-3559-55281,Malachi,,15-3559-55281 Malachi ,TRUE,3,
15-5502-54176,Manion ,48.90942,-92.31834,48,9,0,92,3,1,15-5502-54176,Manion,,15-5502-54176 Manion ,TRUE,3,
15-6065-54144,Marmion ,48.89674,-91.51896,48,8,9,91,5,1,15-6065-54144,Marmion,,15-6065-54144 Marmion ,TRUE,3,
15-5787-53500,McAree ,48.28734,-91.92461,48,2,8,91,9,2,15-5787-53500,McAree,,15-5787-53500 McAree ,TRUE,3,
15-5752-53953,McCaulay ,48.70827,-91.97711,48,7,0,91,9,7,15-5752-53953,McCaulay,,15-5752-53953 McCaulay ,TRUE,3,
15-6348-53492,McEwen ,48.2938,-91.17707,48,2,9,91,1,7,15-6348-53492,McEwen,,15-6348-53492 McEwen ,TRUE,3,
15-6383-54085,Mercutio ,48.80983,-91.09871,48,8,0,91,0,9,15-6383-54085,Mercutio,,15-6383-54085 Mercutio ,TRUE,3,
15-5159-55030,Mile ,49.68059,-92.78352,49,6,8,92,7,8,15-5159-55030,Mile,,15-5159-55030 Mile ,TRUE,3,
15-5812-53550,Minn ,48.34411,-91.89999,48,3,4,91,8,9,15-5812-53550,Minn,,15-5812-53550 Minn ,TRUE,3,
15-5257-54855,Minnehaha ,49.52331,-92.64373,49,5,2,92,6,4,15-5257-54855,Minnehaha,,15-5257-54855 Minnehaha ,TRUE,3,
15-5600-54290,Mount ,49.01314,-92.18708,49,0,1,92,1,8,15-5600-54290,Mount,,15-5600-54290 Mount ,TRUE,3,
15-5085-54773,Mountain ,49.45028,-92.87849,49,4,5,92,8,7,15-5085-54773,Mountain,,15-5085-54773 Mountain ,TRUE,3,
15-5308-53662,Namakan ,48.45662,-92.58506,48,4,5,92,5,8,15-5308-53662,Namakan,,15-5308-53662 Namakan ,TRUE,3,
15-5842-54507,Nora ,49.19934,-91.85993,49,1,9,91,8,5,15-5842-54507,Nora,,15-5842-54507 Nora ,TRUE,3,
15-6136-53934,Nym ,48.68333,-91.42721,48,6,8,91,4,2,15-6136-53934,Nym,,15-6136-53934 Nym ,TRUE,3,
15-3726-54565,of the Woods,49.32857,-94.50117,49,3,2,94,5,0,15-3726-54565,of,the,15-3726-54565 of the Woods,FALSE,4, Woods
15-4396-54165,Off ,48.90206,-93.83011,48,9,0,93,8,3,15-4396-54165,Off,,15-4396-54165 Off ,TRUE,3,
15-4124-55428,Old Man ,50.03672,-94.22218,50,0,3,94,2,2,15-4124-55428,Old,Man,15-4124-55428 Old Man ,FALSE,4, 
15-6144-53765,Olifaunt ,48.5358,-91.43887,48,5,3,91,4,3,15-6144-53765,Olifaunt,,15-6144-53765 Olifaunt ,TRUE,3,
15-5268-54999,Olsen ,49.65495,-92.62777,49,6,5,92,6,2,15-5268-54999,Olsen,,15-5268-54999 Olsen ,TRUE,3,
15-6375-53394,Other Man ,48.19347,-91.14873,48,1,9,91,1,4,15-6375-53394,Other,Man,15-6375-53394 Other Man ,FALSE,4, 
15-5100-54230,Otukamamoan ,48.96084,-92.89431,48,9,6,92,8,9,15-5100-54230,Otukamamoan,,15-5100-54230 Otukamamoan ,TRUE,3,
15-3662-55240,Pelicanpouch ,49.85536,-94.87014,49,8,5,94,8,7,15-3662-55240,Pelicanpouch,,15-3662-55240 Pelicanpouch ,TRUE,3,
15-5849-53998,Perch ,48.74848,-91.83244,48,7,4,91,8,3,15-5849-53998,Perch,,15-5849-53998 Perch ,TRUE,3,
15-5537-54222,Pettit ,48.94535,-92.26647,48,9,4,92,2,6,15-5537-54222,Pettit,,15-5537-54222 Pettit ,TRUE,3,
15-6146-53867,Pickerel ,48.63384,-91.37177,48,6,3,91,3,7,15-6146-53867,Pickerel,,15-6146-53867 Pickerel ,TRUE,3,
15-3654-55172,Pickerel ,49.79767,-94.8772,49,7,9,94,8,7,15-3654-55172,Pickerel,,15-3654-55172 Pickerel ,TRUE,3,
15-4595-54375,Pipestone ,49.09952,-93.54379,49,0,9,93,5,4,15-4595-54375,Pipestone,,15-4595-54375 Pipestone ,TRUE,3,
15-4127-55299,Plum ,49.90988,-94.21523,49,9,0,94,2,1,15-4127-55299,Plum,,15-4127-55299 Plum ,TRUE,3,
15-5975-53595,Poohbah ,48.38032,-91.6971,48,3,8,91,6,9,15-5975-53595,Poohbah,,15-5975-53595 Poohbah ,TRUE,3,
15-4557-54838,Populus ,49.50585,-93.59764,49,5,0,93,5,9,15-4557-54838,Populus,,15-4557-54838 Populus ,TRUE,3,
15-4390-55083,Porcus ,49.72464,-93.84386,49,7,2,93,8,4,15-4390-55083,Porcus,,15-4390-55083 Porcus ,TRUE,3,
15-4745-54662,Priam ,49.34673,-93.35655,49,3,4,93,3,5,15-4745-54662,Priam,,15-4745-54662 Priam ,TRUE,3,
15-6483-54441,Pyramid ,49.12366,-90.96809,49,1,2,90,9,6,15-6483-54441,Pyramid,,15-6483-54441 Pyramid ,TRUE,3,
15-4877-53939,Rainy ,48.72662,-93.13074,48,7,2,93,1,3,15-4877-53939,Rainy,,15-4877-53939 Rainy ,TRUE,3,
15-3765-54101,Rainy River,48.84651,-94.68436,48,8,4,94,6,8,15-3765-54101,Rainy,River,15-3765-54101 Rainy River,TRUE,3,
15-6076-54043,Rawn Reservoir,48.78507,-91.53701,48,7,8,91,5,3,15-6076-54043,Rawn,Reservoir,15-6076-54043 Rawn Reservoir,TRUE,3,
15-5291-54878,Rock ,49.54187,-92.59614,49,5,4,92,5,9,15-5291-54878,Rock,,15-5291-54878 Rock ,TRUE,3,
15-4593-54629,Rowan ,49.31937,-93.55764,49,3,1,93,5,5,15-4593-54629,Rowan,,15-4593-54629 Rowan ,TRUE,3,
15-5026-55337,Rugby ,49.95675,-92.95825,49,9,5,92,9,5,15-5026-55337,Rugby,,15-5026-55337 Rugby ,TRUE,3,
15-5581-54358,Rutter ,49.07359,-92.20036,49,0,7,92,2,0,15-5581-54358,Rutter,,15-5581-54358 Rutter ,TRUE,3,
15-4161-54445,Sabaskong Bay,49.14518,-94.17126,49,1,4,94,1,7,15-4161-54445,Sabaskong,Bay,15-4161-54445 Sabaskong Bay,TRUE,3,
15-6508-53496,Saganagons ,48.29466,-90.97617,48,2,9,90,9,7,15-6508-53496,Saganagons,,15-6508-53496 Saganagons ,TRUE,3,
15-5586-54227,Sandbeach ,48.95915,-92.20128,48,9,5,92,2,0,15-5586-54227,Sandbeach,,15-5586-54227 Sandbeach ,TRUE,3,
15-5955-54404,Sandford ,49.10844,-91.68457,49,1,0,91,6,8,15-5955-54404,Sandford,,15-5955-54404 Sandford ,TRUE,3,
15-6052-53411,Sarah ,48.20644,-91.58065,48,2,0,91,5,8,15-6052-53411,Sarah,,15-6052-53411 Sarah ,TRUE,3,
15-6135-54228,Sawbill Bay,48.96026,-91.44366,48,9,6,91,4,4,15-6135-54228,Sawbill,Bay,15-6135-54228 Sawbill Bay,TRUE,3,
15-5206-54600,Scattergood ,49.29686,-92.71694,49,2,9,92,7,1,15-5206-54600,Scattergood,,15-5206-54600 Scattergood ,TRUE,3,
15-4562-54445,Schistose ,49.15469,-93.60163,49,1,5,93,6,0,15-4562-54445,Schistose,,15-4562-54445 Schistose ,TRUE,3,
15-6345-54482,Scotch ,49.15786,-91.17121,49,1,5,91,1,7,15-6345-54482,Scotch,,15-6345-54482 Scotch ,TRUE,3,
15-5627-54364,Secret ,49.07877,-92.14008,49,0,7,92,1,4,15-5627-54364,Secret,,15-5627-54364 Secret ,TRUE,3,
15-6253-53286,Sheridan ,48.10453,-91.32542,48,1,0,91,3,2,15-6253-53286,Sheridan,,15-6253-53286 Sheridan ,TRUE,3,
15-3541-54903,Shoal ,49.54735,-94.94029,49,5,4,94,9,4,15-3541-54903,Shoal,,15-3541-54903 Shoal ,TRUE,3,
