lakeName,latARU,latBsM,longARU,longBsM,latD_aru,latM1_aru,latM2_aru,latD_BsM,latM1_BsM,latM2_BsM,longD_aru,longM1_aru,longM2_aru,longD_BsM,longM1_BsM,longM2_BsM,ARU_LID,bsmWaterbodyID
Bear,453108,46.18806,775403,-81.44897,45,3,1,46,1,8,77,5,4,81,4,4,18-2734-50445,17-4652-51149
Bear,453108,46.3314,775403,-80.25596,45,3,1,46,3,3,77,5,4,80,2,5,18-2734-50445,17-5577-51311
Bear,461121,46.18806,812702,-81.44897,46,1,1,46,1,8,81,2,7,81,4,4,17-4652-51149,17-4652-51149
Bear,461121,46.3314,812702,-80.25596,46,1,1,46,3,3,81,2,7,80,2,5,17-4652-51149,17-5577-51311
Bear,462752,46.18806,822419,-81.44897,46,2,7,46,1,8,82,2,4,81,4,4,17-3921-51464,17-4652-51149
Bear,462752,46.3314,822419,-80.25596,46,2,7,46,3,3,82,2,4,80,2,5,17-3921-51464,17-5577-51311
Bear,463749,46.18806,793611,-81.44897,46,3,7,46,1,8,79,3,6,81,4,4,17-6069-51648,17-4652-51149
Bear,463749,46.3314,793611,-80.25596,46,3,7,46,3,3,79,3,6,80,2,5,17-6069-51648,17-5577-51311
Bear,480757,46.18806,793804,-81.44897,48,0,7,46,1,8,79,3,8,81,4,4,17-6016-53317,17-4652-51149
Bear,480757,46.3314,793804,-80.25596,48,0,7,46,3,3,79,3,8,80,2,5,17-6016-53317,17-5577-51311
Bear,491223,46.18806,811716,-81.44897,49,1,2,46,1,8,81,1,7,81,4,4,17-4790-54502,17-4652-51149
Bear,491223,46.3314,811716,-80.25596,49,1,2,46,3,3,81,1,7,80,2,5,17-4790-54502,17-5577-51311
Bear,510638,46.18806,924944,-81.44897,51,0,6,46,1,8,92,4,9,81,4,4,15-5120-56619,17-4652-51149
Bear,510638,46.3314,924944,-80.25596,51,0,6,46,3,3,92,4,9,80,2,5,15-5120-56619,17-5577-51311
Beatty,494257,49.71792,873607,-87.60467,49,4,2,49,7,1,87,3,6,87,6,0,16-4566-55070,16-4566-55070
Beaver,444433,45.58197,781710,-79.20919,44,4,4,45,5,8,78,1,7,79,2,0,17-7149-49577,17-6391-50491
Beaver,443030,45.58197,770133,-79.20919,44,3,0,45,5,8,77,0,1,79,2,0,18-3390-49301,17-6391-50491
Beaver,444713,45.58197,792512,-79.20919,44,4,7,45,5,8,79,2,5,79,2,0,17-6250-49603,17-6391-50491
Beaver,455445,45.58197,801656,-79.20919,45,5,4,45,5,8,80,1,6,79,2,0,17-5557-50843,17-6391-50491
Beaver,455633,45.58197,803230,-79.20919,45,5,6,45,5,8,80,3,2,79,2,0,17-5355-50876,17-6391-50491
Beaver,453739,45.58197,794350,-79.20919,45,3,7,45,5,8,79,4,3,79,2,0,17-5990-50532,17-6391-50491
Beaver,463031,45.58197,824432,-79.20919,46,3,0,45,5,8,82,4,4,79,2,0,17-3663-51518,17-6391-50491
Beaver,460455,45.58197,775248,-79.20919,46,0,4,45,5,8,77,5,2,79,2,0,18-2773-51070,17-6391-50491
Beaver,475431,45.58197,803320,-79.20919,47,5,4,45,5,8,80,3,3,79,2,0,17-5332-53060,17-6391-50491
Beaver,480903,45.58197,793805,-79.20919,48,0,9,45,5,8,79,3,8,79,2,0,17-6015-53337,17-6391-50491
Beaver,481041,45.58197,803131,-79.20919,48,1,0,45,5,8,80,3,1,79,2,0,17-5353-53360,17-6391-50491
Beaver,495158,45.58197,924649,-79.20919,49,5,1,45,5,8,92,4,6,79,2,0,15-5158-55235,17-6391-50491
Beaver,NA,45.58197,NA,-79.20919,NA,NA,NA,45,5,8,NA,NA,NA,79,2,0,17-4767-53560,17-6391-50491
Beaverhouse,483236,48.54596,920609,-92.10223,48,3,2,48,5,4,92,0,6,92,1,0,15-5662-53769,15-5662-53769
Beaverhouse,481031,48.54596,794330,-92.10223,48,1,0,48,5,4,79,4,3,92,1,0,17-5948-53363,15-5662-53769
Beaverhouse,493415,48.54596,932522,-92.10223,49,3,4,48,5,4,93,2,5,92,1,0,15-4694-54908,15-5662-53769
Bedivere,485143,48.86818,905057,-90.84937,48,5,1,48,8,6,90,5,0,90,8,4,15-6578-54141,15-6578-54141
Bee,495040,50.2001,934936,-92.09297,49,5,0,50,2,0,93,4,9,92,0,9,15-4406-55215,15-5646-55610
Bee,495040,50.69288,934936,-95.06074,49,5,0,50,6,9,93,4,9,95,0,6,15-4406-55215,15-3553-56171
Bee,504123,50.2001,950256,-92.09297,50,4,1,50,2,0,95,0,2,92,0,9,15-3553-56171,15-5646-55610
Bee,504123,50.69288,950256,-95.06074,50,4,1,50,6,9,95,0,2,95,0,6,15-3553-56171,15-3553-56171
Bell,453525,49.80966,795713,-90.93897,45,3,5,49,8,0,79,5,7,90,9,3,17-5816-50488,15-6500-55194
Bell,452511,49.80966,800107,-90.93897,45,2,5,49,8,0,80,0,1,90,9,3,17-5768-50298,15-6500-55194
Bell,453149,49.80966,800117,-90.93897,45,3,1,49,8,0,80,0,1,90,9,3,17-5764-50421,15-6500-55194
Bell,463353,49.80966,822252,-90.93897,46,3,3,49,8,0,82,2,2,90,9,3,17-3942-51575,15-6500-55194
Bell,460736,49.80966,811246,-90.93897,46,0,7,49,8,0,81,1,2,90,9,3,17-4836-51079,15-6500-55194
Bell,494730,49.80966,931254,-90.93897,49,4,7,49,8,0,93,1,2,90,9,3,15-4845-55153,15-6500-55194
Bell,494838,49.80966,905454,-90.93897,49,4,8,49,8,0,90,5,4,90,9,3,15-6500-55194,15-6500-55194
Bell,495502,49.80966,832823,-90.93897,49,5,5,49,8,0,83,2,8,90,9,3,17-3225-55321,15-6500-55194
Bella,452644,45.44431,790155,-79.03118,45,2,6,45,4,4,79,0,1,79,0,3,17-6539-50341,17-6539-50341
Belmont,442954,44.49514,774923,-77.82654,44,2,9,44,4,9,77,4,9,77,8,2,18-2756-49309,18-2756-49309
Belmont,491923,44.49514,915127,-77.82654,49,1,9,44,4,9,91,5,1,77,8,2,15-5830-54638,18-2756-49309
Belwood,434605,43.7585,802009,-80.33953,43,4,6,43,7,5,80,2,0,80,3,3,17-5535-48461,17-5535-48461
Bending,491913,49.32637,920815,-92.15291,49,1,9,49,3,2,92,0,8,92,1,5,15-5627-54632,15-5627-54632
Benson,443522,45.41326,762113,-79.06773,44,3,5,45,4,1,76,2,1,79,0,6,18-3926-49380,17-6512-50304
Benson,452446,45.41326,790406,-79.06773,45,2,4,45,4,1,79,0,4,79,0,6,17-6511-50304,17-6512-50304
Benson,463947,45.41326,813034,-79.06773,46,3,9,45,4,1,81,3,0,79,0,6,17-4610-51676,17-6512-50304
Benson,475828,45.41326,794504,-79.06773,47,5,8,45,4,1,79,4,5,79,0,6,17-5932-53140,17-6512-50304
Berens,514558,51.75814,934116,-93.71456,51,4,5,51,7,5,93,4,1,93,7,1,15-4525-57350,15-4525-57350
Bernard,454417,45.73885,792303,-79.38526,45,4,4,45,7,3,79,2,3,79,3,8,17-6257-50660,17-6257-50660
Bernard,462358,45.73885,830941,-79.38526,46,2,3,45,7,3,83,0,9,79,3,8,17-3338-51405,17-6257-50660
Bernard,461341,45.73885,780510,-79.38526,46,1,3,45,7,3,78,0,5,79,3,8,17-7247-51233,17-6257-50660
Berry,474333,49.47183,841419,-93.96128,47,4,3,49,4,7,84,1,4,93,9,6,16-7071-52893,15-4302-54803
Berry,492825,49.47183,935749,-93.96128,49,2,8,49,4,7,93,5,7,93,9,6,15-4302-54803,15-4302-54803
Berry,502426,49.47183,893718,-93.96128,50,2,4,49,4,7,89,3,7,93,9,6,16-3137-55870,15-4302-54803
Bethune,485714,48.95168,913400,-91.57173,48,5,7,48,9,5,91,3,4,91,5,7,15-6049-54231,15-6049-54231
Bethune,490440,48.95168,933848,-91.57173,49,0,4,48,9,5,93,3,8,91,5,7,15-4528-54361,15-6049-54231
Big,463137,45.73669,825854,-82.08832,46,3,1,45,7,3,82,5,8,82,0,8,17-3480-51543,17-4157-50648
Big Bald,443432,44.57664,782315,-78.3863,44,3,4,44,5,7,78,2,3,78,3,8,17-7074-49389,17-7074-49389
Big Canon,500404,50.06847,934540,-93.75888,50,0,4,50,0,6,93,4,5,93,7,5,15-4455-55462,15-4455-55462
Big Caribou,455558,45.93283,800424,-80.07311,45,5,5,45,9,3,80,0,4,80,0,7,17-5718-50868,17-5718-50868
Big Clear,443328,44.72582,762723,-76.90691,44,3,3,44,7,2,76,2,7,76,9,0,18-3843-49346,18-3490-49540
Big Clear,444333,44.72582,765426,-76.90691,44,4,3,44,7,2,76,5,4,76,9,0,18-3490-49541,18-3490-49540
Big Deer,454603,45.7668,794503,-79.7507,45,4,6,45,7,6,79,4,5,79,7,5,17-5971-50688,17-5971-50688
Big Gull,444933,44.82693,765724,-76.96878,44,4,9,44,8,2,76,5,7,76,9,6,18-3453-49652,18-3453-49652
Big Gull,482322,44.82693,815133,-76.96878,48,2,3,44,8,2,81,5,1,76,9,6,17-4364-53597,18-3453-49652
Big Island,495706,49.95155,935841,-93.97876,49,5,7,49,9,5,93,5,8,93,9,7,15-4298-55335,15-4298-55335
Big Moon,462458,46.41782,825241,-82.87769,46,2,4,46,4,1,82,5,2,82,8,7,17-3557-51418,17-3557-51418
Big Pike,471410,49.20875,842053,-83.45615,47,1,4,49,2,0,84,2,0,83,4,5,16-7007-52346,17-3210-54534
Big Pike,491234,49.20875,832728,-83.45615,49,1,2,49,2,0,83,2,7,83,4,5,17-3210-54534,17-3210-54534
Big Rideau,444615,44.75128,761246,-76.21379,44,4,6,44,7,5,76,1,2,76,2,1,18-4040-49580,18-4040-49580
Big Sandy,494921,49.82359,922122,-92.36295,49,4,9,49,8,2,92,2,1,92,3,6,15-5463-55189,15-5463-55189
Big Trout,445540,53.78346,785543,-90.00721,44,5,5,53,7,8,78,5,5,90,0,0,17-6635-49768,15-6978-59597
Big Trout,454541,53.78346,783721,-90.00721,45,4,5,53,7,8,78,3,7,90,0,0,17-6849-50701,15-6978-59597
Big Trout,454614,53.78346,772854,-90.00721,45,4,6,53,7,8,77,2,8,90,0,0,18-3070-50713,15-6978-59597
Big Trout,465057,53.78346,822139,-90.00721,46,5,0,53,7,8,82,2,1,90,0,0,17-3962-51891,15-6978-59597
Big Trout,461859,53.78346,821557,-90.00721,46,1,8,53,7,8,82,1,5,90,0,0,17-4025-51298,15-6978-59597
Big Vermilion,500212,50.04484,921323,-92.20826,50,0,2,50,0,4,92,1,3,92,2,0,15-5556-55428,15-5556-55428
Bigwind,450325,45.05711,790315,-79.05464,45,0,3,45,0,5,79,0,3,79,0,5,17-6532-49909,17-6532-49909
Birch,453237,46.30414,801104,-81.97448,45,3,2,46,3,0,80,1,1,81,9,7,17-5637-50435,17-4246-51279
Birch,453237,51.39338,801104,-92.37217,45,3,2,51,3,9,80,1,1,92,3,7,17-5637-50435,15-5452-56951
Birch,453237,49.72237,801104,-94.71634,45,3,2,49,7,2,80,1,1,94,7,1,17-5637-50435,15-3762-55083
Birch,453237,44.54788,801104,-76.54165,45,3,2,44,5,4,80,1,1,76,5,4,17-5637-50435,18-3782-49339
Birch,464103,46.30414,833516,-81.97448,46,4,1,46,3,0,83,3,5,81,9,7,17-3021-51731,17-4246-51279
Birch,464103,51.39338,833516,-92.37217,46,4,1,51,3,9,83,3,5,92,3,7,17-3021-51731,15-5452-56951
Birch,464103,49.72237,833516,-94.71634,46,4,1,49,7,2,83,3,5,94,7,1,17-3021-51731,15-3762-55083
Birch,464103,44.54788,833516,-76.54165,46,4,1,44,5,4,83,3,5,76,5,4,17-3021-51731,18-3782-49339
Birch,461911,46.30414,832657,-81.97448,46,1,9,46,3,0,83,2,6,81,9,7,17-3114-51323,17-4246-51279
Birch,461911,51.39338,832657,-92.37217,46,1,9,51,3,9,83,2,6,92,3,7,17-3114-51323,15-5452-56951
Birch,461911,49.72237,832657,-94.71634,46,1,9,49,7,2,83,2,6,94,7,1,17-3114-51323,15-3762-55083
Birch,461911,44.54788,832657,-76.54165,46,1,9,44,5,4,83,2,6,76,5,4,17-3114-51323,18-3782-49339
Birch,461808,46.30414,815847,-81.97448,46,1,8,46,3,0,81,5,8,81,9,7,17-4246-51279,17-4246-51279
Birch,461808,51.39338,815847,-92.37217,46,1,8,51,3,9,81,5,8,92,3,7,17-4246-51279,15-5452-56951
Birch,461808,49.72237,815847,-94.71634,46,1,8,49,7,2,81,5,8,94,7,1,17-4246-51279,15-3762-55083
Birch,461808,44.54788,815847,-76.54165,46,1,8,44,5,4,81,5,8,76,5,4,17-4246-51279,18-3782-49339
Birch,470515,46.30414,811647,-81.97448,47,0,5,46,3,0,81,1,6,81,9,7,17-4788-52147,17-4246-51279
Birch,470515,51.39338,811647,-92.37217,47,0,5,51,3,9,81,1,6,92,3,7,17-4788-52147,15-5452-56951
Birch,470515,49.72237,811647,-94.71634,47,0,5,49,7,2,81,1,6,94,7,1,17-4788-52147,15-3762-55083
Birch,470515,44.54788,811647,-76.54165,47,0,5,44,5,4,81,1,6,76,5,4,17-4788-52147,18-3782-49339
Birch,474719,46.30414,803934,-81.97448,47,4,7,46,3,0,80,3,9,81,9,7,17-5255-52926,17-4246-51279
Birch,474719,51.39338,803934,-92.37217,47,4,7,51,3,9,80,3,9,92,3,7,17-5255-52926,15-5452-56951
Birch,474719,49.72237,803934,-94.71634,47,4,7,49,7,2,80,3,9,94,7,1,17-5255-52926,15-3762-55083
Birch,474719,44.54788,803934,-76.54165,47,4,7,44,5,4,80,3,9,76,5,4,17-5255-52926,18-3782-49339
Birch,470120,46.30414,800248,-81.97448,47,0,1,46,3,0,80,0,2,81,9,7,17-5724-52079,17-4246-51279
Birch,470120,51.39338,800248,-92.37217,47,0,1,51,3,9,80,0,2,92,3,7,17-5724-52079,15-5452-56951
Birch,470120,49.72237,800248,-94.71634,47,0,1,49,7,2,80,0,2,94,7,1,17-5724-52079,15-3762-55083
Birch,470120,44.54788,800248,-76.54165,47,0,1,44,5,4,80,0,2,76,5,4,17-5724-52079,18-3782-49339
Birch,481029,46.30414,900719,-81.97448,48,1,0,46,3,0,90,0,7,81,9,7,15-7140-53395,17-4246-51279
Birch,481029,51.39338,900719,-92.37217,48,1,0,51,3,9,90,0,7,92,3,7,15-7140-53395,15-5452-56951
Birch,481029,49.72237,900719,-94.71634,48,1,0,49,7,2,90,0,7,94,7,1,15-7140-53395,15-3762-55083
Birch,481029,44.54788,900719,-76.54165,48,1,0,44,5,4,90,0,7,76,5,4,15-7140-53395,18-3782-49339
Birch,481927,46.30414,804500,-81.97448,48,1,9,46,3,0,80,4,5,81,9,7,17-5185-53522,17-4246-51279
Birch,481927,51.39338,804500,-92.37217,48,1,9,51,3,9,80,4,5,92,3,7,17-5185-53522,15-5452-56951
Birch,481927,49.72237,804500,-94.71634,48,1,9,49,7,2,80,4,5,94,7,1,17-5185-53522,15-3762-55083
Birch,481927,44.54788,804500,-76.54165,48,1,9,44,5,4,80,4,5,76,5,4,17-5185-53522,18-3782-49339
Birch,495643,46.30414,942728,-81.97448,49,5,6,46,3,0,94,2,7,81,9,7,15-3954-55334,17-4246-51279
Birch,495643,51.39338,942728,-92.37217,49,5,6,51,3,9,94,2,7,92,3,7,15-3954-55334,15-5452-56951
Birch,495643,49.72237,942728,-94.71634,49,5,6,49,7,2,94,2,7,94,7,1,15-3954-55334,15-3762-55083
Birch,495643,44.54788,942728,-76.54165,49,5,6,44,5,4,94,2,7,76,5,4,15-3954-55334,18-3782-49339
Birch,512425,46.30414,922102,-81.97448,51,2,4,46,3,0,92,2,1,81,9,7,15-5452-56951,17-4246-51279
Birch,512425,51.39338,922102,-92.37217,51,2,4,51,3,9,92,2,1,92,3,7,15-5452-56951,15-5452-56951
Birch,512425,49.72237,922102,-94.71634,51,2,4,49,7,2,92,2,1,94,7,1,15-5452-56951,15-3762-55083
Birch,512425,44.54788,922102,-76.54165,51,2,4,44,5,4,92,2,1,76,5,4,15-5452-56951,18-3782-49339
Biscotasi,471758,47.29951,820455,-82.08179,47,1,7,47,2,9,82,0,4,82,0,8,17-4182-52388,17-4182-52388
Bisect,484207,48.70281,884532,-88.75896,48,4,2,48,7,0,88,4,5,88,7,5,16-3706-53956,16-3706-53956
Bittern,452630,48.45849,791811,-83.25316,45,2,6,48,4,5,79,1,8,83,2,5,17-6327-50332,17-3334-53694
Bittern,482729,48.45849,831512,-83.25316,48,2,7,48,4,5,83,1,5,83,2,5,17-3334-53695,17-3334-53694
Bittern,500010,48.45849,840936,-83.25316,50,0,0,48,4,5,84,0,9,83,2,5,16-7035-55426,17-3334-53694
Black,444907,49.54106,784930,-94.07975,44,4,9,49,5,4,78,4,9,94,0,7,17-6720-49649,15-4218-54877
Black,444907,44.5541,784930,-76.48648,44,4,9,44,5,5,78,4,9,76,4,8,17-6720-49649,18-3819-49343
Black,443246,49.54106,755730,-94.07975,44,3,2,49,5,4,75,5,7,94,0,7,18-4239-49328,15-4218-54877
Black,443246,44.5541,755730,-76.48648,44,3,2,44,5,5,75,5,7,76,4,8,18-4239-49328,18-3819-49343
Black,444605,49.54106,761802,-94.07975,44,4,6,49,5,4,76,1,8,94,0,7,18-3971-49578,15-4218-54877
Black,444605,44.5541,761802,-76.48648,44,4,6,44,5,5,76,1,8,76,4,8,18-3971-49578,18-3819-49343
Black,443314,49.54106,762912,-94.07975,44,3,3,49,5,4,76,2,9,94,0,7,18-3819-49343,15-4218-54877
Black,443314,44.5541,762912,-76.48648,44,3,3,44,5,5,76,2,9,76,4,8,18-3819-49343,18-3819-49343
Black,444904,49.54106,793908,-94.07975,44,4,9,49,5,4,79,3,9,94,0,7,17-6066-49634,15-4218-54877
Black,444904,44.5541,793908,-76.48648,44,4,9,44,5,5,79,3,9,76,4,8,17-6066-49634,18-3819-49343
Black,440937,49.54106,804435,-94.07975,44,0,9,49,5,4,80,4,4,94,0,7,17-5205-48895,15-4218-54877
Black,440937,44.5541,804435,-76.48648,44,0,9,44,5,5,80,4,4,76,4,8,17-5205-48895,18-3819-49343
Black,450001,49.54106,793333,-94.07975,45,0,0,49,5,4,79,3,3,94,0,7,17-6136-49838,15-4218-54877
Black,450001,44.5541,793333,-76.48648,45,0,0,44,5,5,79,3,3,76,4,8,17-6136-49838,18-3819-49343
Black,450155,49.54106,782501,-94.07975,45,0,1,49,5,4,78,2,5,94,0,7,17-7035-49895,15-4218-54877
Black,450155,44.5541,782501,-76.48648,45,0,1,44,5,5,78,2,5,76,4,8,17-7035-49895,18-3819-49343
Black,453806,49.54106,801025,-94.07975,45,3,8,49,5,4,80,1,0,94,0,7,17-5644-50536,15-4218-54877
Black,453806,44.5541,801025,-76.48648,45,3,8,44,5,5,80,1,0,76,4,8,17-5644-50536,18-3819-49343
Black,451734,49.54106,765803,-94.07975,45,1,7,49,5,4,76,5,8,94,0,7,18-3457-50171,15-4218-54877
Black,451734,44.5541,765803,-76.48648,45,1,7,44,5,5,76,5,8,76,4,8,18-3457-50171,18-3819-49343
Black,451008,49.54106,785418,-94.07975,45,1,0,49,5,4,78,5,4,94,0,7,17-6646-50036,15-4218-54877
Black,451008,44.5541,785418,-76.48648,45,1,0,44,5,5,78,5,4,76,4,8,17-6646-50036,18-3819-49343
Black,453527,49.54106,750002,-94.07975,45,3,5,49,5,4,75,0,0,94,0,7,18-5000-50484,15-4218-54877
Black,453527,44.5541,750002,-76.48648,45,3,5,44,5,5,75,0,0,76,4,8,18-5000-50484,18-3819-49343
Black,462729,49.54106,821516,-94.07975,46,2,7,49,5,4,82,1,5,94,0,7,17-4037-51455,15-4218-54877
Black,462729,44.5541,821516,-76.48648,46,2,7,44,5,5,82,1,5,76,4,8,17-4037-51455,18-3819-49343
Black,473601,49.54106,844247,-94.07975,47,3,6,49,5,4,84,4,2,94,0,7,16-6719-52742,15-4218-54877
Black,473601,44.5541,844247,-76.48648,47,3,6,44,5,5,84,4,2,76,4,8,16-6719-52742,18-3819-49343
Black,493220,49.54106,940452,-94.07975,49,3,2,49,5,4,94,0,4,94,0,7,15-4218-54877,15-4218-54877
Black,493220,44.5541,940452,-76.48648,49,3,2,44,5,5,94,0,4,76,4,8,15-4218-54877,18-3819-49343
Black,492617,49.54106,804500,-94.07975,49,2,6,49,5,4,80,4,5,94,0,7,17-5181-54760,15-4218-54877
Black,492617,44.5541,804500,-76.48648,49,2,6,44,5,5,80,4,5,76,4,8,17-5181-54760,18-3819-49343
Black,NA,49.54106,NA,-94.07975,NA,NA,NA,49,5,4,NA,NA,NA,94,0,7,18-3639-49593,15-4218-54877
Black,NA,44.5541,NA,-76.48648,NA,NA,NA,44,5,5,NA,NA,NA,76,4,8,18-3639-49593,18-3819-49343
Black Sturgeon,492129,49.35824,885250,-88.87211,49,2,1,49,3,5,88,5,2,88,8,7,16-3634-54687,16-3634-54687
Black Sturgeon,492129,49.84838,885250,-94.36373,49,2,1,49,8,4,88,5,2,94,3,6,16-3634-54687,15-3982-55227
Blackstone,451351,48.24321,795253,-91.14132,45,1,3,48,2,4,79,5,2,91,1,4,17-5878-50090,15-6386-53456
Blackstone,510333,48.24321,911409,-91.14132,51,0,3,48,2,4,91,1,4,91,1,4,15-6236-56577,15-6386-53456
Blair,475120,51.37386,812456,-93.11465,47,5,1,51,3,7,81,2,4,93,1,1,17-4689-53001,15-4919-56922
Blindfold,494002,49.67003,941450,-94.25758,49,4,0,49,6,7,94,1,4,94,2,5,15-4100-55022,15-4100-55022
Blueberry,463040,50.15109,790826,-94.74174,46,3,0,50,1,5,79,0,8,94,7,4,17-6427-51523,15-3755-55568
Blueberry,470440,50.15109,793958,-94.74174,47,0,4,50,1,5,79,3,9,94,7,4,17-6013-52144,15-3755-55568
Blueberry,500502,50.15109,924340,-94.74174,50,0,5,50,1,5,92,4,3,94,7,4,15-5195-55478,15-3755-55568
Blueberry,500908,50.15109,944435,-94.74174,50,0,9,50,1,5,94,4,4,94,7,4,15-3755-55568,15-3755-55568
Blueberry,NA,50.15109,NA,-94.74174,NA,NA,NA,50,1,5,NA,NA,NA,94,7,4,17-5621-53810,15-3755-55568
Bluesky,454456,45.74939,791044,-79.17707,45,4,4,45,7,4,79,1,0,79,1,7,17-6417-50676,17-6417-50675
Bluffpoint,491029,49.1767,932236,-93.37447,49,1,0,49,1,7,93,2,2,93,3,7,15-4726-54467,15-4725-54467
Bluffy,504933,50.81613,925702,-92.96312,50,4,9,50,8,1,92,5,7,92,9,6,15-5035-56302,15-5035-56302
Blunder,482529,48.42444,901610,-90.26943,48,2,5,48,4,2,90,1,6,90,2,6,15-7020-53669,15-7020-53669
Boat,444333,44.72592,811339,-81.22706,44,4,3,44,7,2,81,1,3,81,2,2,17-4820-49523,17-4820-49523
Boat,464622,44.72592,835227,-81.22706,46,4,6,44,7,2,83,5,2,81,2,2,17-2806-51837,17-4820-49523
Boat,500835,44.72592,902328,-81.22706,50,0,8,44,7,2,90,2,3,81,2,2,15-6864-55576,17-4820-49523
Boat,500145,44.72592,940557,-81.22706,50,0,1,44,7,2,94,0,5,81,2,2,15-4213-55422,17-4820-49523
Bobs,482946,44.68123,810853,-76.58765,48,2,9,44,6,8,81,0,8,76,5,8,17-4891-53712,18-3741-49489
Bobs,NA,44.68123,NA,-76.58765,NA,NA,NA,44,6,8,NA,NA,NA,76,5,8,18-3741-49489,18-3741-49489
Borden,474924,47.82327,831751,-83.29694,47,4,9,47,8,2,83,1,7,83,2,9,17-3280-52990,17-3280-52990
Bornite,501945,50.32556,932748,-93.46277,50,1,9,50,3,2,93,2,7,93,4,6,15-4670-55751,15-4670-55751
Boss,463243,46.54506,840603,-84.10111,46,3,2,46,5,4,84,0,6,84,1,0,16-7223-51585,16-7223-51585
Botsford,500842,50.13856,913832,-91.6591,50,0,8,50,1,3,91,3,8,91,6,5,15-5970-55554,15-5970-55554
Boumage,465253,46.87978,822530,-82.42729,46,5,2,46,8,7,82,2,5,82,4,2,17-3914-51927,17-3914-51928
Brady,450318,47.77998,784909,-81.85182,45,0,3,47,7,7,78,4,9,81,8,5,17-6717-49911,17-4361-52919
Brady,472138,47.77998,793855,-81.85182,47,2,1,47,7,7,79,3,8,81,8,5,17-6020-52459,17-4361-52919
Bridge,453355,50.27807,790224,-93.62387,45,3,3,50,2,7,79,0,2,93,6,2,17-6530-50474,15-4559-55694
Bridge,463338,50.27807,830936,-93.62387,46,3,3,50,2,7,83,0,9,93,6,2,17-3344-51584,15-4559-55694
Bridge,501636,50.27807,933710,-93.62387,50,1,6,50,2,7,93,3,7,93,6,2,15-4559-55694,15-4559-55694
Bright,452327,46.26885,785048,-83.30474,45,2,3,46,2,6,78,5,0,83,3,0,17-6686-50284,17-3228-51260
Brightsand,494331,49.72309,902424,-90.40666,49,4,3,49,7,2,90,2,4,90,4,0,15-6869-55111,15-6869-55111
Broadcast,502432,50.40992,923923,-92.65663,50,2,4,50,4,0,92,3,9,92,6,5,15-5244-55839,15-5244-55839
Bruce,453441,50.81787,783847,-93.31983,45,3,4,50,8,1,78,3,8,93,3,1,17-6836-50497,15-4765-56293
Bruce,451109,50.81787,793834,-93.31983,45,1,1,50,8,1,79,3,8,93,3,1,17-6066-50043,15-4765-56293
Bruce,481327,50.81787,812407,-93.31983,48,1,3,50,8,1,81,2,4,93,3,1,17-4702-53411,15-4765-56293
Brule,453813,45.05076,784845,-77.04841,45,3,8,45,0,5,78,4,8,77,0,4,17-6705-50558,18-3388-49903
Brule,450258,45.05076,770249,-77.04841,45,0,2,45,0,5,77,0,2,77,0,4,18-3388-49903,18-3388-49903
Brule,484323,45.05076,905022,-77.04841,48,4,3,45,0,5,90,5,0,77,0,4,15-6589-53987,18-3388-49903
Brunswick,485858,48.98722,832127,-83.38942,48,5,8,48,9,8,83,2,1,83,3,8,17-3275-54280,17-3275-54280
Buck,445404,46.98422,791449,-83.8841,44,5,4,46,9,8,79,1,4,83,8,8,17-6384-49732,17-2807-52072
Buck,445404,45.29311,791449,-77.74,44,5,4,45,2,9,79,1,4,77,7,4,17-6384-49732,18-2851-50189
Buck,445404,45.42025,791449,-79.39479,44,5,4,45,4,2,79,1,4,79,3,9,17-6384-49732,17-6254-50307
Buck,443222,46.98422,762624,-83.8841,44,3,2,46,9,8,76,2,6,83,8,8,18-3856-49326,17-2807-52072
Buck,443222,45.29311,762624,-77.74,44,3,2,45,2,9,76,2,6,77,7,4,18-3856-49326,18-2851-50189
Buck,443222,45.42025,762624,-79.39479,44,3,2,45,4,2,76,2,6,79,3,9,18-3856-49326,17-6254-50307
Buck,444218,46.98422,765713,-83.8841,44,4,2,46,9,8,76,5,7,83,8,8,18-3452-49518,17-2807-52072
Buck,444218,45.29311,765713,-77.74,44,4,2,45,2,9,76,5,7,77,7,4,18-3452-49518,18-2851-50189
Buck,444218,45.42025,765713,-79.39479,44,4,2,45,4,2,76,5,7,79,3,9,18-3452-49518,17-6254-50307
Buck,444616,46.98422,792502,-83.8841,44,4,6,46,9,8,79,2,5,83,8,8,17-6253-49585,17-2807-52072
Buck,444616,45.29311,792502,-77.74,44,4,6,45,2,9,79,2,5,77,7,4,17-6253-49585,18-2851-50189
Buck,444616,45.42025,792502,-79.39479,44,4,6,45,4,2,79,2,5,79,3,9,17-6253-49585,17-6254-50307
Buck,445420,46.98422,794737,-83.8841,44,5,4,46,9,8,79,4,7,83,8,8,17-5952-49730,17-2807-52072
Buck,445420,45.29311,794737,-77.74,44,5,4,45,2,9,79,4,7,77,7,4,17-5952-49730,18-2851-50189
Buck,445420,45.42025,794737,-79.39479,44,5,4,45,4,2,79,4,7,79,3,9,17-5952-49730,17-6254-50307
Buck,451735,46.98422,774425,-83.8841,45,1,7,46,9,8,77,4,4,83,8,8,18-2851-50189,17-2807-52072
Buck,451735,45.29311,774425,-77.74,45,1,7,45,2,9,77,4,4,77,7,4,18-2851-50189,18-2851-50189
