Cycle,FMZ,Lake Name,waterbodyID,Latitude,Longitude,secchiDepth,COLTR (TCU),pH,cond,alk,Ca,MGUT (mg/L),Na,KKUT (mg/L),CLIDUR (mg/L),SSO4UR (mg/L),SIO3UR (mg/L),FEUT,DIC,DOC,NNHTUR (mg/L),NNOTUR (ug/L),NNTKUR (ug/L),TDP
3,16,"Simcoe, L.",17-6327-49193,44.4236,-79.37123,11.6,4.16,8.08,426,115,42,8.06,31.899,2.41,52.5,17.5,2.2,0,26.699,3.7,22,74,340,7.7
3,16,"Simcoe, L.",17-6327-49193,44.4236,-79.37123,10,5.78,8.06,455,116,44.5,7.86,32.1,2.39,59,16.699,1.58,30,27.899,4.16,50,150,392.444,7.259
3,16,Sparrow L.,17-6275-49634,44.81851,-79.39612,2.7,18.8,7.799,311,86.599,33.5,6.54,21.399,1.81,34.5,11.6,1,100,19.6,5,26,12,407,13.699
3,16,Tea L.,17-6065-49697,44.87588,-79.64948,1.8,85.5,7.28,76.099,18.6,7.21,1.55,4.889,0.561,7.16,3.049,1.47,203,4.4,8.339,21,48.2,360,11.699
3,17,Balsam L.,17-6712-49387,44.58044,-78.84168,4.4,15,7.589,141,54.799,20.899,2.25,4.11,0.715,6.429,4.299,1.56,20,12.699,3.5,16,20,235,5.7
3,17,Belmont L.,18-2756-49309,44.49514,-77.82654,3.6,29.899,7.53,137,54.2,22,2.279,4.33,1.129,5.82,4.15,1.2,40,12.3,5.799,32,8,315,7
3,17,Big Bald L.,17-7074-49389,44.57664,-78.3863,6.7,17.899,7.82,290,101,42.2,3.31,11.9,0.8,21.8,11.4,0.48,20,23.8,4.5,22,2,284,8.199
3,17,Buckhorn L.,17-7074-49293,44.4856,-78.39118,3,22.399,8.169,233,92.4,36.1,3.81,7.95,1.11,12.6,5.15,2.299,20,19.5,5.2,58,26,426,22.899
3,17,Cameron L.,17-6778-49354,44.55177,-78.76076,2.6,27.399,7.599,120,43.5,16.699,1.85,4.16,0.71,6.889,4.15,1.72,80,10.4,4.2,24,82,210,8.199
3,17,Canal L.,17-6548-49368,44.56744,-79.04366,2.4,21.699,8.039,273,129,48.899,3.069,4.169,0.66,6.639,4.15,0.88,40,30.5,4.7,36,2,352,13.4
3,17,Chemong L.,17-7076-49181,44.38846,-78.39205,2.4,16.3,8.259,339,119,47.2,6.2,16.399,1.75,27.699,8.8,0.36,20,26.5,5.2,16,2,529,16.8
3,17,Cordova L.,18-2756-49393,44.57529,-77.82487,2.4,37.6,7.57,106,37.5,15.699,1.62,3.41,0.85,5.16,3.95,1.639,80,9.199,5.4,26,26,255,8.8
3,17,Dalrymple L.,17-6500-49453,44.64052,-79.11093,2.2,31.1,7.99,290,129,48.5,4.759,5.559,1.01,9.529,8.3,1.32,30,30.199,6.599,54,62,466,14.5
3,17,Emily L.,17-6930-49241,44.44638,-78.57542,2.9,51.1,7.849,289,130,52.399,3.04,5.25,1.75,9.96,3.299,0.92,30,30.3,8.4,54,186,396,30.4
3,17,Four Mile L.,17-6793-49499,44.68172,-78.73724,4,16,8.029,203,91.099,32.6,4.559,2.64,0.363,3.31,3.899,1.55,30,22.399,4.49,10,5,260,6.235
3,17,Head L.,17-6651-49559,44.74018,-78.91265,4.7,17.6,7.9,175,81.5,28.6,4.349,2.089,0.475,3.21,2.35,1.28,80,19.3,3.7,30,66,209,8.4
3,17,Katchewanooka L.,17-7182-49263,44.45749,-78.2587,4.3,20.899,7.75,233,90,34.899,3.189,8.08,1.04,13.3,5.5,1.439,20,21.6,5,44,230,313,9.4
3,17,Little Bald L.,17-7050-49386,44.57455,-78.41518,2,52.1,7.629,149,55,22.3,2.21,5.179,0.85,8.519,4.2,1.2,140,13.3,6.7,36,4,302,12.1
3,17,Lovesick L.,17-7197-49373,44.55817,-78.23036,6.9,23.199,8.039,250,91.7,36.7,3.49,8.939,1.12,14.9,5.79,1.09,36,22.199,5.21,19.399,225,340,9.085
3,17,Lower Buckhorn L.,17-7170-49371,44.5498,-78.27953,3.2,28.8,7.839,204,77,32,2.779,7.089,1.07,12.199,5.099,1.52,60,18.1,5.4,36,270,192,9.3
3,17,Mitchell L.,17-6627-49374,44.57378,-78.9503,2.8,27,7.86,194,79.9,31.5,2.21,5.429,0.985,8.9,2.85,0.6,20,18.8,4.799,42,6,291,22.199
3,17,Pigeon L.,17-6992-49270,44.47155,-78.49495,4.2,25.199,7.78,208,83.4,31.5,3.14,6.419,1.04,10.8,4.95,1.439,50,19.3,5.099,28,208,281,8.4
3,17,Rice L.,17-7257-48946,44.17348,-78.18609,2.5,24.8,7.94,234,88.099,37.399,3.259,9.05,1.21,15.6,5.849,1.32,40,20.5,5,30,208,216,9.699
3,17,Round L.,18-2714-49305,44.49475,-77.87492,2.6,27.699,7.83,183,77.5,32.2,2.549,5.4,0.83,7.61,2.899,1.32,120,18.3,4.7,32,20,238,8.699
3,17,Rylstone L.,18-2850-49215,44.42303,-77.70175,2.3,36.2,7.719,142,58.6,23.699,2.22,3.339,0.915,4.99,3.6,1.62,100,14.1,5.4,24,46,237,9
3,17,Sandy L.,17-7061-49353,44.54516,-78.40526,4.5,8.789,8.05,290,122,50.899,3.14,8.849,0.605,14.699,6.15,1.72,0,28.8,4.099,88,52,374,5.8
3,17,"Scugog, L.",17-6715-48930,44.18343,-78.85724,1.7,27.6,8.259,448,148,56.399,8.41,22.199,2.259,41.399,11.3,0.1,30,35.899,7.79,15.3,238,690,11.9
3,17,Shadow L.,17-6749-49534,44.71937,-78.79364,3.6,22,7.4,89.599,24.199,8.64,1.87,4.7,0.645,7.11,4.41,1.72,61,6.03,4.03,10,99.2,210,6.254
3,17,Silver L.,17-6744-49500,44.68489,-78.79907,4,19.899,7.339,85.2,23.5,9.419,1.83,4.32,0.725,6.769,4.599,1.76,60,5.86,3.399,14,114,151,7.299
3,17,Stony L.,17-7310-49388,44.55642,-78.11352,5,24.1,7.639,166,67.299,26,1.909,4.929,0.84,7.44,2.95,1.5,60,15.9,5.299,12,16,261,5.299
3,17,Sturgeon L.,17-6820-49260,44.47421,-78.68865,3,29.6,7.969,219,78.2,31.3,3.089,8.32,0.999,13.5,5.2,1.76,65,19,5.15,16.399,210,310,10.6
3,17,"Tri L.s (Buckhorn L., Pigeon L., Chemong L.)",17-7055-49277,44.47321,-78.41617,4.2,25.199,7.78,208,83.4,31.5,3.14,6.419,1.04,10.8,4.95,1.439,50,19.3,5.099,28,208,281,8.4
3,17,Young L.,17-6459-49524,44.71255,-79.15754,2.6,19.1,8.14,285,102,32.2,6.769,12.8,0.803,20.3,6.16,1.47,30,24.399,4.54,13.5,30.5,360,10.205
3,18,Ashby L.,18-3150-49957,45.09255,-77.35108,4.2,19.3,7,35.899,10.8,4.15,0.865,0.838,0.341,0.485,3.169,1.23,30,2.859,4.29,10,23.5,220,4.559
3,18,Big Rideau L.,18-4040-49580,44.75128,-76.21379,12.1,9.029,7.98,210,82.599,24.1,6.929,5.79,1.139,9.609,5.919,1.55,30,20.3,3.609,12.199,35.1,300,8.009
3,18,Big Salmon L.,18-3807-49325,44.53996,-76.49762,4,8.519,7.339,73.299,23.8,8.06,2.669,1.02,0.523,0.487,7.95,0.35,30,6.15,2.379,10,5,210,8.08
3,18,Birch L.,18-3782-49339,44.54788,-76.54165,4.6,14.199,7.86,161,66.799,21,5.41,3.18,0.772,3.629,5.73,1.8,30,16.6,3.74,12.3,18.3,280,8.835
3,18,Bobs L.,18-3741-49489,44.68123,-76.58765,5,8.789,8.029,196,87.799,31.1,6.139,2.87,1.11,3.81,5.299,1.76,0,19.399,3.7,6,1,282,6.599
3,18,Buckshot L.,18-3369-49845,44.99564,-77.06938,3.8,29.8,7.23,64.299,24.199,9.279,1.409,1.55,0.625,1.74,3.1,2.16,60,5.7,5.2,22,72,228,14.1
3,18,Burridge L.,18-3767-49466,44.66433,-76.55461,4.5,23.699,8.07,236,103,35.299,6.98,2.64,1.159,3.93,7.57,2.569,30,25.5,5.82,14.8,5,400,10.15
3,18,Canoe L.,18-3773-49386,44.59171,-76.54556,4,7.15,7.969,177,77.7,24.199,5.82,1.439,0.776,1.47,6.879,2.54,30,19.199,2.41,11.4,18,220,8.244
3,18,Charleston L.,18-4196-49317,44.5346,-76.01579,3.5,14.4,7.969,221,94.299,25.6,9.05,4.87,1.129,7.71,6.15,1.82,10,21.699,4.5,40,74,294,5.699
3,18,Christie L.,18-3862-49620,44.80311,-76.43918,5,15.3,7.809,147,59.7,18.5,4.419,3.569,0.836,4.75,3.759,1.96,30,14.699,4.629,12.1,5.7,300,7.415
3,18,Crow L.,18-3719-49514,44.70844,-76.61666,5,13.699,7.839,145,59,17.6,5.089,2.899,0.803,3.99,3.589,2.529,34,14.699,3.97,10.8,11.8,260,9.349
3,18,Crystal L.,18-3065-49990,45.12017,-77.4598,5.5,23.8,6.679,19.8,4.929,2.009,0.531,0.644,0.229,0.276,2.419,1.08,37,1.439,4.639,30,100,229.9,6.504
3,18,Dalhousie L.,18-3762-49801,44.9656,-76.56939,3.9,29.1,7.769,135,56.899,18.6,3.35,2.54,0.768,3.609,3.06,1.51,38,13.699,4.919,14.3,15.9,290,9.285
3,18,Desert L.,18-3738-49330,44.54281,-76.58892,5,12,7.95,174,73.5,22.8,5.919,3.129,0.79,3.649,5.75,1.83,30,18.199,3.56,10.4,6.5,260,8.07
3,18,Dickey L.,18-2831-49628,44.78755,-77.74166,3.1,26.1,7.79,140,62,23.8,1.95,1.48,1.25,1.74,2.47,2,50,15,5.349,14.3,99.9,250,6.21
3,18,Eagle L.,18-3651-49486,44.68298,-76.69865,4.5,9.71,7.509,127,47.299,7.98,3.27,3.72,0.21,6.87,3.75,1.28,0,10.199,4,8,1,295,6.2
3,18,Govan L.,18-3587-49991,45.13314,-76.79515,5.3,17.6,7.379,125,58.5,20.8,2.919,0.7,0.695,0.31,3.25,1.919,20,13.699,5.2,38,12,386,15.6
3,18,Howes L.,18-3665-49300,44.50864,-76.67736,3.1,31.1,8.009,215,87.2,26.3,6.19,7.169,1.26,9.539,6.059,1.679,45,20.199,5.19,10,5,360,12.3
3,18,Joeperry L.,18-3188-49757,44.91235,-77.29552,3.3,25.1,7.059,26.3,9.39,3.31,0.626,0.613,0.356,0.273,1.8,1.139,50,2.12,5.4,30,80,274.36,6.5
3,18,Kashwakamak L.,18-3389-49691,44.8566,-77.0385,3,19.699,7.45,108,41.7,14.699,2.589,3.73,0.78,4.719,3.85,1.84,10,9.06,4.299,8,8,253,4.799
3,18,Kennebec L.,18-3444-49557,44.74021,-76.96521,2.6,65.4,7.23,50.6,18.1,5.71,1.47,1.879,0.436,2.089,1.56,0.99,117,4.309,7.74,22.899,23,360,9.404
3,18,Kishkebus L.,18-3289-49744,44.90449,-77.16746,3.2,41.6,7.16,56.299,28.699,7.83,1.48,0.76,0.589,0.266,2.2,2.21,105,5.549,6.78,12.9,6.799,340,6.075
3,18,Knowlton L.,18-3717-49235,44.45621,-76.61278,6,7.79,8.13,274,118,33.6,9.81,5.169,0.801,8.279,6.9,1.62,30,28.899,3.259,10.9,57.6,270,5.915
3,18,Leggat L.,18-3640-49528,44.71318,-76.72398,3.7,11.199,7.4,61.2,24.3,9.06,1.61,0.96,0.45,0.9,2.95,0.56,30,5.66,3.299,36,6,285,14.6
3,18,Little Clear L.,18-3804-49340,44.55147,-76.50471,2.1,18.699,7.58,80.799,34.6,8.8,3,1.03,0.621,0.439,3.589,0.39,30,8.259,2.83,10,5,290,16.6
3,18,Mazinaw L.,18-3267-49749,44.91805,-77.19745,4,21,6.99,73.7,20.5,8,1.57,3.58,0.67,5.169,4.099,2.2,70,4.5,4.299,10,122,228,5.4
3,18,Mississippi L.,18-4082-49908,45.06538,-76.1853,2.5,35,7.929,198,85.299,27,5.679,3.609,0.981,5.23,3.79,1.169,39,20.699,5.87,10.199,15.199,330,9.019
3,18,Moira L.,18-3050-49285,44.4871,-77.45373,3.4,29.6,8.099,282,121,44.5,5,6.19,1.08,9.58,5.45,1.71,36,29.6,5.089,17.8,86,290,8.859
3,18,Otter L.,18-3117-49924,45.06205,-77.39108,3.3,31.6,7.059,34.5,10.8,4.009,0.873,0.859,0.316,0.375,2.759,1.79,60,2.75,5.339,12.199,28.899,250,5.964
3,18,Palmerston L.,18-3549-49862,45.01754,-76.84758,6.1,10.3,7.929,168,73.9,25.5,3.87,1.409,0.996,1.78,5.03,1.77,30,18.3,3.319,10,27.899,220,7.33
3,18,Sharbot L.,18-3668-49582,44.76738,-76.69336,5,20.199,7.95,212,81.799,26.699,5.62,7.049,1.1,9.99,5.269,1.87,30,20.3,5.11,13.1,34.6,300,8.625
3,18,Shawenegog L.,18-3380-49750,44.91015,-77.05502,3.3,45.7,7.74,115,51.5,18.699,2.049,0.775,0.706,0.746,2.87,2.109,48,12.4,6.629,11.8,5,330,8.25
3,18,Sheffield Long L.,18-3404-49395,44.59529,-77.00966,2.2,44,7.61,110,41.7,13.4,3.41,3.47,0.639,4.559,2.149,1.659,112,10.6,6.15,13.199,16.3,340,8.894
3,18,Skootamatta L.,18-3220-49677,44.8375,-77.24743,2.1,41.7,7.179,36.7,11.199,4.45,0.849,0.85,0.643,0.59,3.189,1.51,104,2.81,6.2,22.1,46.799,300,9.32
3,18,St. Andrew L.s,18-3677-49397,44.60604,-76.6697,4.9,30.3,7.58,100,38.1,12.1,3.47,2.37,0.91,2.71,3.299,1.899,128,9.529,5.929,17.699,93.7,370,10.8
3,18,Sunday L.,18-3604-49878,45.03199,-76.77162,3.5,28.1,8.08,211,89.9,29.6,4.98,4.24,0.984,7.2,3.7,2.069,30,22.1,5.309,13.199,5,340,8.115
3,18,Twin Sister L.s,18-2817-49421,44.59389,-77.75244,5.4,19.699,7.839,136,60.2,22,2.299,1.59,0.796,1.95,2.64,1.389,31,14,5.389,30,70,290.795,6.879
3,18,Weslemkoon L.,18-3085-49890,45.02704,-77.4237,3.5,29.399,6.849,30.5,8.919,3.98,0.8,0.805,0.465,0.37,2.549,1.8,70,2.54,5.2,40,104,236,9.699
3,18,White L.,18-3808-50183,45.29792,-76.51851,4,16.3,8.029,228,112,34.899,8.64,2.379,0.975,3.02,3.5,2.299,10,25.699,5.099,36,4,378,10.199
