lakeName,ARU_LID,LATITUDE,LONGITUDE,latD,latM1,latM2,longD,longM1,longM2,lakeName_a,lakeName_b,waterbodyAndLake,waterbodyAndLake_ok,waterbodyAndLake_pieces,waterbodyAndLake_remainder
Ham,17-5279-50978,460208,803822,46,0,2,80,3,8,Ham,NA,Ham,FALSE,1,
Hambleton,16-6449-54116,NA,NA,NA,NA,NA,NA,NA,NA,Hambleton,NA,Hambleton,FALSE,1,
Hambly,18-3661-49250,442805,764102,44,2,8,76,4,1,Hambly,NA,Hambly,FALSE,1,
Hambone,17-3259-53306,480624,832021,48,0,6,83,2,0,Hambone,NA,Hambone,FALSE,1,
Hambone,17-6576-50594,454020,785838,45,4,0,78,5,8,Hambone,NA,Hambone,FALSE,1,
Hamer,17-5948-50096,451408,794731,45,1,4,79,4,7,Hamer,NA,Hamer,FALSE,1,
Hamilton,15-6795-56370,505132,902657,50,5,1,90,2,6,Hamilton,NA,Hamilton,FALSE,1,
Hamilton,15-5652-55376,495919,920526,49,5,9,92,0,5,Hamilton,NA,Hamilton,FALSE,1,
Hamilton,17-3501-52662,473203,825931,47,3,2,82,5,9,Hamilton,NA,Hamilton,FALSE,1,
Hamilton,17-7325-50048,450938,780229,45,0,9,78,0,2,Hamilton,NA,Hamilton,FALSE,1,
Hamilton,17-6209-50827,455321,792629,45,5,3,79,2,6,Hamilton,NA,Hamilton,FALSE,1,
Hammell,15-4269-56605,510537,940240,51,0,5,94,0,2,Hammell,NA,Hammell,FALSE,1,
Hammell,17-6093-51676,463916,793415,46,3,9,79,3,4,Hammell,NA,Hammell,FALSE,1,
Hammer,16-6409-53626,482411,850548,48,2,4,85,0,5,Hammer,NA,Hammer,FALSE,1,
Hammerhead,15-3706-56518,510018,945041,51,0,0,94,5,0,Hammerhead,NA,Hammerhead,FALSE,1,
Hampel,17-5866-50871,455602,795301,45,5,6,79,5,3,Hampel,NA,Hampel,FALSE,1,
Hampton,15-4619-57921,521649,933333,52,1,6,93,3,3,Hampton,NA,Hampton,FALSE,1,
Hancock,17-5375-53414,481336,802944,48,1,3,80,2,9,Hancock,NA,Hancock,FALSE,1,
Hand,15-6811-53492,481619,903334,48,1,6,90,3,3,Hand,NA,Hand,FALSE,1,
Hand,17-5668-51731,464236,800732,46,4,2,80,0,7,Hand,NA,Hand,FALSE,1,
Hand,16-7178-53398,481032,840413,48,1,0,84,0,4,Hand,NA,Hand,FALSE,1,
Handley,16-3300-54718,492236,892033,49,2,2,89,2,0,Handley,NA,Handley,FALSE,1,
Hanes,17-2809-52215,470646,835316,47,0,6,83,5,3,Hanes,NA,Hanes,FALSE,1,
Hangstone,17-5845-51855,464909,795332,46,4,9,79,5,3,Hangstone,NA,Hangstone,FALSE,1,
Hanlan,17-2989-55233,494950,834748,49,4,9,83,4,7,Hanlan,NA,Hanlan,FALSE,1,
Hanmer,17-5021-51729,464243,805819,46,4,2,80,5,8,Hanmer,NA,Hanmer,FALSE,1,
Hanna,17-4017-51253,461635,821635,46,1,6,82,1,6,Hanna,NA,Hanna,FALSE,1,
Hannah,15-5709-55432,500218,920037,50,0,2,92,0,0,Hannah,NA,Hannah,FALSE,1,
Hannah,17-4564-51144,461102,813356,46,1,1,81,3,3,Hannah,NA,Hannah,FALSE,1,
Hanover,16-4903-55808,502252,870812,50,2,2,87,0,8,Hanover,NA,Hanover,FALSE,1,
Hanover,17-4563-52721,473610,813453,47,3,6,81,3,4,Hanover,NA,Hanover,FALSE,1,
Hanrahan,17-4253-53337,480914,820015,48,0,9,82,0,0,Hanrahan,NA,Hanrahan,FALSE,1,
Hansen,15-3805-56428,505534,944202,50,5,5,94,4,2,Hansen,NA,Hansen,FALSE,1,
Hansen,17-5821-52189,470712,795502,47,0,7,79,5,5,Hansen,NA,Hansen,FALSE,1,
Hanwood,17-4591-51120,460944,813145,46,0,9,81,3,1,Hanwood,NA,Hanwood,FALSE,1,
Harburn,17-7007-50095,451245,782639,45,1,2,78,2,6,Harburn,NA,Harburn,FALSE,1,
Hardiman,17-4140-53137,475822,820908,47,5,8,82,0,9,Hardiman,NA,Hardiman,FALSE,1,
Harding,18-3925-49965,450657,762159,45,0,6,76,2,1,Harding,NA,Harding,FALSE,1,
Hardings,17-7299-49875,450020,780458,45,0,0,78,0,4,Hardings,NA,Hardings,FALSE,1,
Hardtack,15-5996-54211,485611,913823,48,5,6,91,3,8,Hardtack,NA,Hardtack,FALSE,1,
Hardtack,17-7171-50483,453321,781307,45,3,3,78,1,3,Hardtack,NA,Hardtack,FALSE,1,
Hardtime,16-6732-52712,473424,844151,47,3,4,84,4,1,Hardtime,NA,Hardtime,FALSE,1,
Hardup,17-6582-50283,452332,785844,45,2,3,78,5,8,Hardup,NA,Hardup,FALSE,1,
Hardwood,18-3350-50229,452032,770620,45,2,0,77,0,6,Hardwood,NA,Hardwood,FALSE,1,
Hardwood,18-3077-50083,451213,772653,45,1,2,77,2,6,Hardwood,NA,Hardwood,FALSE,1,
Hardwood,18-3104-50275,452240,772518,45,2,2,77,2,5,"Hardwood,",NA,"Hardwood,",FALSE,1,
Hardy,17-6155-49844,450020,793205,45,0,0,79,3,2,Hardy,NA,Hardy,FALSE,1,
Hare,16-5447-54037,484711,862329,48,4,7,86,2,3,Hare,NA,Hare,FALSE,1,
Harker,17-5886-53705,482859,794801,48,2,8,79,4,8,Harker,NA,Harker,FALSE,1,
Harling,15-4828-57732,520640,931503,52,0,6,93,1,5,Harling,NA,Harling,FALSE,1,
Harmon,15-6985-55358,495638,901402,49,5,6,90,1,4,Harmon,NA,Harmon,FALSE,1,
Harness,17-6928-50423,NA,NA,NA,NA,NA,NA,NA,NA,Harness,NA,Harness,FALSE,1,
Harold,15-6698-55773,501931,903652,50,1,9,90,3,6,Harold,NA,Harold,FALSE,1,
Harold,17-3714-53345,480911,824343,48,0,9,82,4,3,Harold,NA,Harold,FALSE,1,
Harp,16-5524-55254,495249,861612,49,5,2,86,1,6,Harp,NA,Harp,FALSE,1,
Harp,16-4862-54433,490841,871120,49,0,8,87,1,1,Harp,NA,Harp,FALSE,1,
Harp,17-6460-50265,452245,790806,45,2,2,79,0,8,Harp,NA,Harp,FALSE,1,
Harper,17-6051-49911,450403,793953,45,0,4,79,3,9,Harper,NA,Harper,FALSE,1,
Harriet,16-5663-54016,484556,860553,48,4,5,86,0,5,Harriet,NA,Harriet,FALSE,1,
Harriet,17-4335-53685,482806,815357,48,2,8,81,5,3,Harriet,NA,Harriet,FALSE,1,
Harris,15-4845-54485,491129,931247,49,1,1,93,1,2,Harris,NA,Harris,FALSE,1,
Harris,15-6679-55721,501646,903838,50,1,6,90,3,8,Harris,NA,Harris,FALSE,1,
Harris,16-3844-54058,484748,883426,48,4,7,88,3,4,Harris,NA,Harris,FALSE,1,
Harris,17-5128-54930,493530,804924,49,3,5,80,4,9,Harris,NA,Harris,FALSE,1,
Harris,17-5763-52364,471641,795927,47,1,6,79,5,9,Harris,NA,Harris,FALSE,1,
Harris,17-5791-50362,452836,795918,45,2,8,79,5,9,Harris,NA,Harris,FALSE,1,
Harris,17-5481-50605,454154,802254,45,4,1,80,2,2,Harris,NA,Harris,FALSE,1,
Harrison,17-4796-52208,470833,811609,47,0,8,81,1,6,Harrison,NA,Harrison,FALSE,1,
Harrison,17-5076-49085,441954,805417,44,1,9,80,5,4,Harrison,NA,Harrison,FALSE,1,
Harrogate,16-5088-56339,505133,865229,50,5,1,86,5,2,Harrogate,NA,Harrogate,FALSE,1,
Harry,17-3892-53167,475944,822908,47,5,9,82,2,9,Harry,NA,Harry,FALSE,1,
Harry,17-3874-51581,463410,822812,46,3,4,82,2,8,Harry,NA,Harry,FALSE,1,
Harry,17-6999-50335,452544,782641,45,2,5,78,2,6,Harry,NA,Harry,FALSE,1,
Hart,16-6941-55120,494352,841824,49,4,3,84,1,8,Hart,NA,Hart,FALSE,1,
Hart,17-2817-51552,463101,835047,46,3,1,83,5,0,Hart,NA,Hart,FALSE,1,
Hart,17-6498-50410,453029,790458,45,3,0,79,0,4,Hart,NA,Hart,FALSE,1,
Hart,17-6122-49739,445442,793443,44,5,4,79,3,4,Hart,NA,Hart,FALSE,1,
Hart,17-6541-49905,450310,790234,45,0,3,79,0,2,Hart,NA,Hart,FALSE,1,
Hart,18-3945-49319,443205,761940,44,3,2,76,1,9,Hart,NA,Hart,FALSE,1,
Hartle,17-6135-51942,465335,793039,46,5,3,79,3,0,Hartle,NA,Hartle,FALSE,1,
Hartley,16-4251-56594,510459,880408,51,0,4,88,0,4,Hartley,NA,Hartley,FALSE,1,
Hartley,16-4891-54800,492830,870900,49,2,8,87,0,9,Hartley,NA,Hartley,FALSE,1,
Hartman,15-5396-55107,494459,922700,49,4,4,92,2,7,Hartman,NA,Hartman,FALSE,1,
Hartwick,18-3140-50287,452321,772233,45,2,3,77,2,2,Hartwick,NA,Hartwick,FALSE,1,
Harvey,16-4835-56525,510132,871409,51,0,1,87,1,4,Harvey,NA,Harvey,FALSE,1,
Harvey,17-3435-52743,473619,830457,47,3,6,83,0,4,Harvey,NA,Harvey,FALSE,1,
Harvey,17-5427-51865,464956,802622,46,4,9,80,2,6,Harvey,NA,Harvey,FALSE,1,
Harvey,17-6694-50174,451730,785021,45,1,7,78,5,0,Harvey,NA,Harvey,FALSE,1,
Harvey,18-2882-51121,460752,774431,46,0,7,77,4,4,Harvey,NA,Harvey,FALSE,1,
Haskett,16-5240-55691,501633,863947,50,1,6,86,3,9,Haskett,NA,Haskett,FALSE,1,
Haskins,17-4781-54574,491617,811806,49,1,6,81,1,8,Haskins,NA,Haskins,FALSE,1,
Haskins,18-2820-50498,453401,774738,45,3,4,77,4,7,Haskins,NA,Haskins,FALSE,1,
Hasnick,16-4851-56514,510058,871247,51,0,0,87,1,2,Hasnick,NA,Hasnick,FALSE,1,
Hassard,17-4636-53183,480108,812919,48,0,1,81,2,9,Hassard,NA,Hassard,FALSE,1,
Hat,15-4023-56058,503552,942251,50,3,5,94,2,2,Hat,NA,Hat,FALSE,1,
Hatchet,15-4098-56485,505859,941705,50,5,8,94,1,7,Hatchet,NA,Hatchet,FALSE,1,
Hatchet,17-5199-53530,481953,804351,48,1,9,80,4,3,Hatchet,NA,Hatchet,FALSE,1,
Hauenstein,16-5011-55988,NA,NA,NA,NA,NA,NA,NA,NA,Hauenstein,NA,Hauenstein,FALSE,1,
Havelock,17-6857-50178,451729,783753,45,1,7,78,3,7,Havelock,NA,Havelock,FALSE,1,
Havik,15-4301-55517,500657,935839,50,0,6,93,5,8,Havik,NA,Havik,FALSE,1,
Havilah,17-2927-51504,462838,834204,46,2,8,83,4,2,Havilah,NA,Havilah,FALSE,1,
Havilland,16-6954-51835,464644,842626,46,4,6,84,2,6,Havilland,NA,Havilland,FALSE,1,
Havoc,16-3523-55289,495346,890324,49,5,3,89,0,3,Havoc,NA,Havoc,FALSE,1,
Hawe,17-6317-50875,455549,791805,45,5,5,79,1,8,Hawe,NA,Hawe,FALSE,1,
Hawk,15-5761-54580,491618,915713,49,1,6,91,5,7,Hawk,NA,Hawk,FALSE,1,
Hawk,15-4279-55138,494627,940004,49,4,6,94,0,0,Hawk,NA,Hawk,FALSE,1,
Hawk,15-6498-54496,491059,905639,49,1,0,90,5,6,Hawk,NA,Hawk,FALSE,1,
Hawk,16-7106-51960,465309,841409,46,5,3,84,1,4,Hawk,NA,Hawk,FALSE,1,
Hawk,16-6813-53264,480402,843400,48,0,4,84,3,4,Hawk,NA,Hawk,FALSE,1,
Hawk,18-2704-50247,452025,775549,45,2,0,77,5,5,Hawk,NA,Hawk,FALSE,1,
Hawkcliff,15-4624-54987,493829,933116,49,3,8,93,3,1,Hawkcliff,NA,Hawkcliff,FALSE,1,
Hawkeye,16-3199-53953,484114,892648,48,4,1,89,2,6,Hawkeye,NA,Hawkeye,FALSE,1,
Hawley,16-6538-60420,543014,843731,54,3,0,84,3,7,Hawley,NA,Hawley,FALSE,1,
Hawleys,15-4974-58323,523832,930218,52,3,8,93,0,2,Hawleys,NA,Hawleys,FALSE,1,
Hay,15-6761-54359,490310,903524,49,0,3,90,3,5,Hay,NA,Hay,FALSE,1,
Hay,17-7203-50289,452251,781109,45,2,2,78,1,1,Hay,NA,Hay,FALSE,1,
Hayes,17-4628-48792,440401,812752,44,0,4,81,2,7,Hayes,NA,Hayes,FALSE,1,
Hays,16-4871-54056,484819,871032,48,4,8,87,1,0,Hays,NA,Hays,FALSE,1,
Hayward,16-5753-53806,483433,855843,48,3,4,85,5,8,Hayward,NA,Hayward,FALSE,1,
Hazel,15-6880-55921,502711,902108,50,2,7,90,2,1,Hazel,NA,Hazel,FALSE,1,
Hazel,17-5819-53488,481721,795345,48,1,7,79,5,3,Hazel,NA,Hazel,FALSE,1,
Hazelwood,16-3295-53841,483519,891842,48,3,5,89,1,8,Hazelwood,NA,Hazelwood,FALSE,1,
Hazen,17-4536-53024,475230,813712,47,5,2,81,3,7,Hazen,NA,Hazen,FALSE,1,
Head,17-6903-50431,NA,NA,NA,NA,NA,NA,NA,NA,Head,NA,Head,FALSE,1,
Head,17-6651-49559,444423,785451,44,4,4,78,5,4,Head,NA,Head,FALSE,1,
Head,17-6956-49911,450255,783059,45,0,2,78,3,0,Head,NA,Head,FALSE,1,
Head,18-2805-51085,460548,775024,46,0,5,77,5,0,Head,NA,Head,FALSE,1,
Headstone,17-7185-50502,453424,781157,45,3,4,78,1,1,Headstone,NA,Headstone,FALSE,1,
Headwater,17-5296-52627,NA,NA,NA,NA,NA,NA,NA,NA,Headwater,NA,Headwater,FALSE,1,
Heafur,15-6937-55781,501931,901643,50,1,9,90,1,6,Heafur,NA,Heafur,FALSE,1,
Heal,17-3245-52040,465806,831824,46,5,8,83,1,8,Heal,NA,Heal,FALSE,1,
Healey,17-6425-49935,450457,791123,45,0,4,79,1,1,Healey,NA,Healey,FALSE,1,
Healey,17-5851-50016,450953,795503,45,0,9,79,5,5,Healey,NA,Healey,FALSE,1,
Hearst,17-5940-52379,471723,794525,47,1,7,79,4,5,Hearst,NA,Hearst,FALSE,1,
Heart,17-5150-53638,482545,804751,48,2,5,80,4,7,Heart,NA,Heart,FALSE,1,
Heart,17-5085-53803,483439,805304,48,3,4,80,5,3,Heart,NA,Heart,FALSE,1,
Heart,17-5522-52676,NA,NA,NA,NA,NA,NA,NA,NA,Heart,NA,Heart,FALSE,1,
Heart,18-2931-51107,460713,774039,46,0,7,77,4,0,Heart,NA,Heart,FALSE,1,
Heart,18-3503-49866,NA,NA,NA,NA,NA,NA,NA,NA,Heart,NA,Heart,FALSE,1,
Heart,17-5970-48435,434425,794744,43,4,4,79,4,7,Heart,NA,Heart,FALSE,1,
Heaslip,17-5867-50238,452151,795334,45,2,1,79,5,3,Heaslip,NA,Heaslip,FALSE,1,
Heathcote,15-6863-55733,501702,902306,50,1,7,90,2,3,Heathcote,NA,Heathcote,FALSE,1,
Heathwalt,15-5948-55052,494136,914110,49,4,1,91,4,1,Heathwalt,NA,Heathwalt,FALSE,1,
Heaven,16-3094-54621,491701,893716,49,1,7,89,3,7,Heaven,NA,Heaven,FALSE,1,
Heck,17-6537-50358,452740,790203,45,2,7,79,0,2,Heck,NA,Heck,FALSE,1,
Hector,15-4746-54627,491907,932100,49,1,9,93,2,1,Hector,NA,Hector,FALSE,1,
Hector,17-4989-54332,490314,810057,49,0,3,81,0,0,Hector,NA,Hector,FALSE,1,
Heel,15-4799-54765,492636,931640,49,2,6,93,1,6,Heel,NA,Heel,FALSE,1,
Heeney,17-6491-49987,450739,790613,45,0,7,79,0,6,Heeney,NA,Heeney,FALSE,1,
Heifer,18-3438-50089,451305,765923,45,1,3,76,5,9,Heifer,NA,Heifer,FALSE,1,
Helder,15-4153-55778,502053,941125,50,2,0,94,1,1,Helder,NA,Helder,FALSE,1,
Helen,16-4067-54365,490436,881641,49,0,4,88,1,6,Helen,NA,Helen,FALSE,1,
Helen,17-4347-52814,474105,815211,47,4,1,81,5,2,Helen,NA,Helen,FALSE,1,
Helen,16-6793-54846,492921,843126,49,2,9,84,3,1,Helen,NA,Helen,FALSE,1,
Helen,17-4563-51062,460635,813355,46,0,6,81,3,3,Helen,NA,Helen,FALSE,1,
Helen,17-4925-52070,470108,810553,47,0,1,81,0,5,Helen,NA,Helen,FALSE,1,
Helen,17-5499-52372,471719,802026,47,1,7,80,2,0,Helen,NA,Helen,FALSE,1,
Helena,15-4597-54397,490638,933308,49,0,6,93,3,3,Helena,NA,Helena,FALSE,1,
Helenbar,17-3718-51611,463535,824027,46,3,5,82,4,0,Helenbar,NA,Helenbar,FALSE,1,
Helianthus,16-5457-54527,491338,862222,49,1,3,86,2,2,Helianthus,NA,Helianthus,FALSE,1,
Helm,15-4996-58461,524600,930019,52,4,6,93,0,0,Helm,NA,Helm,FALSE,1,
Helve,17-6581-50276,452310,785849,45,2,3,78,5,8,Helve,NA,Helve,FALSE,1,
Hemlock,18-3036-50696,454514,773133,45,4,5,77,3,1,Hemlock,NA,Hemlock,FALSE,1,
Hemlock,18-3478-49935,450450,765603,45,0,4,76,5,6,Hemlock,NA,Hemlock,FALSE,1,
Henderson,17-3273-53111,475554,831841,47,5,5,83,1,8,Henderson,NA,Henderson,FALSE,1,
Hendrie,17-5932-49249,NA,NA,NA,NA,NA,NA,NA,NA,Hendrie,NA,Hendrie,FALSE,1,
Hennessy,17-4649-52472,472244,812754,47,2,2,81,2,7,Hennessy,NA,Hennessy,FALSE,1,
Henry,17-6149-50580,454006,793130,45,4,0,79,3,1,Henry,NA,Henry,FALSE,1,
Henshaw,17-6109-49946,450554,793526,45,0,5,79,3,5,Henshaw,NA,Henshaw,FALSE,1,
Hepburn,17-3567-52724,473530,825424,47,3,5,82,5,4,Hepburn,NA,Hepburn,FALSE,1,
Hepburn,17-5965-54312,490142,794047,49,0,1,79,4,0,Hepburn,NA,Hepburn,FALSE,1,
Herb,15-4222-55249,495226,940500,49,5,2,94,0,5,Herb,NA,Herb,FALSE,1,
Herb,15-5913-54428,490758,914455,49,0,7,91,4,4,Herb,NA,Herb,FALSE,1,
Herb,17-6725-50110,451401,784807,45,1,4,78,4,8,Herb,NA,Herb,FALSE,1,
Herbage,16-6534-53691,482728,845530,48,2,7,84,5,5,Herbage,NA,Herbage,FALSE,1,
Herbert,15-6935-54465,490835,902048,49,0,8,90,2,0,Herbert,NA,Herbert,FALSE,1,
Herbert,17-5658-52029,465843,800807,46,5,8,80,0,8,Herbert,NA,Herbert,FALSE,1,
Heron,15-5241-54196,485552,924013,48,5,5,92,4,0,Heron,NA,Heron,FALSE,1,
Heron,16-7043-55411,495922,840857,49,5,9,84,0,8,Heron,NA,Heron,FALSE,1,
Heron,17-6711-50348,NA,NA,NA,NA,NA,NA,NA,NA,Heron,NA,Heron,FALSE,1,
Heronry,15-6134-54710,492300,912616,49,2,3,91,2,6,Heronry,NA,Heronry,FALSE,1,
Heronry,15-4334-54442,490856,935445,49,0,8,93,5,4,Heronry,NA,Heronry,FALSE,1,
Herontrack,15-6245-54325,490204,911749,49,0,2,91,1,7,Herontrack,NA,Herontrack,FALSE,1,
Herrick,16-5795-53828,483542,855520,48,3,5,85,5,5,Herrick,NA,Herrick,FALSE,1,
Herridge,17-5893-52037,465857,794931,46,5,8,79,4,9,Herridge,NA,Herridge,FALSE,1,
Herron,17-4768-52698,473500,811830,47,3,5,81,1,8,Herron,NA,Herron,FALSE,1,
Heuston,15-5760-54440,490846,915728,49,0,8,91,5,7,Heuston,NA,Heuston,FALSE,1,
Hew,15-4548-56964,512509,933859,51,2,5,93,3,8,Hew,NA,Hew,FALSE,1,
Hewitt,17-5718-53735,483046,800143,48,3,0,80,0,1,Hewitt,NA,Hewitt,FALSE,1,
Hiawatha,16-6439-54864,493055,850043,49,3,0,85,0,0,Hiawatha,NA,Hiawatha,FALSE,1,
Hickerson,15-4866-54214,485652,931100,48,5,6,93,1,1,Hickerson,NA,Hickerson,FALSE,1,
Hicks,16-3466-54086,NA,NA,NA,NA,NA,NA,NA,NA,Hicks,NA,Hicks,FALSE,1,
Hicks,17-5363-51945,465419,803123,46,5,4,80,3,1,Hicks,NA,Hicks,FALSE,1,
Hicks,18-2788-50282,452228,774929,45,2,2,77,4,9,Hicks,NA,Hicks,FALSE,1,
Hidden,15-5899-55530,500728,914431,50,0,7,91,4,4,Hidden,NA,Hidden,FALSE,1,
Hidden,15-5756-53967,484313,915820,48,4,3,91,5,8,Hidden,NA,Hidden,FALSE,1,
Hidden,15-6882-53450,481356,902757,48,1,3,90,2,7,Hidden,NA,Hidden,FALSE,1,
Hidden,17-5127-53966,484328,804940,48,4,3,80,4,9,Hidden,NA,Hidden,FALSE,1,
Hidden,17-6819-50364,452734,784024,45,2,7,78,4,0,Hidden,NA,Hidden,FALSE,1,
Hider,17-4152-52021,465809,820654,46,5,8,82,0,6,Hider,NA,Hider,FALSE,1,
High,15-3457-55073,494202,950824,49,4,2,95,0,8,High,NA,High,FALSE,1,
High,15-4209-55213,495028,940558,49,5,0,94,0,5,High,NA,High,FALSE,1,
High,17-6312-51334,462036,791741,46,2,0,79,1,7,High,NA,High,FALSE,1,
High,17-5502-51936,465346,802029,46,5,3,80,2,0,High,NA,High,FALSE,1,
High,17-6179-50100,451409,792954,45,1,4,79,2,9,High,NA,High,FALSE,1,
High,17-6774-50327,452538,784356,45,2,5,78,4,3,High,NA,High,FALSE,1,
High,18-3721-49250,442809,763630,44,2,8,76,3,6,High,NA,High,FALSE,1,
Highball,15-6033-55849,502432,913246,50,2,4,91,3,2,Highball,NA,Highball,FALSE,1,
Highbrush,17-3091-52917,474510,833251,47,4,5,83,3,2,Highbrush,NA,Highbrush,FALSE,1,
Highfalls,18-2916-50825,455200,774104,45,5,2,77,4,1,Highfalls,NA,Highfalls,FALSE,1,
Highland,17-3298-51596,463412,831317,46,3,4,83,1,3,Highland,NA,Highland,FALSE,1,
Highland,18-3281-50246,452120,771140,45,2,1,77,1,1,Highland,NA,Highland,FALSE,1,
Highrock,15-5195-54335,490322,924359,49,0,3,92,4,3,Highrock,NA,Highrock,FALSE,1,
Highstone,15-6112-55877,502559,912604,50,2,5,91,2,6,Highstone,NA,Highstone,FALSE,1,
Highwater,17-6008-53325,480823,793840,48,0,8,79,3,8,Highwater,NA,Highwater,FALSE,1,
Highway,15-5698-55468,500416,920129,50,0,4,92,0,1,Highway,NA,Highway,FALSE,1,
Highwind,15-4345-55065,494233,935428,49,4,2,93,5,4,Highwind,NA,Highwind,FALSE,1,
Higley,18-4156-49286,443028,760342,44,3,0,76,0,3,Higley,NA,Higley,FALSE,1,
Hik,15-6060-55787,502109,913035,50,2,1,91,3,0,Hik,NA,Hik,FALSE,1,
Hildreth,17-5199-52983,475021,804402,47,5,0,80,4,4,Hildreth,NA,Hildreth,FALSE,1,
Hill,15-4666-54568,491555,932734,49,1,5,93,2,7,Hill,NA,Hill,FALSE,1,
Hillary,17-4417-53413,481328,814707,48,1,3,81,4,7,Hillary,NA,Hillary,FALSE,1,
Hillcrest,17-5717-52070,470052,800325,47,0,0,80,0,3,Hillcrest,NA,Hillcrest,FALSE,1,
Hilliard,17-6869-50432,453108,783626,45,3,1,78,3,6,Hilliard,NA,Hilliard,FALSE,1,
Hillmer,17-3644-55310,495504,825319,49,5,5,82,5,3,Hillmer,NA,Hillmer,FALSE,1,
Hillock,15-4350-55001,493908,935400,49,3,9,93,5,4,Hillock,NA,Hillock,FALSE,1,
Hills,17-5326-55257,495306,803245,49,5,3,80,3,2,Hills,NA,Hills,FALSE,1,
Hillside,15-7005-56110,503705,900959,50,3,7,90,0,9,Hillside,NA,Hillside,FALSE,1,
Hilltop,17-5364-51004,NA,NA,NA,NA,NA,NA,NA,NA,Hilltop,NA,Hilltop,FALSE,1,
Hilltop,16-6636-53071,475355,844842,47,5,3,84,4,8,Hilltop,NA,Hilltop,FALSE,1,
Hilly,15-4013-55122,494521,942215,49,4,5,94,2,2,Hilly,NA,Hilly,FALSE,1,
Hilma,16-3752-53979,484326,884148,48,4,3,88,4,1,Hilma,NA,Hilma,FALSE,1,
Hilyard,16-3307-58620,525300,893057,52,5,3,89,3,0,Hilyard,NA,Hilyard,FALSE,1,
Himbury,17-6400-50516,453620,791217,45,3,6,79,1,2,Himbury,NA,Himbury,FALSE,1,
Hincks,17-4988-53237,480407,810100,48,0,4,81,0,1,Hincks,NA,Hincks,FALSE,1,
Hindon,17-6750-49902,450243,784640,45,0,2,78,4,6,Hindon,NA,Hindon,FALSE,1,
Hines,17-5210-49188,442528,804410,44,2,5,80,4,4,Hines,NA,Hines,FALSE,1,
Hinsburger,17-6369-50923,455823,791400,45,5,8,79,1,4,Hinsburger,NA,Hinsburger,FALSE,1,
Hiram,17-6980-50572,453831,782734,45,3,8,78,2,7,Hiram,NA,Hiram,FALSE,1,
Ho,17-4782-54667,NA,NA,NA,NA,NA,NA,NA,NA,Ho,NA,Ho,FALSE,1,
Hoard,15-5174-54004,484530,924549,48,4,5,92,4,5,Hoard,NA,Hoard,FALSE,1,
Hoath,17-2910-51571,463212,834332,46,3,2,83,4,3,Hoath,NA,Hoath,FALSE,1,
Hob,16-5362-54833,493012,863002,49,3,0,86,3,0,Hob,NA,Hob,FALSE,1,
Hobon,16-6908-53676,482604,842511,48,2,6,84,2,5,Hobon,NA,Hobon,FALSE,1,
Hobson,17-5812-50524,453722,795731,45,3,7,79,5,7,Hobson,NA,Hobson,FALSE,1,
Hodgins,15-5198-55419,500153,924327,50,0,1,92,4,3,Hodgins,NA,Hodgins,FALSE,1,
Hodgins,17-4794-49571,444608,811536,44,4,6,81,1,5,Hodgins,NA,Hodgins,FALSE,1,
Hofstetter,17-5313-48050,432357,803648,43,2,3,80,3,6,Hofstetter,NA,Hofstetter,FALSE,1,
Hogan,17-6942-50832,455237,782951,45,5,2,78,2,9,Hogan,NA,Hogan,FALSE,1,
Hogans,18-2641-49736,445244,775912,44,5,2,77,5,9,Hogans,NA,Hogans,FALSE,1,
Hogarth,15-6888-54456,490810,902442,49,0,8,90,2,4,Hogarth,NA,Hogarth,FALSE,1,
Hogsback,17-3929-53528,481916,822642,48,1,9,82,2,6,Hogsback,NA,Hogsback,FALSE,1,
Holbrooke,17-4974-53069,475502,810206,47,5,5,81,0,2,Holbrooke,NA,Holbrooke,FALSE,1,
Holden,17-5559-52589,472900,801530,47,2,9,80,1,5,Holden,NA,Holden,FALSE,1,
Holger,15-5994-55749,501911,913611,50,1,9,91,3,6,Holger,NA,Holger,FALSE,1,
Holinshead,16-3069-55034,493915,894032,49,3,9,89,4,0,Holinshead,NA,Holinshead,FALSE,1,
Holland,18-2806-49968,450534,774717,45,0,5,77,4,7,Holland,NA,Holland,FALSE,1,
Hollingsworth,16-3616-56066,503550,885720,50,3,5,88,5,7,Hollingsworth,NA,Hollingsworth,FALSE,1,
Holly,15-7111-54802,492623,900516,49,2,6,90,0,5,Holly,NA,Holly,FALSE,1,
Holmes,15-5588-54131,485214,921156,48,5,2,92,1,1,Holmes,NA,Holmes,FALSE,1,
Holmes,17-5373-53175,480043,803002,48,0,0,80,3,0,Holmes,NA,Holmes,FALSE,1,
Holmes,18-3530-50128,451519,765225,45,1,5,76,5,2,Holmes,NA,Holmes,FALSE,1,
Holstein,15-4650-54480,491110,932851,49,1,1,93,2,8,Holstein,NA,Holstein,FALSE,1,
Holster,17-5193-53460,481607,804426,48,1,6,80,4,4,Holster,NA,Holster,FALSE,1,
Holts,17-6451-50892,455633,790739,45,5,6,79,0,7,Holts,NA,Holts,FALSE,1,
Home,15-6872-54024,484455,902714,48,4,4,90,2,7,Home,NA,Home,FALSE,1,
Home,15-6539-53616,482328,905517,48,2,3,90,5,5,Home,NA,Home,FALSE,1,
Home,17-5442-50543,453834,802556,45,3,8,80,2,5,Home,NA,Home,FALSE,1,
