BsM_Cycle,FMZ,lakeName,waterbodyID,secchiDepth,surfaceArea,lakeVolume,maxDepth,meanDepth,lat,long,yearSample,COLTR (TCU),pH,cond,alk,Ca,MGUT (mg/L),Na,KKUT (mg/L),CLIDUR (mg/L),SSO4UR (mg/L),SIO3UR (mg/L),FEUT,DIC,DOC,NNHTUR (mg/L),NNOTUR (ug/L),TKN,TDP,dateSample,NtoPratio
1,12,Lac Coulonge,18-3577-50825,2.5,NA,NA,19,3.8,45.8734,-76.814,2008,52.6,7.04,49.8,12.5,5,1.46,2.33,0.63,1.79,6,2.12,40,2.88,6.9,16,126,324,14.8,2008-05-14,2.140051497900692
1,12,Lac des Chats,18-3854-50393,3.3,NA,NA,22,4.9,45.5,-76.47222,2009,65.4,6.97,48.6,13.4,5.4,1.51,1.86,0.66,1.61,5.3,2.28,335,3.52,7.4,14,122,316,16.4,2009-05-12,2.053271016607651
1,12,Lac Deschenes,18-4334-50239,1.8,NA,NA,37,5.2,45.36995,-75.85265,2009,62.2,7.28,62.2,18.9,7.56,1.87,2.62,0.735,2.3,5.4,2.32,354,4.7,7.4,16,148,288,15.3,2009-04-30,2.071158182863509
1,12,Lac Dollard-des-Ormeaux,18-5390-50495,1.5,NA,NA,34,6.1,45.59411,-74.48757,2009,62.8,7.28,66,20.5,8.32,1.99,2.89,0.74,3.05,5.45,2.24,452,5.12,7,40,146,318,21.3,2009-04-30,1.8810416121951263
1,12,Lac du Rocher-Fendu,18-3662-50545,1.9,NA,NA,49,7.9,45.63544,-76.68752,2009,63.6,6.97,45.6,12.2,5.14,1.47,1.82,0.62,1.5,5.35,2.26,310,3.26,7.4,4,138,307,13,2009-05-12,2.226209360353432
1,12,Lower Allumette,18-3485-50735,2,NA,NA,17,2.7,45.78736,-76.94457,2010,50.6,7.42,67,20.7,7.04,2.03,2.73,0.73,2.66,5.4,2.4,183,4.92,6.8,6,142,266,13.4,2010-04-13,2.1454237165543044
1,15,Ahmic,17-6025-50535,2.1,NA,NA,24.4,7.3,45.63437,-79.69545,2012,43.8,6.7,39.2,5.8,2.6,0.8,2.5,0.6,3.3,4.8,2.6,265,1.5,5.7,26,174,286,12.5,2012-04-16,2.23244603257061
1,15,Alder,17-7255-49721,3,NA,NA,18.3,6.5,44.86839,-78.14583,2008,57.8,7.23,25.8,13.1,NA,NA,NA,NA,0.51,4.8,1.28,NA,1.1,8.2,28,68,389,9.8,2008-05-07,2.6014159049999055
1,15,Aylen,18-2779-50548,6.1,NA,NA,67.1,22.5,45.61836,-77.85586,2008,12.6,6.93,43.8,9.02,3.7,1.52,1.15,0.67,0.51,7.35,1.98,107,2.6,3.3,6,100,178,3.5,2008-05-06,4.045755531134566
1,15,Balmer,18-3681-50211,2.8,NA,NA,4.8,2.4,45.33239,-76.68411,2010,13.8,8.47,210,98.4,26.7,11,1.8,1.33,2.92,8.45,3.76,NA,24.6,7.8,40,2,493,9.3,2010-08-25,2.7672982461345628
1,15,Baptiste,18-2642-49981,3,NA,NA,32,4.7,45.11648,-78.00344,2011,36.4,7,44.8,12.3,5.6,0.9,1.5,0.7,1.4,4.7,2.6,275,3.4,4.9,22,140,245,8.7,2011-05-04,2.5297905209977034
1,15,Bark,18-2782-50364,3,NA,NA,87.5,24.3,45.4552,-77.84943,2010,23.4,6.29,34.4,5.39,2.88,0.95,1.96,0.5,2.2,5.4,2.34,98,1.46,4.6,2,90,231,6.8,2010-05-06,2.8179084552640945
1,15,Bella,17-6539-50341,4.2,NA,NA,36.6,12.8,45.44431,-79.03118,2011,12.6,6.8,29.6,5.1,3.1,0.8,1.2,0.5,1.4,4.5,1.5,134,1.6,2.7,24,18,194,7.2,2011-05-09,2.650254778460429
1,15,Bernard,17-6257-50660,2.1,NA,NA,47.9,15.1,45.73885,-79.38526,2009,17.2,6.87,62.6,6.72,3.8,0.925,6.18,0.785,9.81,5.35,0.92,65,1.92,3.5,12,72,214,8.3,2009-05-15,2.5215502526564255
1,15,Big Deer,17-5971-50688,2,NA,NA,18,3.2,45.7668,-79.7507,2011,34.4,7,39,13,6.5,0.7,0.6,0.4,0.6,3.1,1.3,169,3.6,7,24,46,300,8.8,2011-05-17,2.6093238585682625
1,15,Bigwind,17-6532-49909,4.7,NA,NA,36.3,9.9,45.05711,-79.05464,2008,16.8,6.46,22.2,2.63,2.04,0.565,0.815,0.305,0.55,5,0.8,184,0.8,3.2,14,84,224,6.3,2008-05-15,2.9155299466444435
1,15,Black Donald,18-3469-50088,4,NA,NA,42.7,15.8,45.21682,-76.93969,2009,30.6,7.4,83,29.1,11.3,1.95,2.37,0.705,3.22,5.9,2.14,114,7.38,5.4,20,50,301,11.2,2009-05-12,2.3537759896723074
1,15,Buck,17-6254-50307,1,NA,NA,23.5,9.9,45.42025,-79.39479,2011,85.6,6,18.4,2,2,0.4,0.9,0.4,0.7,3.2,1.8,498,0.8,9.3,34,76,348,11.8,2011-05-17,2.3631734499007804
1,15,Burns,18-2916-50515,5.7,NA,NA,6.1,2.8,45.5871,-77.67143,2010,10,7.51,66.8,20.8,7.68,2.57,1.82,0.915,10.2,2.95,0.28,NA,6.1,5,36,16,393,9.1,2010-06-21,2.691985694575347
1,15,Calabogie,18-3634-50151,5.6,NA,NA,24.4,5.2,45.27732,-76.74264,2010,23.4,7.46,102,39.4,14.4,2.46,2.52,0.72,3.42,5.7,2.88,108,9.72,4.6,8,92,246,7.1,2010-04-14,2.7890131584374114
1,15,Catchacoma,17-7116-49585,4.1,NA,NA,43.9,18.9,44.75058,-78.32526,2008,38.6,7.01,54.4,13.2,7.02,0.995,1.97,0.385,2.97,5.15,1.58,NA,3.38,6.1,12,140,310,5.2,2008-05-16,3.439990024257757
1,15,"Cecebe,",17-6111-50550,2.5,NA,NA,19.5,4.9,45.64268,-79.58059,2008,50.8,6.47,38.2,4.22,2.72,0.63,2.47,0.615,2.99,5.15,2.06,58,1.2,5.8,12,112,346,14.3,2008-05-05,2.1920613077700852
1,15,"Clear,",18-3287-50341,4,NA,NA,36,8,45.44131,-77.1955,2008,4.2,8.27,255,108,35.3,6.68,5.57,0.75,10.5,8.45,1.46,NA,26.5,3.5,24,6,334,17.9,2008-05-15,2.0106203755577536
1,15,Cripple,17-6554-50468,2.7,NA,NA,9,1.6,45.5596,-79.00745,2008,30.6,5.94,16.2,0.83,1.32,0.33,0.6,0.25,0.14,4.05,1.22,84,0.62,4.2,20,30,284,9.1,2008-05-16,2.5456549295504556
1,15,Doe,17-6239-50430,2.2,NA,NA,22.9,5.9,45.53377,-79.41413,2008,32.8,6.61,37.8,5.4,2.84,0.625,2.36,0.595,2.89,4.6,2.2,278,1.6,4.9,8,110,273,11.4,2008-05-05,2.296904554201337
1,15,"Dore,",18-3351-50535,3.4,NA,NA,19.5,7.6,45.61781,-77.11506,2010,14.6,7.85,195,81.8,25.6,6.16,6.12,1.16,9.35,5.4,1.58,48,NA,5.4,14,12,387,15.4,2010-04-13,2.174035334265908
1,15,Dotty,17-6571-50360,3,NA,NA,27.1,7,45.46152,-78.99156,2011,44.2,6.2,21.6,1.9,2.2,0.6,0.9,0.4,0.6,3.8,2.4,357,1.3,5.6,22,156,237,8,2011-05-09,2.6141669973926316
1,15,Eagle,17-6164-50763,4,NA,NA,21.9,6,45.83223,-79.50188,2008,14,NA,27.8,7.33,2.24,0.535,1.46,0.55,1.91,4.9,0.9,55,0.8,2.8,10,40,258,7.2,2008-05-15,2.7936107289077947
1,15,Eels,17-7269-49741,5,NA,NA,29.9,6.7,44.89509,-78.13984,2011,25.2,7.1,48.8,15.7,7.5,0.8,0.8,0.4,0.7,4.1,1.7,181,4.5,4.8,20,128,242,7.3,2011-05-05,2.742645873737293
1,15,Fletcher,17-6738-50244,4.5,NA,NA,21.3,7.1,45.35355,-78.78435,2008,24.2,6.57,25.6,3.69,2.14,0.86,0.86,0.38,0.56,5,1.34,0,1.04,4.2,16,110,264,7.3,2008-05-15,2.786102193735466
1,15,Fosters,18-2900-50140,3.5,NA,NA,13.1,4.6,45.24977,-77.67526,2008,45.8,7.23,121,49.8,NA,NA,NA,NA,1.68,6.5,3.44,191,11.6,9.4,30,78,419,9.2,2008-05-07,2.7076549615553787
1,15,Giroux,17-5384-50622,2,NA,NA,5.8,2.9,45.71367,-80.50404,2011,45.6,6.3,37.8,3.1,1.8,0.5,4,0.4,6.2,2.1,1.3,615,1,8.5,38,50,362,13,2011-05-19,2.290248156169759
1,15,Golden,18-3186-50482,4,NA,NA,24.4,8.6,45.57388,-77.33611,2009,30.2,7.42,86.2,29.8,9.9,3.08,2.79,0.99,3.72,5.9,3.08,89,7.32,6.3,26,12,334,11.7,2009-05-12,2.3546215520318197
1,15,Goodwin,17-6844-50137,6.5,NA,NA,25,8.2,45.25505,-78.64918,2009,10,6.47,17.2,4.32,1.6,0.425,0.51,0.36,0.29,4.15,0.42,NA,0.68,2.9,14,6,206,3.5,2009-05-20,4.159747598810884
1,15,Gurd,17-5352-50862,2.5,NA,NA,6.1,1.6,45.92921,-80.54408,2011,54.8,7.1,49,14.4,4.6,1.5,1.8,0.5,2.2,2.4,1.3,439,3.3,9.4,50,2,419,13.4,2011-05-25,2.3199498536837972
1,15,Jack,17-7358-49530,3.9,NA,NA,36.6,7.4,44.69486,-78.03569,2010,10.8,8,151,62.6,25.3,1.77,2.77,0.83,5.03,4.5,1.4,NA,3.76,4.6,26,2,392,9.8,2010-04-23,2.6047661396185324
1,15,Jackss,18-3066-50616,4.5,NA,NA,9.1,5.1,45.6908,-77.48759,2010,23.8,7.19,88.6,24.2,8.02,2.83,4.62,1.02,7.2,5.3,3.46,223,7.3,4.3,10,2,241,7.9,2010-06-28,2.6378292802383885
1,15,Joseph,17-5998-50031,5.5,NA,NA,92,26.6,45.17434,-79.7239,2011,6.2,6.8,61.8,6.5,4.2,0.8,5.9,0.6,9.3,5.8,0.4,NA,1.5,2.4,8,118,170,3.8,2011-05-10,3.7740448118433183
1,15,Kamaniskeg,18-2891-50334,4.3,NA,NA,40,9.3,45.41755,-77.68981,2008,24.6,6.81,41.8,6.06,3.12,1.02,2.11,0.56,2.5,6.1,2.26,NA,1.7,4.5,8,120,233,6.2,2008-05-06,2.9618693498521957
1,15,Kelly,18-3191-50636,3,NA,NA,28,12.2,45.7037,-77.32428,2009,45.4,6.88,31.6,10.8,3.34,1.24,0.92,0.605,0.27,3.05,2.2,508,2.96,5.8,20,38,317,15,2009-05-14,2.121497157149359
1,15,Kennisis,17-6858-50095,7,NA,NA,73.2,21.3,45.21362,-78.63637,2011,8.2,6.4,24,2.9,2.3,0.5,0.8,0.5,0.7,4.7,0.8,142,0.9,3,10,108,157,4.4,2011-05-12,3.3621159097930167
1,15,Kimball,17-6818-50232,8,NA,NA,67.1,22.8,45.34172,-78.67605,2008,13.2,6.18,20.6,1.67,1.82,0.545,0.61,0.3,0.32,5.2,1.1,125,0.7,3.3,12,106,197,5.5,2008-05-15,3.0669919077179064
1,15,Lake of B.s,17-6567-50131,5.5,NA,NA,70.1,22.2,45.25269,-79.0313,2008,14.6,6.53,34.8,3.68,2.62,0.81,2.21,0.395,3.02,5.65,1.56,NA,1.06,3.5,6,158,191,4.5,2008-05-16,3.442072772292879
1,15,Little Meach,17-7258-50190,4.7,NA,NA,25.9,7.9,45.28978,-78.12084,2009,17.4,8.49,27.8,15.2,2.88,0.7,1.05,0.61,0.29,5.6,2,61,1.8,3.6,12,44,217,5.2,2009-05-12,3.2262013985670337
1,15,McKellar,17-5833-50403,3.2,NA,NA,9.8,4.5,45.51374,-79.93303,2011,24.8,6.9,46.8,8.9,3.9,0.8,3.2,0.4,4.7,2.9,1.3,228,2.5,5.4,38,56,298,9.3,2011-05-19,2.5426895005416963
1,15,McKenzie,17-7331-50275,3.8,NA,NA,27.4,8.4,45.36459,-78.01951,2009,39.6,6.47,36.8,4.53,3.04,0.8,2.24,0.53,3.06,5.15,2.28,220,1.52,5.5,6,104,283,6.7,2009-05-04,2.9452415847352107
1,15,Meach,17-7249-50200,4.1,NA,NA,12.2,4.2,45.29978,-78.13084,2009,29.2,6.52,25.4,4.35,2.62,0.63,0.97,0.535,0.25,4.95,2.12,97,1.48,4.8,12,70,259,5.9,2009-05-12,3.10154023629203
1,15,Mink,18-3401-50475,12,NA,NA,13,5.9,45.56477,-77.04829,2010,7.8,8.13,324,136,41.4,11.9,10.1,1.78,17.3,9.85,3.48,NA,NA,5.6,34,36,418,4.8,2010-04-13,3.7978775066965373
1,15,Murphys,18-2810-50600,5.9,NA,NA,20.7,7.8,45.66067,-77.81168,2008,17,6.93,34.4,6.41,3.18,1.14,1.12,0.595,0.33,6.9,1.34,NA,1.58,4.8,24,6,249,9.2,2008-07-04,2.474358202294206
1,15,"Muskoka,",17-6201-49898,4,NA,NA,66.5,15,45.02374,-79.47732,2009,33.2,6.7,50,5.48,3.42,0.875,4.38,0.575,6.43,4.85,1.76,128,1.28,4.3,8,168,232,7.5,2009-05-13,2.685784099142027
1,15,Muskrat,18-3511-50603,1.6,NA,NA,64,17.9,45.67461,-76.90849,2009,25.2,8.13,308,121,38.5,8.65,10.9,2.24,18,10.7,1.56,52,20,6.8,160,2,742,43.1,2009-05-12,1.755115229472085
1,15,North,17-6403-50645,7.1,NA,NA,41.1,14.9,45.72134,-79.19754,2008,8.6,6.3,17,1.4,1.6,0.4,0.6,0.4,0.2,4,0.5,NA,0.7,2.3,10,20,215,4.1,2008-07-02,3.7427084897252545
1,15,Norway,18-3652-50219,4.3,NA,NA,38.1,9.2,45.33922,-76.71995,2010,13.6,7.8,224,112,34.7,8.7,1.57,1.38,2.96,5.4,1.72,NA,26,7.4,6,18,458,6.2,2010-05-06,3.3289444575219913
1,15,Paudash,17-7323-49829,4.6,NA,NA,48.8,11.6,44.96256,-78.04905,2011,21.2,7.3,92.2,25,10.4,1.9,4.5,0.6,6.5,6,1.8,174,6.7,4.2,24,106,235,6.7,2011-05-05,2.8483210124642504
1,15,Peyton,17-6436-50702,4.6,NA,NA,13.7,4.3,45.77203,-79.15232,2008,17,NA,15.4,9.63,1.34,0.32,0.54,0.325,0.19,3.6,0.8,NA,0.54,3,38,160,255,6.2,2008-05-13,3.01086997307341
1,15,Pickerel,17-6320-50600,2.4,NA,NA,38.1,8.6,45.68198,-79.3074,2011,50,6.3,22.2,1,2.3,0.6,0.9,0.5,0.4,4.2,2.6,380,0.7,5.8,26,152,241,10.4,2011-05-09,2.332767502114517
1,15,Rattrays,18-3191-50532,2.8,NA,NA,14,4.5,45.61116,-77.31996,2010,53.6,7.11,41.8,14.7,5.42,1.6,1.09,0.49,0.33,3.95,1.12,NA,5.06,8.9,10,4,436,10.3,2010-07-26,2.5953781303701966
1,15,Red Pine,17-6806-50080,5.5,NA,NA,40,10.6,45.20439,-78.70184,2008,10.6,6.27,21.4,2.86,NA,NA,NA,NA,0.58,5.15,0.8,84,1,3.3,20,106,207,4.5,2008-05-08,3.494760813337737
1,15,Redstone,17-6934-50060,8.2,NA,NA,80.5,20.6,45.18369,-78.53568,2009,12.6,6.44,24.8,3.67,2.6,0.65,0.98,0.495,0.73,4.95,1.3,85,1.3,3.3,14,150,194,3.5,2009-04-29,4.112916142265359
1,15,"Rosseau,",17-6112-50030,3.8,NA,NA,89,24.1,45.1741,-79.59755,2011,13.8,6.9,52,6.5,3.4,0.8,4.2,0.6,6.5,5.1,1.1,NA,1.8,4.2,18,138,191,5.4,2011-05-16,3.0812745150804215
1,15,Round,18-3030-50572,3.7,NA,NA,54.9,12.5,45.64074,-77.52889,2008,34.6,7.09,56.4,15.2,5.6,1.97,2.03,0.845,1.79,6.1,3.34,NA,3.78,6,8,92,269,8.6,2008-05-15,2.586337311333561
1,15,Salmon Trout,18-2790-50077,2.6,NA,NA,13,6.1,45.19005,-77.81305,2011,32,7.1,61.2,20.5,8.6,1.4,1.2,0.7,1.3,5.4,2.4,183,5.8,5.2,66,52,333,21.6,2011-05-04,1.887505151709328
1,15,Smoky,17-5585-50777,4,NA,NA,25,4.5,45.85335,-80.2396,2011,16.6,6.5,19.2,2.4,1.4,0.5,0.7,0.3,0.4,3.2,0.8,88,0.7,4.4,22,2,209,4.5,2011-05-24,3.5010586399716814
1,15,Tallan,17-7329-49698,4.8,NA,NA,26,8.6,44.84589,-78.0525,2008,18.4,7.57,194,91.3,NA,NA,NA,NA,3.13,6.15,1.88,161,NA,6,62,8,404,15.5,2008-05-07,2.184590657201667
1,15,Twelve Mile,17-6807-49881,5.7,NA,NA,27.5,12,45.02509,-78.7047,2011,14.6,6.9,50.6,10.7,5,1.2,2.4,0.6,3.3,5.2,1.6,112,3.1,3.4,18,104,178,5.1,2011-05-05,3.143370683211789
1,16,Bass,17-6187-49397,6.8,NA,NA,9.1,3.4,44.60345,-79.50664,2012,14.2,8.1,288,142,42.2,10.3,4,1.2,5,6.1,3.5,NA,33.4,5.9,50,186,336,7.7,2012-04-02,2.8320634435516885
1,16,"Belwood,",17-5535-48461,2.1,NA,NA,17,5.3,43.7585,-80.33953,2012,38.4,8.1,376,162,54.3,13.1,6.7,1.8,13.1,11.6,1.4,90,34.7,9.5,80,1270,600,26.7,2012-04-16,1.9453511239850738
1,16,Cameron,17-4561-50068,3.7,NA,NA,16.8,4.3,45.217,-81.55793,2008,15.2,8.41,312,161,32.8,21.7,0.56,0.17,0.16,6.05,0.56,52,NA,8.2,20,20,350,5.6,2008-05-27,3.3658906519671175
1,16,Chesley,17-4822-49331,3.5,NA,NA,15.2,4.3,44.55287,-81.22414,2008,8.6,8.48,266,124,34.1,14.3,3.82,1.29,8.09,4.8,0.44,124,NA,5.6,30,20,453,13.3,2008-05-27,2.3566522527743343
1,16,Conestogo,17-5215-48384,1.5,NA,NA,25.6,9.5,43.69615,-80.73137,2012,26.2,8.4,419,172,54.1,16.7,8.9,2.2,16,10.7,1.5,89,37,6.6,108,4160,711,51.6,2012-04-16,1.6643982601098661
1,16,"Couchiching,",17-6286-49481,3,NA,NA,10.1,4.1,44.66428,-79.3763,2008,5.2,8.18,368,106,40.1,6.8,2.14,2.01,32.8,18.6,0.72,NA,24.4,4.4,32,46,400,8,2008-05-14,2.8642943992525867
1,16,Cyprus,17-4583-50085,5.3,NA,NA,8.1,3.7,45.23131,-81.53198,2008,12.4,8.39,304,156,31.4,21.3,0.54,0.2,1.93,6.15,0.54,178,NA,8.2,48,28,437,8.3,2008-05-27,2.856907913343481
1,16,Fanshawe,17-4857-47670,0.6,NA,NA,12.2,3.6,43.05847,-81.17886,2008,30,8.21,549,191,65.6,14.2,18.8,3.12,34.6,24.5,0.42,171,45.4,4.3,190,NA,894,52.5,2008-05-01,1.7149393043529126
1,16,Farlain,17-5814-49627,3,NA,NA,4.9,1.7,44.81714,-79.97121,2008,5,8.08,142,62.2,19.1,4.25,1.13,0.36,1.64,5.85,0.04,NA,14.8,5.1,156,80,662,12.1,2008-05-15,2.5966751606870586
1,16,Gillies,17-4736-50056,6.3,NA,NA,32,7.4,45.20467,-81.33557,2012,12,8.1,295,159,32.2,21.3,0.3,0.2,0.7,4.8,0.9,NA,36.3,7.2,26,54,310,4.1,2012-04-03,3.9976006465192753
1,16,Gloucester Pl.,17-6026-49666,4.5,NA,NA,30.5,6.9,44.84489,-79.70973,2008,31.4,7.68,204,59.6,25.6,4.49,12.8,1.25,19.8,10.2,1,98,15.5,5.2,38,66,397,9.8,2008-05-13,2.6102933094027434
1,16,Little,17-6058-49199,5,NA,NA,6.1,1.7,44.42642,-79.67346,2008,31.2,7.63,190,55.7,25,4.38,12,1.21,17.7,9.65,1.08,93,13.9,5.2,28,70,357,9.4,2008-05-13,2.610952457712846
1,16,Little,17-6016-49633,2,NA,NA,12.2,2.4,44.81843,-79.7132,2008,28.4,8.3,593,157,56.8,7.3,50.2,3.78,73.3,12.3,0.66,NA,37.9,6.9,132,138,699,31.4,2008-05-14,1.8984978080374992
1,16,Long,17-6191-49604,3.8,NA,NA,13.7,5.4,44.79017,-79.48171,2012,37.6,6.5,14.2,3.3,1.1,0.4,0.5,0.2,0.2,1.9,1,60,1,5,12,50,269,10.9,2012-04-18,2.333330867783619
1,16,Mountain,17-5239-49504,3.3,NA,NA,3.2,1.8,44.70923,-80.69675,2012,20.6,8,229,109,36.1,7.1,1.1,1.6,2,7.9,1.2,52,24.8,4.5,16,34,239,11.7,2012-04-10,2.219068479462275
1,16,Silver,17-4665-48812,3.3,NA,NA,19.8,7.3,44.08538,-81.41929,2012,34.4,8,352,162,48.2,14.3,4.9,1.6,7.5,8.6,0.9,56,36.1,7.9,24,926,468,14.6,2012-04-10,2.2875858703010787
1,16,Sparrow,17-6275-49634,3.8,NA,NA,11.6,4.3,44.81851,-79.39612,2008,20.6,8,278,79.6,29.4,5.53,16.9,1.55,26.8,13.1,0.8,NA,NA,5.1,30,22,420,13.4,2008-05-29,2.3208655307457375
1,16,"St. John,",17-6328-49494,3,NA,NA,6.1,4,44.68701,-79.32512,2008,30,7.76,182,69.2,23.3,3.78,6.48,1.01,9.71,7.85,2.5,NA,17.2,7.1,86,10,535,13.9,2008-05-14,2.380567324103248
1,16,Tea,17-6065-49697,2,NA,NA,15.2,4.5,44.87588,-79.64948,2008,61.6,7.3,95.4,24.7,9.36,1.97,5.79,0.72,8.57,6,0.76,127,6.12,7.3,40,50,401,11.4,2008-05-14,2.4542829851654866
1,17,Belmont,18-2756-49309,4.5,NA,NA,16,5.9,44.49514,-77.82654,2011,29.6,7.7,134,52.5,20.3,2.1,3.5,0.9,5,4.9,1.3,174,10.5,5.9,24,12,288,9.1,2011-05-09,2.5519550968540834
1,17,Big Bald,17-7074-49389,3,NA,NA,9.5,2.5,44.57664,-78.3863,2009,22,7.84,270,91,39.4,3.09,13.2,0.695,21.5,11.1,1.18,67,24,6.5,34,4,329,12.7,2009-04-22,2.2735776874326485
1,17,Buckhorn,17-7074-49293,2.6,NA,NA,14.3,2.1,44.4856,-78.39118,2008,59.6,7.99,206,75.3,28.6,2.72,5.98,0.91,11.4,9.45,1.38,43,12.2,6.5,80,226,693,14.5,2008-05-06,2.439806700120316
1,17,Canal,17-6548-49368,1.9,NA,NA,4.3,1.3,44.56744,-79.04366,2008,26.4,7.98,229,103,34.3,2.21,3.63,0.77,26.1,6,0.6,220,25.4,5.6,40,6,450,19.4,2008-05-01,2.0567735079108367
1,17,Chemong,17-7076-49181,2.5,NA,NA,6.4,2.4,44.38846,-78.39205,2009,18.2,8.06,308,120,48.7,4.57,12,1.38,21.7,8.6,0.56,58,6.8,6.9,28,16,428,13.1,2009-04-22,2.3483905475139
1,17,Cordova,18-2756-49393,2.9,NA,NA,13.5,4.4,44.57529,-77.82487,2008,41.6,7.26,113,41.5,NA,NA,NA,NA,5.37,7.15,1.36,67,10.1,7,20,20,369,11.6,2008-05-08,2.4032746894806785
1,17,Crowe,18-2825-49286,4.5,NA,NA,15.2,5.4,44.4838,-77.73716,2011,26,7.7,144,58.2,23.2,2.3,3.8,0.9,5.4,4.5,1.6,164,11.4,5.6,32,22,323,13.6,2011-05-09,2.2075231420286006
1,17,Dalrymple,17-6500-49453,2.7,NA,NA,17.7,3.6,44.64052,-79.11093,2008,32,7.57,285,119,43.6,4.19,6.99,1.27,12.2,8.45,1.96,NA,28.2,6.8,42,2,505,16.9,2008-05-15,2.197065901349396
1,17,Dummer,17-7310-49342,4.8,NA,NA,7,3,44.52571,-78.09305,2008,16,8.07,248,96.2,39.9,3.12,7.13,0.95,12.8,8.95,1.64,NA,23.7,4.3,28,18,532,22.4,2008-05-12,2.0159950468315526
1,17,Four Mile,17-6793-49499,8.1,NA,NA,19.2,8.5,44.68172,-78.73724,2009,13.4,8,198,85.4,33.7,4.73,2.67,0.415,3.96,6.55,2.2,NA,5.38,5,14,28,271,5.1,2009-04-30,3.3982097139779763
1,17,Head,17-6651-49559,5.3,NA,NA,8.2,3.5,44.74018,-78.91265,2008,17,7.51,160,73.6,16.4,2.77,2.35,0.6,3.72,5,1,NA,17.5,3.9,28,72,323,8.9,2008-05-15,2.629663773302272
1,17,Katchewanooka,17-7182-49263,3,NA,NA,10.1,1.8,44.45749,-78.2587,2009,28,8,224,87.3,NA,NA,NA,NA,11.4,6.45,1.56,91,22.1,6.8,28,72,423,14.8,2009-04-21,2.238726360892187
1,17,Little,17-7146-49082,2.5,NA,NA,9.8,3.1,44.29649,-78.31027,2009,28,8.01,230,90.7,NA,NA,NA,NA,11.8,6.45,1.52,103,22.4,6.8,22,76,396,15.8,2009-04-21,2.162319843968075
1,17,Lovesick,17-7197-49373,3.5,NA,NA,25,2.5,44.55817,-78.23036,2012,25,7.9,245,97,37.6,3.8,8,1.2,12.8,7.2,1.6,52,23,6.7,18,204,347,11,2012-03-30,2.430305910447129
1,17,Lower Buckhorn,17-7170-49371,3.3,NA,NA,14,3.5,44.5498,-78.27953,2008,39,7.98,202,75,29.5,2.8,6.2,1.05,11.4,9.3,1.32,52,12.2,5.5,36,214,428,15.1,2008-05-06,2.2266442485934794
1,17,Pigeon,17-6992-49270,2.5,NA,NA,17.4,3,44.47155,-78.49495,2009,30.4,7.87,225,91.3,37,3.42,6.32,1.05,11.2,6.55,1.34,106,NA,6.7,24,92,401,14.3,2009-04-22,2.247355797296989
1,17,Rice,17-7257-48946,2.5,NA,NA,13.4,2.6,44.17348,-78.18609,2009,27.6,7.91,244,96.2,39.2,3.41,7.87,1.1,13,6.95,1.16,110,NA,6.8,66,30,509,23.4,2009-04-24,1.974229847786242
1,17,Rylstone,18-2850-49215,3.9,NA,NA,14.2,2.1,44.42303,-77.70175,2008,34.2,7.42,146,61.1,NA,NA,NA,NA,5.34,7.05,1.58,95,13,6.6,22,60,336,9.2,2008-05-08,2.608686622972359
1,17,"Scugog,",17-6715-48930,2.8,NA,NA,6.1,1.3,44.18343,-78.85724,2008,19.2,8.25,390,135,46.7,6.77,14.1,1.89,34.5,18.9,0.02,NA,32.5,6.6,24,342,565,10.1,2008-05-01,2.728658376579718
1,17,Shadow,17-6749-49534,3.8,NA,NA,22,7.8,44.71937,-78.79364,2009,18.2,7.49,80.2,22.7,10,1.97,3.64,0.7,5.21,6.65,1.34,67,5.72,4.9,10,72,224,7,2009-04-30,2.7611380964097108
1,17,Silver,17-6744-49500,3.5,NA,NA,16,6.8,44.68489,-78.79907,2009,19.4,7.49,83.2,23.5,10.2,2.01,3.73,0.72,5.43,6.7,1.32,64,5.84,4.8,12,70,248,7.6,2009-04-30,2.701242885317603
1,17,Stony,17-7310-49388,3.8,NA,NA,32,5.9,44.55642,-78.11352,2008,26.2,7.94,196,74.5,27.2,2.59,5.57,0.8,10.8,9,1.36,46,12.2,5.4,30,224,384,15.2,2008-05-06,2.1815337225673668
1,17,Sturgeon,17-6820-49260,2.5,NA,NA,10.7,4,44.47421,-78.68865,2012,28.2,7.8,181,69.2,27.2,2.8,5.8,1,8.9,6.2,2,131,16.6,6.1,22,222,333,15.7,2012-03-30,2.1045006617368744
1,17,Young,17-6459-49524,3.7,NA,NA,10.4,4.3,44.71255,-79.15754,2009,17.6,8.11,278,95.3,35.7,7.25,14.6,0.845,24.2,7.1,2.4,NA,5.76,5.2,20,94,356,12.1,2009-04-30,2.3487355677441135
1,18,Big Clear,18-3490-49540,7.3,NA,NA,19.5,7.7,44.72582,-76.90691,2010,11.2,7.99,218,99.6,30.5,8.26,3.35,1.13,5.98,5.9,2.12,NA,6,4.7,10,10,353,5.6,2010-04-27,3.3707930597800715
1,18,Big Gull,18-3453-49652,4,NA,NA,24.4,6,44.82693,-76.96878,2010,18.4,7.41,62.4,24.5,9.22,1.57,1.12,0.525,1.8,3.45,0.6,NA,6,5.4,20,2,297,6.9,2010-04-19,2.9261725086499384
